source_name,review_date,critic_name,review_detail,movie_name
Kaplan vs. Kaplan," March 5, 2016",David Kaplan, A movie you will tell your friends and family about. ,Zootopia 
Creative Loafing," March 5, 2016",Matt Brunson, The beauty of Zootopia is that you can be unaware of the subtext (as would a child ... or a clueless Trump supporter) and still reap the benefits of an imaginatively designed endeavor packed with huge laughs.,Zootopia 
Sci-Fi Movie Page," March 5, 2016",Rob Vaux," Zootopia is a great animated film, but it might be something much more: a clarion call for sanity and understanding arriving just when we need it the most. ",Zootopia 
Cinemalogue.com," March 4, 2016",Todd Jorgenson," This 3D animated comedy has the expected combination of kid-friendly slapstick and pop-culture send-ups, but underneath that slick surface it promotes a message of tolerance and empowerment.",Zootopia 
New York Magazine/Vulture," March 4, 2016",David Edelstein," What saves this big-budget cartoon behemoth is its modest, old-fashioned storytelling.",Zootopia 
Movie Guys with Jeff & Dave," March 4, 2016",Jeffrey K. Howard, One of Disney's best animated films ever! Fun for adults and kids alike. ,Zootopia 
El Nuevo DÌ_a," March 4, 2016",Juanma FernÌÁndez ParÌ_s, With this film Disney has a truly progressive jump with a character who achieves the seemingly impossible by his willpower and intelligence. [Full review in Spanish],Zootopia 
Aisle Seat," March 4, 2016",Mike McGranaghan, Zootopia is to 2016 what Inside Out was to 2015 - a next-level animated feature that gives kids something of substance while simultaneously showing them a really good time.,Zootopia 
"HeraldNet (Everett, WA)"," March 4, 2016",Robert Horton," The comic high point is a scene at the DMV where sloths work behind the counter and talk. Very. Very. Very. Slowly. If the movie is overlong because of that one hilarious scene, it was worth it.",Zootopia 
leonardmaltin.com," March 4, 2016",Leonard Maltin, Disarming characters... multidimensional plot form the core of an atypical Disney movie that's right on the mark...,Zootopia 
ABC Radio Brisbane," March 19, 2016",Matthew Toomey," Stepping back from the movie's key themes, the creative team behind the project deserve praise for crafting a fun, complex world. ",Zootopia 
The Mercury," March 18, 2016",Tim Martain," Much like George Orwell used animals as an allegory for communism and social inequality, Disney has used Zootopia to deliver a story about prejudice and intolerance.",Zootopia 
Herald Sun (Australia)," March 18, 2016",Leigh Paatsch," A lively and universally accessible story is set in an idealised, human-free future where animals of all species have learned to live as one.",Zootopia 
Flicks.co.nz," March 17, 2016",Liam Maguren, Threatens to blow away Shane Black's The Nice Guys for Best Buddy-Cop Film of 2016. ,Zootopia 
Irish Times," March 17, 2016",Donald Clarke," Zootropolis has a plot you can really, ahem, sink teeth into.",Zootopia 
Tulsa World," March 17, 2016",Michael Smith, Wildly entertaining.,Zootopia 
The Standard," March 17, 2016",Matt Neal," A surprisingly sharp examination of racial profiling, prejudice, equality and stereotyping, and how often can you say that about a kids movie?",Zootopia 
Junkee," March 16, 2016",Matt Roden," I mean, come on -- what was the last kids film that stumbled because it was overreaching in its exploration of inclusiveness? Also -- those sloths!",Zootopia 
The Age (Australia)," March 16, 2016",Philippa Hawker," The tale of a plucky rabbit and a sly fox, it's also a meditation on human nature, civil society and the politics of stereotyping. And it has great sloth jokes.",Zootopia 
The Sunday Age," March 16, 2016",Craig Mathieson," In this zippy and entertaining children's animation that comes with an unusually thoughtful commentary on inclusion and discrimination, the animals don't just come out in the city at night, they literally run it during the day.",Zootopia 
Proceso," March 15, 2016",Fausto Ponce, A well balanced film with a powerful message and a great story. [Full review in Spanish],Zootopia 
"Mountain Xpress (Asheville, NC)"," March 13, 2016",Ken Hanke," Gorgeous to look at, clever, funny and with a solid and atmospheric mystery at its core. But there's more here in the film's timely and relevant thematic content.",Zootopia 
Thrillist," March 11, 2016",Matt Patches, Impressionable kids and adults who swear they're progressive will both take something away from Zootopia.,Zootopia 
New York Post," March 10, 2016",Lou Lumenick, Zootopia excels on so many levels that it stands with the finest of the Disney classics.,Zootopia 
Tijuaneo," March 9, 2016",CuauhtÌ©moc Ruelas," Not many animated films give adults, teenagers and adults something to enjoy and that doesn't fall into the dumb humor territory. [Full review in Spanish]",Zootopia 
John Hanlon Reviews," March 9, 2016",John Hanlon," Reminiscent of ""Toy Story"" in its ability to create a wonderfully colorful world of its own, ""Zootopia"" is a fun film with undeniably important themes about diversity, inclusion and self-worth. ",Zootopia 
Spirituality and Practice," March 8, 2016",Frederic and Mary Ann Brussat, A spunky 3-D animated film about a bunny whose life is energized by big dreams and rock-solid optimism.,Zootopia 
Reforma," March 7, 2016",Edgardo ResÌ©ndiz," It is complex, different, thinking, technically flawless and definitely a fun Disney product that works the same for children and adults. [Full review in Spanish]",Zootopia 
Reforma," March 7, 2016",Eduardo Molina," By using animation the movie gives a snapshot of the problems of intolerance that live in the world, without leaving aside the humor. [Full review in Spanish]",Zootopia 
Examiner.com," March 7, 2016",Chris Sawin, The film is visually spectacular with gorgeous backgrounds and intricate textures on mammals so realistic that you'll want to try and pet them while watching the film. Zootopia is vividly creative and fantastically amusing for all ages. ,Zootopia 
The Sun (UK)," March 24, 2016",Alex Zane, The voice cast is perfect - especially Bateman - and there are some cracking action scenes too. Superb family film.,Zootopia 
Sky Movies," March 24, 2016",Tim Evans, An animated outing that propels Disney's historical success at anthropomorphisation to new heights.,Zootopia 
Guardian," March 24, 2016",Wendy Ide, The animation is first rate - fur is rendered so realistically that it could trigger an allergy at 50 paces - but it is the writing that elevates the picture.,Zootopia 
FILMINK (Australia)," March 24, 2016",Erin Free," There's rarely been so much sub in the text of an animated movie, and while it makes Zootopia a surprisingly thought provoking experience, there's also something slightly disconcerting about Disney's willingness to so keenly embrace adult themes.",Zootopia 
Times (UK)," March 24, 2016",Kevin Maher," There's a magical moment in every movie of quality, a reciprocal bond between screen and viewer, where your shoulders happily drop, you sink deeper into your seat and your soul secretly smiles because it knows that you are in the safest of hands.",Zootopia 
International Business Times," March 24, 2016",Amy West, It's easy to see why the studio is back at the top of its game and proves its still the master of producing films both children and adults will engage with.,Zootopia 
Indie London," March 24, 2016",Rob Carnevale," For the young and innocent minded, there's plenty of knockabout fun and slapstick humour to enjoy, coupled with a timely message about tolerance and integration, while pop culture references abound for adults and film fans to savour. ",Zootopia 
Empire Magazine," March 24, 2016",John Nugent," The fictional universe it presents - a human-free world where mammals have evolved into a bustling, civilised society - is vividly realised, richly detailed and very funny.",Zootopia 
Daily Telegraph (UK)," March 24, 2016",Robbie Collin," One of the film's great strengths is the trust it puts in its young audience to decode its complex, nuanced message about the value of difference.",Zootopia 
Flick Filosopher," March 24, 2016",MaryAnn Johanson, Marvelous. A bouncy comedy mystery adventure parable in a fantasy world meticulously and cleverly conceived and gorgeously realized. I adore this movie.,Zootopia 
Rip It Up," March 23, 2016",David 'Mad Dog' Bradley," This has enough light wit and gooey sentiment for Disney groupies, and yet it does leave many unanswered questions.",Zootopia 
MetroActive," March 23, 2016",Richard von Busack," It acknowledges problems that no bumper-sticker can patch over, and yet it leaves room for an exploration of a seriously charming world.",Zootopia 
Fan The Fire," March 23, 2016",Martin Roberts," The voice cast are all on enjoyable form, and the storyline, once it kicks into gear, is not simply a vehicle for the message of the film, but an enjoyable caper in its own right, full of motion and invention.",Zootopia 
Financial Times," March 23, 2016",Nigel Andrews," Just relish the zingy jokes and in-jokes; a slow-burn dialogue scene with sloths that's an instant classic; the elastic character animation; and the pacy, racy disrespect for PC of all hues and flavours.",Zootopia 
HeyUGuys," March 23, 2016",Stefan Pape," Directors Byron Howard and Rich Moore have crafted this environment in a meticulous fashion, with a striking attention to detail, painting a comprehensive picture of this universe we're inhabiting.",Zootopia 
Cinema em Cena," March 21, 2016",Pablo VillaÌ¤a," The film gracefully deals with the contradiction between what we feel, who we are and what we let other people see. [Full review in Portuguese.]",Zootopia 
