Year,Rank,Name,College,Conference,Games,Punts,Punt_Yards,Avg_Punt
2013,48,Matt Hubbard,Georgia State,Sun Belt,12,78,3278,42
2013,49,Hayden Hunt,Colorado State,MWC,14,68,2851,41.9
2013,50,Ethan Wood,Wyoming,MWC,12,68,2850,41.9
2013,51,Sean Covington,UCLA,Pac-12,11,54,2265,41.9
2013,52,Logan Yunker,Nevada-Las Vegas,MWC,13,65,2719,41.8
2013,53,Josh Davis,Middle Tennessee State,CUSA,12,65,2717,41.8
2013,54,Alec Vozenilek,Virginia,ACC,12,37,1548,41.8
2013,55,Jed Barnett,Oklahoma,Big 12,13,65,2711,41.7
2013,56,Daniel Cadona,Louisiana-Lafayette,Sun Belt,13,53,2210,41.7
2013,57,Kirby Van Der Kamp,Iowa State,Big 12,12,84,3493,41.6
2013,58,Sam Foltz,Nebraska,Big Ten,13,70,2911,41.6
2013,59,Peter Picerelli,Tulane,CUSA,13,80,3316,41.5
2013,60,Mark Krause,Kansas State,Big 12,13,48,1986,41.4
2013,61,Pablo Beltran,Navy,Ind,12,40,1657,41.4
2013,62,Landon Foster,Kentucky,SEC,12,68,2807,41.3
2013,63,Brian Schmiedebusch,Bowling Green State,MAC,14,49,2025,41.3
2013,64,Ryan Johnson,Louisville,American,13,40,1650,41.3
2013,65,Blake Macek,North Texas,CUSA,12,66,2713,41.1
2013,66,Justin Duvernois,Illinois,Big Ten,11,51,2094,41.1
2013,67,Cason Beatty,Florida State,ACC,14,42,1725,41.1
2013,68,Scott Arellano,Brigham Young,Ind,13,80,3279,41
2013,69,Christian Brinser,Missouri,SEC,14,68,2790,41
2013,70,Jamie Keehn,Louisiana State,SEC,13,43,1765,41
2013,71,Kyle Schmidt,Ball State,MAC,13,45,1839,40.9
2013,72,Nathan Renfro,Maryland,ACC,13,75,3063,40.8
2013,73,Vince Penza,Toledo,MAC,12,44,1796,40.8
2013,74,Scott Garber,South Alabama,Sun Belt,12,51,2075,40.7
2013,75,Nick Marsh,Rutgers,American,13,65,2640,40.6
2013,76,Erich Toth,Indiana,Big Ten,11,52,2110,40.6
2013,77,Darragh O'Neill,Colorado,Pac-12,12,66,2673,40.5
2013,78,Keith Kostol,Oregon State,Pac-12,12,52,2106,40.5
2013,79,Kristian Stern,Texas-San Antonio,CUSA,12,50,2021,40.4
2013,80,Ethan Perry,Texas Christian,Big 12,12,80,3225,40.3
2013,81,Mattias Ciabatti,South Florida,American,12,73,2937,40.2
2013,82,Mike Ruggles,Texas-El Paso,CUSA,12,57,2292,40.2
2013,83,Scott Harding,Hawaii,MWC,12,56,2251,40.2
2013,84,Tyler Wedel,Northern Illinois,MAC,14,39,1569,40.2
2013,85,Mike Loftus,Southern Methodist,American,8,32,1287,40.2
2013,86,Drew Riggleman,Arizona,Pac-12,13,56,2243,40.1
2013,87,Tyler Grassman,Buffalo,MAC,13,71,2841,40
2013,88,Connor Kornbrath,Iowa,Big Ten,13,65,2598,40
2013,89,Jaron Bentrude,Utah State,MWC,14,73,2903,39.8
2013,90,Cole Wagner,Connecticut,American,12,71,2829,39.8
2013,91,Alexander Kinal,Wake Forest,ACC,12,86,3416,39.7
2013,92,J. Schroeder,Western Michigan,MAC,12,77,3056,39.7
2013,93,Austin Barnes,Eastern Michigan,MAC,9,50,1983,39.7
2013,94,Kip Smith,Oklahoma State,Big 12,13,79,3132,39.6
2013,95,Dalton Parks,Tulsa,CUSA,12,66,2605,39.5
2013,96,David Baska,Air Force,MWC,12,48,1895,39.5
2013,97,Bradley Pinion,Clemson,ACC,13,56,2205,39.4
2013,98,Joel Alesi,San Diego State,MWC,13,53,2089,39.4
2013,99,Tyler Sarrzin,Southern Mississippi,CUSA,7,44,1733,39.4
2013,100,Hendrix Brakefield,Western Kentucky,Sun Belt,9,31,1220,39.4
2013,101,Michael Bowlin,Washington State,Pac-12,12,52,2036,39.2
2013,102,Alex Butterworth,Penn State,Big Ten,11,51,2000,39.2
2013,103,Matt Wile,Michigan,Big Ten,13,36,1397,38.8
2013,104,Alex Garoutte,Arizona State,Pac-12,11,35,1358,38.8
2013,105,Drew Meyer,Wisconsin,Big Ten,13,53,2045,38.6
2013,106,Paul Jones,Arkansas State,Sun Belt,13,41,1573,38.4
2013,107,Logan McPherson,Louisiana Tech,CUSA,12,63,2392,38
2013,108,Grant Venham,Ohio,MAC,11,50,1890,37.8
2013,109,Tyler Hull,South Carolina,SEC,13,46,1737,37.8
2013,110,Colter Johnson,Massachusetts,MAC,12,69,2572,37.3
2013,111,Alex Tardieu,Army,Ind,12,51,1901,37.3
2013,112,Kris Albarado,Southern California,Pac-12,14,79,2928,37.1
2013,113,Brandon Williams,Northwestern,Big Ten,12,58,2088,36
2013,114,Chris Ayers,Florida International,CUSA,8,50,1771,35.4
2014,1,J.K. Scott,Alabama,SEC,12,55,2640,48
2014,2,Tom Hackett,Utah,Pac-12,13,80,3736,46.7
2014,3,Drew Riggleman,Arizona,Pac-12,14,76,3501,46.1
2014,4,Wil Baumann,North Carolina State,ACC,13,60,2724,45.4
2014,5,Dalton Schomp,Florida Atlantic,CUSA,12,50,2272,45.4
2014,6,Peter Mortell,Minnesota,Big Ten,13,67,3025,45.1
2014,7,Cameron Johnston,Ohio State,Big Ten,15,48,2164,45.1
2014,8,Scott Arellano,Brigham Young,Ind,13,69,3106,45
2014,9,Jamie Keehn,Louisiana State,SEC,13,71,3189,44.9
2014,10,Eric Keena,North Texas,CUSA,10,43,1927,44.8
2014,11,Mattias Ciabatti,South Florida,American,12,65,2888,44.4
2014,12,Trevor Pardula,Kansas,Big 12,12,83,3673,44.3
2014,13,Kyle Christy,Florida,SEC,12,64,2832,44.3
2014,14,Alex Boy,Nevada,MWC,13,59,2614,44.3
2014,15,Pablo Beltran,Navy,Ind,13,38,1678,44.2
2014,16,Darragh O'Neill,Colorado,Pac-12,12,65,2869,44.1
2014,17,Drew Kaser,Texas A&M,SEC,13,62,2737,44.1
2014,18,Hunter Mullins,Alabama-Birmingham,CUSA,12,59,2601,44.1
2014,19,Tyler Williams,Marshall,CUSA,14,42,1851,44.1
2014,20,Justin Duvernois,Illinois,Big Ten,13,77,3388,44
2014,21,Hayden Hunt,Colorado State,MWC,13,51,2235,43.8
2014,22,Alexander Kinal,Wake Forest,ACC,12,81,3535,43.6
2014,23,Worth Gregory,East Carolina,American,13,49,2136,43.6
2014,24,Spencer Roth,Baylor,Big 12,13,47,2040,43.4
2014,25,Matt Haack,Arizona State,Pac-12,13,53,2296,43.3
2014,26,Devon Bell,Mississippi State,SEC,11,50,2160,43.2
2014,27,Will Monday,Duke,ACC,13,59,2537,43
2014,28,Will Gleeson,Mississippi,SEC,11,58,2491,42.9
2014,29,Daniel Cadona,Louisiana-Lafayette,Sun Belt,13,58,2486,42.9
2014,30,Will Hagerup,Michigan,Big Ten,12,53,2274,42.9
2014,31,J. Schroeder,Western Michigan,MAC,13,58,2484,42.8
2014,32,Justin Vogel,Miami (FL),ACC,13,52,2227,42.8
2014,33,Bradley Pinion,Clemson,ACC,13,75,3194,42.6
2014,34,Landon Foster,Kentucky,SEC,12,66,2810,42.6
2014,35,Taylor Symmank,Texas Tech,Big 12,12,54,2303,42.6
2014,36,Joe Davidson,Bowling Green State,MAC,14,82,3482,42.5
2014,37,Zach Paul,Akron,MAC,12,66,2806,42.5
2014,38,Alec Vozenilek,Virginia,ACC,12,58,2463,42.5
2014,39,Riley Dixon,Syracuse,ACC,12,75,3182,42.4
2014,40,Colby Cooke,Vanderbilt,SEC,12,66,2796,42.4
2014,41,Brandon McKee,South Alabama,Sun Belt,13,73,3091,42.3
2014,42,William Russ,Texas,Big 12,11,66,2795,42.3
2014,43,Matt Darr,Tennessee,SEC,13,80,3378,42.2
2014,44,Sam Foltz,Nebraska,Big Ten,13,63,2659,42.2
2014,45,Korey Durkee,Washington,Pac-12,14,63,2653,42.1
2014,46,Kyle Schmidt,Ball State,MAC,12,52,2190,42.1
2014,47,Dalton Parks,Tulsa,American,12,70,2943,42
2014,48,Sean Wale,Boise State,MWC,14,66,2773,42
2014,49,Jed Barnett,Oklahoma,Big 12,13,66,2763,41.9
2014,50,Kip Smith,Oklahoma State,Big 12,13,81,3385,41.8
2014,51,Mitch Bonnstetter,Ohio,MAC,12,63,2631,41.8
2014,52,Nick O'Toole,West Virginia,Big 12,13,57,2383,41.8
2014,53,Jordan Dascalo,Washington State,Pac-12,12,49,2039,41.6
2014,54,Nathan Renfro,Maryland,Big Ten,13,84,3487,41.5
2014,55,James Farrimond,Rice,CUSA,13,48,1990,41.5
2014,56,Tyler Hull,South Carolina,SEC,13,42,1745,41.5
2014,57,Ethan Wood,Wyoming,MWC,12,66,2733,41.4
2014,58,Kris Albarado,Southern California,Pac-12,12,60,2485,41.4
2014,59,Scott Harding,Hawaii,MWC,13,86,3554,41.3
2014,60,Nick Walsh,Kansas State,Big 12,12,44,1816,41.3
2014,61,Kristian Stern,Texas-San Antonio,CUSA,12,83,3422,41.2
2014,62,Mike Sadler,Michigan State,Big Ten,13,52,2143,41.2
2014,63,Christian Brinser,Missouri,SEC,14,75,3084,41.1
2014,64,Thomas Hibbard,North Carolina,ACC,12,64,2628,41.1
2014,65,Cason Beatty,Florida State,ACC,14,48,1966,41
2014,66,Tyler Wedel,Northern Illinois,MAC,14,42,1723,41
2014,67,Blake Macek,North Texas,CUSA,10,30,1229,41
2014,68,Jaron Bentrude,Utah State,MWC,14,83,3385,40.8
2014,69,Jackson Koonce,Southern Methodist,American,12,74,3017,40.8
2014,70,Zach Rogers,New Mexico,MWC,12,31,1264,40.8
2014,71,Garrett Swanson,Fresno State,MWC,14,82,3341,40.7
2014,72,Erich Toth,Indiana,Big Ten,12,77,3133,40.7
2014,73,Jose Laphitzondo,Florida International,CUSA,10,59,2400,40.7
2014,74,Tyler Grassman,Buffalo,MAC,11,50,2037,40.7
2014,75,Logan Yunker,Nevada-Las Vegas,MWC,13,81,3283,40.5
2014,76,Spencer Smith,Memphis,American,13,57,2299,40.3
2014,77,Steven Witkowski,New Mexico State,Sun Belt,9,40,1611,40.3
2014,78,Ryan Johnson,Louisville,ACC,13,66,2655,40.2
2014,79,Matt Mengel,UCLA,Pac-12,13,59,2372,40.2
2014,80,Ryan Nowicki,Georgia Southern,Sun Belt,11,34,1366,40.2
2014,81,Christian Koch,Miami (OH),MAC,12,65,2606,40.1
2014,82,Sam Irwin-Hill,Arkansas,SEC,13,58,2327,40.1
2014,83,Ryan Winslow,Pittsburgh,ACC,13,50,2003,40.1
2014,84,Owen Dubiel,Eastern Michigan,MAC,12,61,2441,40
2014,85,A.J. Hughes,Virginia Tech,ACC,13,83,3314,39.9
2014,86,Thomas Meadows,Purdue,Big Ten,12,58,2308,39.8
2014,87,Ben Rhyne,Stanford,Pac-12,13,56,2227,39.8
2014,88,Cole Leininger,California,Pac-12,12,52,2072,39.8
2014,89,Keith Kostol,Oregon State,Pac-12,12,69,2735,39.6
2014,90,Zachary Lopez,Middle Tennessee State,CUSA,8,34,1348,39.6
2014,91,Tyler Sarrzin,Southern Mississippi,CUSA,12,66,2608,39.5
2014,92,Colin Downing,Iowa State,Big 12,12,69,2720,39.4
2014,93,Sam Geraci,Cincinnati,American,12,51,2007,39.4
2014,94,Alex Tardieu,Army,Ind,12,44,1731,39.3
2014,95,Logan Piper,Houston,American,12,43,1691,39.3
2014,96,Collin Barber,Georgia,SEC,11,34,1336,39.3
2014,97,Ethan Perry,Texas Christian,Big 12,13,64,2507,39.2
2014,98,Ian Wheeler,Oregon,Pac-12,15,47,1840,39.1
2014,99,Caleb Houston,Central Florida,American,13,54,2103,38.9
2014,100,Justin Wain,Connecticut,American,11,74,2868,38.8
2014,101,Dillon Kidd,Iowa,Big Ten,10,46,1771,38.5
2014,102,Alex Starzyk,Temple,American,12,70,2689,38.4
2014,103,Chris Gradone,Northwestern,Big Ten,12,65,2464,37.9
2014,104,Peter Picerelli,Tulane,American,12,71,2675,37.7
2014,105,Brian McDonald,Massachusetts,MAC,12,57,2150,37.7
2014,106,Ron Coluzzi,Central Michigan,MAC,13,48,1803,37.6
2014,107,Michael Carrizosa,San Jose State,MWC,12,34,1275,37.5
2014,108,Drew Meyer,Wisconsin,Big Ten,14,54,2020,37.4
2014,109,Daniel Pasquariello,Penn State,Big Ten,9,47,1754,37.3
2014,110,Joseph Occhipinti,Western Kentucky,CUSA,13,49,1817,37.1
2014,111,Logan McPherson,Louisiana Tech,CUSA,13,62,2280,36.8
2014,112,Nick Ellis,Toledo,MAC,13,52,1901,36.6
2014,113,Joel Alesi,San Diego State,MWC,13,58,2100,36.2
2014,114,Matt Hubbard,Georgia State,Sun Belt,10,33,1151,34.9
2015,1,Tom Hackett,Utah,Pac-12,13,61,2925,48
2015,2,Dalton Schomp,Florida Atlantic,CUSA,12,44,2101,47.8
2015,3,Drew Kaser,Texas A&M,SEC,12,60,2848,47.5
2015,4,Michael Carrizosa,San Jose State,MWC,13,48,2280,47.5
2015,5,Spencer Smith,Memphis,American,13,43,2030,47.2
2015,6,Sam Geraci,Cincinnati,American,12,44,2036,46.3
2015,7,Joseph Davidson,Bowling Green State,MAC,14,54,2483,46
2015,8,Hayden Hunt,Colorado State,MWC,11,52,2393,46
2015,9,Taylor Symmank,Texas Tech,Big 12,8,33,1518,46
2015,10,Austin Rehkow,Idaho,Sun Belt,12,50,2296,45.9
2015,11,Trevor Daniel,Tennessee,SEC,13,60,2742,45.7
2015,12,Johnny Townsend,Florida,SEC,14,83,3765,45.4
2015,13,Nick O'Toole,West Virginia,Big 12,13,71,3223,45.4
2015,14,Drew Riggleman,Arizona,Pac-12,13,52,2357,45.3
2015,15,Cason Beatty,Florida State,ACC,13,61,2756,45.2
2015,16,Rigoberto Sanchez,Hawaii,MWC,12,74,3335,45.1
2015,17,Nicholas Conte,Virginia,ACC,12,52,2322,44.7
2015,18,Tyler Newsome,Notre Dame,Ind,13,55,2446,44.5
2015,19,Tyler Williams,Marshall,CUSA,13,70,3108,44.4
2015,20,Alan Luna,Texas-El Paso,CUSA,12,65,2885,44.4
2015,21,Wil Lutz,Georgia State,Sun Belt,13,65,2882,44.3
2015,22,Lumi Kaba,Texas State,Sun Belt,12,65,2879,44.3
2015,23,Sean Kelly,South Carolina,SEC,12,55,2434,44.3
2015,24,JK Scott,Alabama,SEC,15,70,3094,44.2
2015,25,Caleb Houston,Central Florida,American,11,65,2874,44.2
2015,26,Eric Keena,North Texas,CUSA,12,60,2654,44.2
2015,27,Sam Foltz,Nebraska,Big Ten,12,56,2477,44.2
2015,28,Cameron Johnston,Ohio State,Big Ten,13,58,2549,43.9
2015,29,Riley Dixon,Syracuse,ACC,12,65,2839,43.7
2015,30,Korey Durkee,Washington,Pac-12,13,47,2047,43.6
2015,31,Austin Barnes,Eastern Michigan,MAC,10,45,1960,43.6
2015,32,Alexander Kinal,Wake Forest,ACC,12,75,3266,43.5
2015,33,Will Monday,Duke,ACC,13,65,2826,43.5
2015,34,Peter Mortell,Minnesota,Big Ten,13,74,3215,43.4
2015,35,Bentlee Critcher,Appalachian State,Sun Belt,13,51,2212,43.4
2015,36,Mattias Ciabatti,South Florida,American,12,57,2465,43.2
2015,37,Matt Haack,Arizona State,Pac-12,13,74,3186,43.1
2015,38,Worth Gregory,East Carolina,American,12,60,2583,43.1
2015,39,Corey Fatony,Missouri,SEC,12,81,3477,42.9
2015,40,A.J. Hughes,Virginia Tech,ACC,13,70,3002,42.9
2015,41,James Farrimond,Rice,CUSA,11,57,2448,42.9
2015,42,Luke Ferguson,Arkansas State,Sun Belt,13,72,3075,42.7
2015,43,Jonny Linehan,Brigham Young,Ind,12,62,2649,42.7
2015,44,Jake Hartbarger,Michigan State,Big Ten,14,57,2434,42.7
2015,45,Aleem Sunanon,South Alabama,Sun Belt,12,31,1323,42.7
2015,46,Justin Vogel,Miami (FL),ACC,13,67,2846,42.5
2015,47,Logan Yunker,Nevada-Las Vegas,MWC,12,66,2804,42.5
2015,48,Alex Starzyk,Temple,American,14,63,2674,42.4
2015,49,Steven Coutts,Louisiana-Lafayette,Sun Belt,12,59,2501,42.4
2015,50,Alex Robinson,Stanford,Pac-12,14,38,1612,42.4
2015,51,Garrett Swanson,Fresno State,MWC,12,67,2826,42.2
2015,52,Logan Laurent,Massachusetts,MAC,12,63,2660,42.2
2015,53,Logan Cooke,Mississippi State,SEC,13,44,1856,42.2
2015,54,Sean Wale,Boise State,MWC,13,53,2229,42.1
2015,55,Alex Boy,Nevada,MWC,13,65,2732,42
2015,56,Austin Seibert,Oklahoma,Big 12,13,57,2395,42
2015,57,Ryan Kay,Troy,Sun Belt,12,61,2556,41.9
2015,58,Zach Rogers,New Mexico,MWC,13,68,2839,41.8
2015,59,Ethan Wood,Wyoming,MWC,12,67,2800,41.8
2015,60,Erich Toth,Indiana,Big Ten,13,63,2633,41.8
2015,61,Alex Howell,Boston College,ACC,12,92,3838,41.7
2015,62,A.J. Cole III,North Carolina State,ACC,13,66,2750,41.7
2015,63,Jake Collins,Western Kentucky,CUSA,12,37,1542,41.7
2015,64,Nick Walsh,Kansas State,Big 12,13,67,2788,41.6
2015,65,Alex Barta,Navy,American,13,40,1663,41.6
2015,66,Zach Paul,Akron,MAC,13,79,3276,41.5
2015,67,Matthew Wyman,Kansas,Big 12,8,53,2198,41.5
2015,68,Anthony Melchiori,Kent State,MAC,12,93,3854,41.4
2015,69,Michael Dickson,Texas,Big 12,12,77,3179,41.3
2015,70,Aaron Dalton,Utah State,MWC,13,72,2974,41.3
2015,71,Dalton Parks,Tulsa,American,13,69,2848,41.3
2015,72,Blake O'Neill,Michigan,Big Ten,12,53,2188,41.3
2015,73,Toby Baker,Arkansas,SEC,13,43,1772,41.2
2015,74,Cole Leininger,California,Pac-12,12,37,1526,41.2
2015,75,Nick Porebski,Oregon State,Pac-12,12,72,2958,41.1
2015,76,Ryan Winslow,Pittsburgh,ACC,13,63,2589,41.1
2015,77,Gerald Shouse,Louisiana Tech,CUSA,13,51,2095,41.1
2015,78,Ryan Nowicki,Georgia Southern,Sun Belt,10,33,1355,41.1
2015,79,Kris Albarado,Southern California,Pac-12,14,65,2667,41
2015,80,Tyler Grassman,Buffalo,MAC,12,65,2664,41
2015,81,Kevin Phillips,Auburn,SEC,13,55,2254,41
2015,82,J. Schroeder,Western Michigan,MAC,13,43,1764,41
2015,83,Tommy Openshaw,Vanderbilt,SEC,12,79,3234,40.9
2015,84,Colin Downing,Iowa State,Big 12,12,53,2166,40.9
2015,85,Jamie Keehn,Louisiana State,SEC,12,58,2359,40.7
2015,86,Will Gleeson,Mississippi,SEC,13,43,1748,40.7
2015,87,Drew Galitz,Baylor,Big 12,12,40,1627,40.7
2015,88,Anthony Torres,New Mexico State,Sun Belt,12,66,2681,40.6
2015,89,Stone Wilson,Florida International,CUSA,12,42,1702,40.5
2015,90,Joshua Appleby,Louisville,ACC,13,69,2791,40.4
2015,91,Logan Piper,Houston,American,14,64,2584,40.4
2015,92,Tanner Blain,San Diego State,MWC,14,77,3102,40.3
2015,93,Landon Foster,Kentucky,SEC,12,61,2459,40.3
2015,94,Ryan Frain,Illinois,Big Ten,12,70,2814,40.2
2015,95,Satchel Ziffer,Old Dominion,CUSA,12,61,2450,40.2
2015,96,Dillon Kidd,Iowa,Big Ten,14,59,2371,40.2
2015,97,Joe Schopper,Purdue,Big Ten,11,58,2332,40.2
2015,98,Alex Tardieu,Army,Ind,11,50,2012,40.2
2015,99,Zach Sinor,Oklahoma State,Big 12,13,75,3010,40.1
2015,100,Alex Kinney,Colorado,Pac-12,13,66,2648,40.1
2015,101,Matt Mengel,UCLA,Pac-12,12,54,2163,40.1
2015,102,Joseph Roth,Rutgers,Big Ten,12,58,2319,40
2015,103,Daniel Pasquariello,Penn State,Big Ten,11,58,2314,39.9
2015,104,Collin Barber,Georgia,SEC,11,41,1637,39.9
2015,105,Ian Wheeler,Oregon,Pac-12,11,50,1992,39.8
2015,106,Tyler Sarrzin,Southern Mississippi,CUSA,14,45,1789,39.8
2015,107,Brandon McKee,South Alabama,Sun Belt,11,39,1554,39.8
2015,108,Drew Meyer,Wisconsin,Big Ten,13,69,2737,39.7
2015,109,Kyle Schmidt,Ball State,MAC,12,58,2304,39.7
2015,110,Andy Teasdall,Clemson,ACC,15,67,2647,39.5
2015,111,Yannis Routsas,Texas-San Antonio,CUSA,12,62,2447,39.5
2015,112,Zach Charme,Washington State,Pac-12,13,47,1856,39.5
2015,113,Ron Coluzzi,Central Michigan,MAC,12,59,2326,39.4
2015,114,Nick Ellis,Toledo,MAC,12,44,1733,39.4
2015,115,Ethan Perry,Texas Christian,Big 12,13,66,2571,39
2015,116,Ryan Rodwell,Georgia Tech,ACC,12,46,1793,39
2015,117,Mitch Bonnstetter,Ohio,MAC,13,70,2710,38.7
2015,118,Josh Williams,Southern Methodist,American,9,38,1472,38.7
2015,119,Arthur Hart,Charlotte,CUSA,12,75,2895,38.6
2015,120,Christian Koch,Miami (OH),MAC,12,82,3145,38.4
2015,121,Justin Wain,Connecticut,American,13,75,2866,38.2
2015,122,Nicolas Pritchard,Maryland,Big Ten,12,55,2099,38.2
2015,123,Hunter Niswander,Northwestern,Big Ten,13,85,3227,38
2015,124,Jacob Ambrose,Northern Illinois,MAC,14,74,2803,37.9
2015,125,Zachary Block,Tulane,American,8,47,1783,37.9
2015,126,Chris Qualls,Louisiana-Monroe,Sun Belt,13,86,3190,37.1
2015,127,Peter Picerelli,Tulane,American,8,31,1138,36.7
2016,1,Johnny Townsend,Florida,SEC,13,64,3065,47.9
2016,2,Mitch Wishnowsky,Utah,Pac-12,13,64,3053,47.7
2016,3,Michael Dickson,Texas,Big 12,12,65,3079,47.4
2016,4,JK Scott,Alabama,SEC,15,64,3020,47.2
2016,5,Cameron Johnston,Ohio State,Big Ten,11,56,2614,46.7
2016,6,Joseph Davidson,Bowling Green State,MAC,12,61,2791,45.8
2016,7,Spencer Smith,Memphis,American,13,45,2028,45.1
2016,8,Sean Wale,Boise State,MWC,13,50,2248,45
2016,9,Dylan Klumph,California,Pac-12,12,50,2240,44.8
2016,10,Tyler Sarrzin,Southern Mississippi,CUSA,13,53,2371,44.7
2016,11,Rigoberto Sanchez,Hawaii,MWC,14,70,3122,44.6
2016,12,Trevor Daniel,Tennessee,SEC,13,70,3120,44.6
2016,13,Brandon McKee,South Alabama,Sun Belt,12,48,2136,44.5
2016,14,Toby Baker,Arkansas,SEC,11,57,2532,44.4
2016,15,Nicholas Conte,Virginia,ACC,12,74,3279,44.3
2016,16,Michael Carrizosa,San Jose State,MWC,12,61,2703,44.3
2016,17,Steven Coutts,Louisiana-Lafayette,Sun Belt,13,64,2825,44.1
2016,18,Hayden Hunt,Colorado State,MWC,12,56,2469,44.1
2016,19,Matt Haack,Arizona State,Pac-12,12,66,2897,43.9
2016,20,Mason King,Louisville,ACC,13,55,2413,43.9
2016,21,Corey Fatony,Missouri,SEC,12,66,2894,43.8
2016,22,Justin Vogel,Miami (FL),ACC,13,64,2803,43.8
2016,23,Eric Keena,North Texas,CUSA,13,72,3148,43.7
2016,24,Alex Boy,Nevada,MWC,12,51,2230,43.7
2016,25,Austin Barnes,Eastern Michigan,MAC,13,63,2739,43.5
2016,26,Tyler Newsome,Notre Dame,Ind,11,54,2347,43.5
2016,27,Jake Bailey,Stanford,Pac-12,13,50,2176,43.5
2016,28,Kenneth Allen,Michigan,Big Ten,13,54,2340,43.3
2016,29,Ryan Rodwell,Georgia Tech,ACC,12,46,1990,43.3
2016,30,Nick Ellis,Toledo,MAC,13,54,2328,43.1
2016,31,Shane Tripucka,Texas A&M,SEC,13,69,2962,42.9
2016,32,Blake Gillikin,Penn State,Big Ten,14,61,2611,42.8
2016,33,Zach Sinor,Oklahoma State,Big 12,13,56,2395,42.8
2016,34,Sterling Hofrichter,Syracuse,ACC,12,77,3289,42.7
2016,35,Nick Walsh,Kansas State,Big 12,13,50,2136,42.7
2016,36,Tom Sheldon,North Carolina,ACC,13,50,2134,42.7
2016,37,Jake Collins,Western Kentucky,CUSA,13,39,1666,42.7
2016,38,Dalton Schomp,Florida Atlantic,CUSA,12,68,2895,42.6
2016,39,Ryan Winslow,Pittsburgh,ACC,13,56,2385,42.6
2016,40,Sean Kelly,South Carolina,SEC,12,72,3062,42.5
2016,41,Jonny Linehan,Brigham Young,Ind,13,57,2420,42.5
2016,42,Worth Gregory,East Carolina,American,12,51,2159,42.3
2016,43,Josh Pollack,Arizona,Pac-12,12,48,2028,42.3
2016,44,Kevin Phillips,Auburn,SEC,11,45,1902,42.3
2016,45,Corey Bojorquez,New Mexico,MWC,13,49,2067,42.2
2016,46,Caleb Houston,Central Florida,American,13,74,3117,42.1
2016,47,Dom Maggio,Wake Forest,ACC,11,72,3026,42
2016,48,Yannis Routsas,Texas-San Antonio,CUSA,13,69,2898,42
2016,49,Lumi Kaba,Texas State,Sun Belt,12,74,3098,41.9
2016,50,Peyton Theisler,New Mexico State,Sun Belt,12,70,2927,41.8
2016,51,Dalton Parks,Tulsa,American,12,64,2672,41.8
2016,52,Evan Pantels,Nevada-Las Vegas,MWC,12,64,2670,41.7
2016,53,Billy Kinney,West Virginia,Big 12,13,59,2462,41.7
2016,54,Sam Loy,Vanderbilt,SEC,13,68,2832,41.6
2016,55,Logan Laurent,Massachusetts,Ind,12,62,2582,41.6
2016,56,Austin Rehkow,Idaho,Sun Belt,13,56,2332,41.6
2016,57,Drew Galitz,Baylor,Big 12,13,54,2246,41.6
2016,58,Kyle Schmidt,Ball State,MAC,12,57,2364,41.5
2016,59,Cole Moos,Kansas,Big 12,12,73,3024,41.4
2016,60,Josh Growden,Louisiana State,SEC,12,57,2357,41.4
2016,61,Justin Wain,Connecticut,American,12,73,3017,41.3
2016,62,Hunter Niswander,Northwestern,Big Ten,13,73,3015,41.3
2016,63,Alex Kinney,Colorado,Pac-12,14,72,2971,41.3
2016,64,Ethan Wood,Wyoming,MWC,14,70,2891,41.3
2016,65,Nick Porebski,Oregon State,Pac-12,12,64,2643,41.3
2016,66,Tanner Blain,San Diego State,MWC,14,63,2602,41.3
2016,67,A.J. Cole III,North Carolina State,ACC,13,51,2104,41.3
2016,68,Jonathan Hernandez,South Florida,American,13,63,2597,41.2
2016,69,Ron Coluzzi,Iowa,Big Ten,13,75,3080,41.1
2016,70,Colin Downing,Iowa State,Big 12,12,58,2381,41.1
2016,71,Austin Seibert,Oklahoma,Big 12,13,48,1975,41.1
2016,72,Steve Brosy,Air Force,MWC,13,48,1973,41.1
2016,73,Dayton Balvanz,Louisiana-Monroe,Sun Belt,12,63,2586,41
2016,74,Alan Luna,Texas-El Paso,CUSA,12,62,2542,41
2016,75,Bentlee Critcher,Appalachian State,Sun Belt,13,55,2255,41
2016,76,Ryan Santoso,Minnesota,Big Ten,13,77,3151,40.9
2016,77,Ryan Kay,Troy,Sun Belt,13,69,2820,40.9
2016,78,Jake Hartbarger,Michigan State,Big Ten,12,54,2211,40.9
2016,79,Austin Parker,Duke,ACC,7,38,1556,40.9
2016,80,Michael Farkas,Ohio,MAC,14,71,2895,40.8
2016,81,Zachary Block,Tulane,American,11,68,2772,40.8
2016,82,Jack Fox,Rice,CUSA,12,75,3051,40.7
2016,83,Joe Schopper,Purdue,Big Ten,11,56,2277,40.7
2016,84,Tristan Vizcaino,Washington,Pac-12,14,51,2077,40.7
2016,85,Dane Roy,Houston,American,12,59,2397,40.6
2016,86,Derek Adams,Kent State,MAC,12,76,3063,40.3
2016,87,Joseph Gedeon,Indiana,Big Ten,13,61,2457,40.3
2016,88,Logan Tyler,Florida State,ACC,13,54,2177,40.3
2016,89,Jack Sheldon,Central Michigan,MAC,12,47,1890,40.2
2016,90,Ryan Frain,Illinois,Big Ten,10,53,2127,40.1
