Primary Key,DC Real Property ID,PM Property ID,Property Name,PM Parent Property ID,Parent Property Name,Year Ending,Report Status,Address of Record,Owner of Record,Ward,Reported Address,City,State,Postal Code,Year Built,Primary Property Type - Self-Selected,Primary Property Type - Calculated,Tax Record Floor Area,Reported Building Gross Floor Area,ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft²),Water Use (All Water Sources) (kgal),Electricity Use (kWh),Natural Gas Use (therms),Fuel Oil & Diesel Fuel Use (kBtu),District Water-Based Energy Use (kBtu),Metered Areas (Energy),Metered Areas  (Water),Latitude,Longitude
DC00570055,0057_0055,N/A,Townhouse Row,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,607 23RD ST,GEORGE WASHINGTON UNIVERSITY,2,607 23rd Street NW,Washington,DC,20052,,Not Provided,Not Provided,"71,224",,,,,,,,,,,,,,,,,
PM2293694,0057_0056,2293694,Smith Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,0600 22ND ST NW,GEORGE WASHINGTON UNIVERSITY,2,600 22nd Street NW,Washington,DC,20052,1975,College/University,College/University,"128,763","129,302",,91.3,91.6,229.7,230,1235.6,9.6,7968.1,2425690,35335.039,,,Whole Building,,38.89784903,-77.04935553
DC00660078,0066_0078,N/A,Cosmos Club,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2121 MASSACHUSETTS AV NW,COSMOS CLUB,2,2121 Massachusetts Ave NW,Washington,DC,20008,,Not Provided,Not Provided,"94,534",,,,,,,,,,,,,,,,,
PM4006385,0067_0059,4006385,The Fairfax at Embassy Row,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,2100 MASSACHUSETTS AV,NOIRO SOUTH LLC,2,2100 Massachusettes Ave NW,Washington,DC,20008,1928,Hotel,Hotel,217504,217000,,,,,,,,,,,,,Whole Building,Whole Building,,
PM3524410,0067_0065,3524410,Hotel Palomar DC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2121 P ST,SILVER P LLC,2,2121 P Street NW,Washington,DC,20037,2005,Hotel,Hotel,"249,568","248,450",40,119.9,120.3,220.3,220.8,2407.1,9.7,,3289171,185774.632,,,Whole Building,,38.90982104,-77.0474154
PM4369761,0067_0830,4369761,State House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2122 MASSACHUSETTS AV NW,NANCY L ANDRACSEK TRUSTEE,2,2122 Massachusetts Ave. NW,Washington,DC,20008,1951,Multifamily Housing,Multifamily Housing,"244,904","244,904",60,78.5,79.5,123.7,124.6,1411.4,5.8,13280.6,1414133,144115.6432,,,Whole Building,Whole Building,38.91073933,-77.04834451
DC00671018,0067_1018,N/A,Dupont West Condominiums,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2141 P ST NW,DUPONT WEST CONDOMINIUM,2,2141 P Street NW,Washington,DC,20057,,Not Provided,Not Provided,"65,008",,,,,,,,,,,,,,,,,
PM2381169,0068_0088,2381169,WestPark Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1421 21ST ST NW,2130 P STREET ASSOCIATES,2,2130 P Street NW,Washington,DC,20006,1975,Multifamily Housing,Multifamily Housing,"197,259","203,712",,61.2,61.6,125.5,125.9,1100.9,5.4,8803.3,1750575,64911.319,,,Whole Building,Whole Building,38.90949013,-77.04791535
DC00680818,0068_0818,N/A,Brinton Woods Health and Rehabilitation,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2131 O ST NW,MAR-SALLE CENTER ASSOCIATES,2,2131 O Street NW,Washington,DC,20037,,Not Provided,Not Provided,"71,734",,,,,,,,,,,,,,,,,
DC00700193,0070_0193,N/A,,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1255 22ND ST NW,1255 22ND STREET LIMITED PARTNERSHIP,2,,Washington,DC,20037,,Not Provided,Not Provided,"176,792",,,,,,,,,,,,,,,,,
PM1600732,0070_0195,1600732,1200 New Hampshire,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,1200 NEW HAMPSHIRE AV NW,N H STREET PARTNERS HOLDINGS LLC,2,1200 New Hampshire Avenue,Washington,DC,20036,1979,Office,Office,284658,386378,,62.6,62.6,196.6,196.6,3063.1,7.9,9962.5,7088993,,,,Tenant Cooling Tenant Heating Tenant Plug Load/Electricity Common Area Plug Load/Electricity Common Area Heating Common Area Hot Water Tenant Hot Water Common Area Cooling,Whole Building,38.90605489,-77.04765127
DC00700196,0070_0196,N/A,The Bond,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1230 NEW HAMPSHIRE AV,1230 NEW HAMPSHIRE LLC,2,1230 New Hampshire Avenue NW,Washington,DC,20036,,Not Provided,Not Provided,"165,495",,,,,,,,,,,,,,,,,
DC00701038,0070_1038,N/A,The Newport Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1260 21ST ST NW,THE NEWPORT CONDOMINIUM,2,1260 21st NW,Washington,DC,20036,,Not Provided,Not Provided,"81,630",,,,,,,,,,,,,,,,,
DC00701040,0070_1040,N/A,The Saint George Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1280 21ST ST NW,THE SAINT GEORGE CONDOMINIUM,2,1280 21st St NW,Washington,DC,20036,,Not Provided,Not Provided,"68,116",,,,,,,,,,,,,,,,,
PM3475570,0071_3159,3475570,22 West A Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1177 22ND ST NW,22 WEST CONDO,2,1177 22nd St NW,Washington,DC,20037,2008,Multifamily Housing,Multifamily Housing,"143,478","225,414",,79.2,79.7,164.3,164.8,1591.1,7.1,5296.9,2566059,90871.4,,,Whole Building,Whole Building,38.904727,-77.048407
DC00720006,0072_0006,N/A,Best Western Georgetown Hotel and Suites,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1121 NEW HAMPSHIRE AV NW,GEORGETOWN SUITES LLC,2,1121 New Hampshire Avenue Northwest,Washington,DC,20037,,Not Provided,Not Provided,"55,161",,,,,,,,,,,,,,,,,
DC00720007,0072_0007,N/A,Aston,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1129 NEW HAMPSHIRE AV NW,GEORGE WASHINGTON UNIVERSITY,2,1129 New Hampshire Ave NW,Washington,DC,20037,,Not Provided,Not Provided,"104,970",,,,,,,,,,,,,,,,,
PM4000039,0072_0074,4000039,Renaissance Washington Dupont Circle Hotel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1143 NEW HAMPSHIRE AV NW,WASHINGTON VALUE ADDED I LLC,2,1143 New hampshire Avenue,Washington,DC,20037,1934,Hotel,Hotel,"226,693","190,200",80,84.6,84.9,162.9,163.2,1349.6,7.1,11145.7,1974614,93537.759,,,Whole Building,Whole Building,38.90473955,-77.04756432
PM0013149,0072_0076,13149,2101 L St NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2101 L ST NW,CESC 2101 L STREET LLC,2,2101 L St NW,Washington,DC,20037,1975,Office,Office,"370,000","381,518",79,72.9,73,229,229.3,3524.2,9.2,8414.1,8156325,,,,Whole Building,Whole Building,38.90437577,-77.0468819
DC00720858,0072_0858,N/A,The Savoy Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1101 NEW HAMPSHIRE AV NW,DAVID HORNSTEIN,2,1101 New Hampshire Ave NW,Washington,DC,20037,,Not Provided,Not Provided,"161,623",,,,,,,,,,,,,,,,,
PM3238385,0073_0079,3238385,2141 K Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2141 K ST NW,SNH MEDICAL OFFICE PROPERTIES TRUST,2,2141 K Street NW,Washington,DC,20037,1966,Medical Office,Medical Office,"166,176","82,592",15,141.3,141.8,383.3,383.8,1302.4,15.8,3927.4,2720849,23901.36,,,Whole Building,Whole Building,38.90292904,-77.04802991
PM3502512,0073_0080,3502512,Gelman Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2120 L ST NW,GELMAN BUILDING LTD,2,2120 L St NW,Washington,DC,20037,1969,Office,Office,"235,326","235,326",78,57.2,57.2,179.8,179.8,1706.1,7.2,2538.7,3948515,,,,Whole Building,Whole Building,38.90342611,-77.04760691
PM1373989,0073_0084,1373989,2121 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2121 - 2115 K ST NW,2121 K LLC,2,2121 K Street NW,Washington,DC,20037,1981,Office,Office,"235,248","190,439",74,60.5,60.5,190,190,1459.6,7.7,,3378000,,,,Whole Building,,38.90287198,-77.0472405
PM4018717,0073_0085,4018717,Winston House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,2140 L ST NW,WINSTON HOUSE ASSOCIATES LLC,2,2140 L Street NW,Washington,DC,20037,1991,Not Provided,Not Provided,212571,,,,,,,498.7,,5499.3,787349,29869.804,,,Common areas only,Whole Building,38.90359469,-77.04790931
PM2394435,0073_0883,2394435,2175 K Street (New),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2175 K ST,DEKA IMMOBILIEN INVESTMENT GMBH,2,2175 K Street NW,Washington,DC,20036,1981,Office,Office,"183,962","147,831",80,57.4,57.4,180.2,180.2,1074.5,7.3,,2486692,,,,Whole Building,,38.90300486,-77.0484479
DC00731044,0073_1044,N/A,West End Place Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,1099 22ND ST NW,WEST END PLACE CONDOMINIUM,2,1099 22nd Street NW,Washington,DC,20037,,Not Provided,Not Provided,"96,271",,,,,,,,,,,,,,,,,
PM1257646,0074_0832,1257646,Professional Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2100 K ST NW,THE PROFESSIONAL ASSOCIATES,2,2100 K Street NW,Washington,DC,20037,1962,Office,Office,"98,646","64,554",44,97.5,97.8,269.5,269.9,731.1,11.3,772.7,1518039,3445.933,766856.8,,Whole Building,,38.9028193,-77.0494997
DC00750046,0075_0046,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,2150 PENNSYLVANIA AV NW,GEORGE WASHINGTON UNIVERSITY,2,,Washington,DC,20037,,Not Provided,Not Provided,"79,531",,,,,,,,,,,,,,,,,
DC00750864,0075_0864,N/A,Rice Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2121 I ST NW,GEORGE WASHINGTON UNIVERSITY,2,2121 Eye St NW,Washington,DC,20052,,Not Provided,Not Provided,"70,308",,,,,,,,,,,,,,,,,
PM0020164,00750861; 00750863,20164,2100 Pennsylvania Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2100 PENNSYLVANIA AV NW,GEORGE WASHINGTON UNIVERSITY,2,2100 Pennsylvania Avenue,Washington,DC,20037,1966,Office,Office,"219,492","320,977",,96.9,97.7,247.1,247.9,3455.1,10.8,9049.4,6543324,87808.70089,,,Whole Building,,38.9011081,-77.0470223
PM1496224,0076_0083,1496224,2029 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2021 K ST NW,2021 K L.L.C,2,2029 K St,Washington,DC,20006,1967,Office,Office,"258,300","35,430",53,70.4,70.1,175.4,175.1,259,7.3,,504482.9,7719.28,,,Whole Building,,38.90290022,-77.04562821
PM1496039,0076_0083,1496039,2021 K Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,2021 K ST NW,2021 K L.L.C,2,2021 K St NW,Washington,DC,20006,1972,Office,Office,258300,148579,,84.8,,266.3,,1595.5,10.7,,3692306,12.84,,,Whole Building,Whole Building,38.90290022,-77.04562821
PM1380075,0076_0088,1380075,2033 K Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2033 - 2041 K ST NW,2033 K STEET LP,2,2033 K Street N.W.,Washington,DC,20006,1975,Office,Office,"128,767","134,457",79,68.2,68.2,214.2,214.2,1161.4,8.6,3409.6,2687914,,,,Whole Building,Whole Building,38.90317331,-77.04634227
PM3229557,0076_0091,3229557,2001 K St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2001 K ST NW,2001 K STREET LLC,2,2001 K St NW,Washington,DC,20006,1998,Office,Office,"249,744","277,620",63,80.5,80.5,252.9,252.9,2831.3,10.2,,6552535,,,,Whole Building,,38.9030045,-77.0452476
PM2266081,0077_0059,2266081,Academic Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,0801 22ND ST NW,GEORGE WASHINGTON UNIVERSITY,2,801 22nd St NW,Washington,DC,20052,1982,College/University,College/University,"186,765","249,606",,120.9,120.9,308.6,308.6,3197.6,12.8,7383.7,6360108,84698.708,,,Whole Building,Whole Building,38.89999732,-77.04811899
PM1418352,0077_0060,1418352,Lafayette Hall,3619266,Marvin Center Group,12/31/2013,In Compliance,0800 21ST ST NW,GEORGE WASHINGTON UNIVERSITY,2,2100 Eye St NW,Washington,DC,20052,1940,Residence Hall/Dormitory,Residence Hall/Dormitory,"396,467","34,198",90,38.2,38.2,94.7,94.7,135,3.9,8.9,261832.3,4118.649,,,Another configuration,Whole Building,38.9015926,-77.0291221
PM2265015,0077_0060,2265015,Marvin Center,3619266,Marvin Center Group,12/31/2013,In Compliance,0800 21ST ST NW,GEORGE WASHINGTON UNIVERSITY,2,800 21st St NW,Washington,DC,20052,1970,College/University,College/University,"396,467","325,060",,167.8,168.1,329.7,329.9,4817.4,14.8,11018.9,7035480,231717.23,7381068,,Another configuration,Whole Building,38.9015926,-77.0291221
PM3619266,0077_0060,3619266,Marvin Center Group,3619266,Marvin Center Group,12/31/2013,In Compliance,0800 21ST ST NW,GEORGE WASHINGTON UNIVERSITY,2,800 21st St and 2100 I St NW,Washington,DC,20052,1940,College/University,College/University,"396,467","359,258",,155.5,155.7,307.3,307.5,4952.5,13.8,11027.8,7297312,235835.879,7381068,,Whole Building,Whole Building,38.9015926,-77.0291221
DC00770845,0077_0845,N/A,,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2124 I ST NW,GEORGE WASHINGTON UNIVERSITY,2,,Washington,DC,20037,,Not Provided,Not Provided,"78,728",,,,,,,,,,,,,,,,,
PM3312996,0078_0039,3312996,2000 K,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2000 K ST NW,2000 K STREET LLC,2,2000 K St NW,Washington,DC,20006,1986,Office,Office,"313,330","151,028",67,67.6,67.6,212.3,212.3,1367.1,9.1,2043.7,2993085,,,,Whole Building,,38.9021292,-77.0452259
PM3136592,0078_0040,3136592,2001 Pennsylvania Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2001 PENNSYLVANIA AV,BENENSON MUKWONAGE PENN LLC,2,2001 Pennsylvanie Ave,Washington,DC,20006,1990,Office,Office,"225,792","157,666",42,83.7,83.7,262.9,262.9,1671.9,10.6,2628.5,3869280,,,,Whole Building,Whole Building,,
PM1800460,0078_0847,1800460,2020 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2020 K ST NW,2020 K CORPORATION,2,2020 K Street N.W.,Washington,DC,20006,1976,Office,Office,"504,408","418,749",68,74.4,74.4,233.7,233.7,4172.7,10,11987.1,9135701,,,,Whole Building,Whole Building,38.90214936,-77.04602883
PM1423599,0078_0848,1423599,2099 Penn Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2099 PENNSYLVANIA AV NW,2099 OWNER LP,2,2099 Pennsylvania Ave. NW,Washington,DC,20002,2000,Office,Office,"231,809","231,164",,27.2,27.2,85.4,85.4,796.4,3.4,927.3,1843114,,,,Whole Building,Whole Building,38.90164902,-77.04629552
PM3510039,0079_0064,3510039,Gelman Library,3619481,Gelman Library Group,12/31/2013,In Compliance,2130 H ST,GEORGE WASHINGTON UNIVERSITY,2,2130 H St.,Washington,DC,20052,1973,Library,Library,"209,385","245,953",,68,67.9,213.1,213,2114.6,8.6,6083.4,4887683,,,,Another configuration,Whole Building,38.89920032,-77.04841947
PM3619481,0079_0064,3619481,Gelman Library Group,3619481,Gelman Library Group,12/31/2013,In Compliance,2130 H ST,GEORGE WASHINGTON UNIVERSITY,2,2130 H Street NW,Washington,DC,20052,1965,Library,Library,"209,385","464,993",,92.6,92.6,224.2,224.2,4364.7,9.4,10411.5,8278810,147879.556,,,Whole Building,Whole Building,38.89920032,-77.04841947
PM2265130,0079_0065,2265130,Lisner Auditorium Monroe Hall and 714 21st St,3619481,Gelman Library Group,12/31/2013,In Compliance,0714 21ST ST NW,GEORGE WASHINGTON UNIVERSITY,2,714-720 20th St and 2115 G St NW,Washington,DC,20052,1973,College/University,College/University,"71,718","150,372",,60.5,60.5,186.2,186.2,1132.2,7.5,3782.3,2588310,2596.006,,,Another configuration,Whole Building,38.89888556,-77.04688511
DC00800054,0080_0054,N/A,Not Reported,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,No Report Received,2110 G ST NW,GEORGE WASHINGTON UNIVERSITY,2,,Washington,DC,20052,,Not Provided,Not Provided,"54,563",,,,,,,,,,,,,,,,,
PM2266003,0080_0056,2266003,South Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2135 F ST,GEORGE WASHINGTON UNIVERSITY,2,2135 F St NW,Washington,DC,20052,2009,Residence Hall/Dormitory,Residence Hall/Dormitory,"184,320","214,829",37,95.2,95.6,206.2,206.7,1888.7,8.8,9630.4,3201967,95184.176,,,Whole Building,,38.89753831,-77.0481268
DC00800825,0080_0825,N/A,Guthridge Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2115 F ST NW,GEORGE WASHINGTON UNIVERSITY,2,2115 F Street NW,Washington,DC,20052,,Not Provided,Not Provided,"64,899",,,,,,,,,,,,,,,,,
PM3499931,0081_0096,3499931,State Plaza Hotel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,2117 E ST NW,SHERRY TOWERS APARTMENT HOTEL LP,2,2117 E. St. NW & 2116 F St. NW,Washington,DC,20036,1957,Hotel,Hotel,"94,138","291,819",89,61,61.2,107.2,107.4,1432.4,4.9,3075.9,1767072,117719.9315,,,Whole Building,Whole Building,38.89638955,-77.04750319
DC00810097,0081_0097,N/A,State Plaza Hotel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2116 F ST NW,SHERRY TOWERS APARTMENT HOTEL LP,2,2117 E. St. NW Washington D.C. 20036,Washington,DC,20037,,Not Provided,Not Provided,"197,681",,,,,,,,,,,,,,,,,
PM3669102,0081_0829,3669102,515 22nd Street N.W.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,0515 22ND ST NW,515 22ND STREET LIMITED PARTNERSHIP,2,515 22nd Street N.W.,Washington,DC,20037,1942,Office,Office,"108,229","102,080",39,86.2,86.3,253.9,254,1111.6,10.9,1073.5,2338107,8225.70083,,,Whole Building,Whole Building,38.89685803,-77.0484822
PM3505139,0081_0835,3505139,Potomac Park,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,0510 21ST ST NW,COLUMBIA REALTY VENTURE,2,510 21st St NW,Washington,DC,20006,1950,Multifamily Housing,Multifamily Housing,"103,790","103,790",,67.2,67.7,122.8,123.3,560.9,5.4,5172.1,759211,43878.65,,,Whole Building,,38.89645373,-77.04694783
DC00810846,0081_0846,N/A,Dakota,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,2100 F ST NW,GEORGE WASHINGTON UNIVERSITY,2,2100 F Street NW,Washington,DC,20052,,Not Provided,Not Provided,"69,402",,,,,,,,,,,,,,,,,
DC00812020,0081_2020,N/A,Monroe House Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Exempt from this year's disclosure,0522 21ST ST NW,MONROE HOUSE CONDO,2,522 21st St NW,Washington,DC,20006,,Not Provided,Not Provided,"56,608",,,,,,,,,,,,,,,,,
PM0027448,0085_0060,27448,The Millennium Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,In Compliance,1909 K ST NW,NINA JO ASSOCIATES LLC,2,1909 K Street,Washington,DC,20006,1999,Office,Office,"239,437","242,937",85,58.5,58.5,183.7,183.7,1800.2,7.4,3945.7,4166341,,,,Whole Building,Whole Building,38.90281745,-77.04408634
PM3473953,0085_0061,3473953,1020 19th Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2013,Incomplete Report,1020 19TH ST NW,ZG 1020 19TH STREET LLC,2,1020 19th Street NW,Washington,DC,20036,1983,Office,Office,158688,116107,,,,,,,,,,,,,Whole Building,,38.9033508,-77.0436985
