Primary Key,DC Real Property ID,PM Property ID,Property Name,PM Parent Property ID,Parent Property Name,Year Ending,Report Status,Address of Record,Owner of Record,Ward,Reported Address,City,State,Postal Code,Year Built,Primary Property Type - Self Selected,Primary Property Type - Calculated,Tax Record Floor Area,Reported Building Gross Floor Area,ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Source EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft²),Water Use (All Water Sources) (kgal),Electricity Use (kWh),Natural Gas Use (therms),Fuel Oil & Diesel Fuel Use (kBtu),District Water-Based Energy Use (kBtu),Metered Areas (Energy),Metered Areas  (Water),Latitude,Longitude
PM4019461,0054_0840,4019461,Residences on the Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2201 I ST NW,RESIDENCES ON THE AVENUE,2,2221 I Street NW,Washington,DC,20037,2000,Multifamily Housing,Multifamily Housing,322264,396876,,41.8,42,114.4,114.7,1961.6,4.9,13756.1,3924268,31861.6867,,,Whole Building,Whole Building,38.9009754,-77.0497071
PM2951555,0054_0841,2951555,2200 Pennsylvania Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2200 PENNSYLVANIA AVE NW,GEORGE WASHINGTON UNIVERSITY,2,2200 Pennsylvania Avenue,Washington,DC,20037,2011,Office,Office,499000,516737,92,41.3,,129.6,,2857,5.5,838,6249488,,345,,Whole Building,Whole Building,38.90194436,-77.04912731
PM1418391,0055_0855,1418391,JBKO Hall,3616625,Ross Hall Group,12/31/2015,In Compliance,2212 I ST NW,GEORGE WASHINGTON UNIVERSITY,2,2222 Eye St NW,Washington,DC,20052,1945,Residence Hall/Dormitory,Residence Hall/Dormitory,81153,81082,91,29.4,28.2,86.5,82.9,300.9,3.7,589.4,63359.1,2182.247891,,,Another configuration,Whole Building,38.900495,-77.049866
PM1416427,0055_0855,1416427,Munson Hall,3616625,Ross Hall Group,12/31/2015,In Compliance,2212 I ST NW,GEORGE WASHINGTON UNIVERSITY,2,2212 Eye St NW,Washington,DC,20052,1945,Residence Hall/Dormitory,Residence Hall/Dormitory,81153,49662,81,50.3,49.6,117.9,115.1,257.5,5.2,281.9,453281.5,9493.76816,,,Another configuration,Whole Building,38.900478,-77.04941
PM1416407,0055_0856,1416407,Fulbright Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2223 H ST,GEORGE WASHINGTON UNIVERSITY,2,2223 H St NW,Washington,DC,20052,1947,Residence Hall/Dormitory,Residence Hall/Dormitory,50296,50296,61,98.5,100.2,160.5,160,374.1,7.4,415.4,42415.4,3583.72792,,,Whole Building,Whole Building,38.8997991,-77.0498529
PM2266039,0056_0030,2266039,Funger Duques and Tompkins Halls,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2201 G ST NW,GEORGE WASHINGTON UNIVERSITY,2,2201 G St and 725 23rd St NW,Washington,DC,20052,1970,College/University,College/University,189281,344663,Not Available,89.1,89.1,216.8,215,3272.7,9.5,5991.3,5959843,13644.7632,,,Whole Building,Whole Building,38.898872,-77.049454
PM1032878,0057_0055,1032878,Townhouse Row,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,607 23RD ST NW,GEORGE WASHINGTON UNIVERSITY,2,607 23rd St NW,Washington,DC,20052,2003,Residence Hall/Dormitory,Residence Hall/Dormitory,71224,69267,53,73.2,71.7,174.2,169.7,529.8,7.6,1849.5,945736.4,18421.82972,,,Whole Building,Whole Building,38.89785017,-77.0498593
PM2293694,0057_0056,2293694,Smith Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,600 22ND ST NW,GEORGE WASHINGTON UNIVERSITY,2,600 22nd St NW,Washington,DC,20052,1975,College/University,College/University,128763,129302,Not Available,91.8,90.8,238.6,234.1,1341.1,10.4,11964,2578523,3759.81867,,,Whole Building,Whole Building,38.89784903,-77.04935553
DC00590825,0059_0825,N/A,,,,12/31/2015,Exempt from this year's disclosure,0525 23RD ST NW,PAN AMERICAN HEALTH ORGANIZATION,2,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
PM4378204,0062_0020,4378204,American Pharmacist Association,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2215 CONSTITUTION AVE NW,AMERICAN PHARMACISTS ASSOCIATION,2,2215 Consitution Ave NW,Washington,DC,20037,2009,Office,Office,368289,254704,44,91.9,91.3,280.8,278.5,3057.5,12,8116.1,6583223,9536.162698,,,Whole Building,Whole Building,38.89312347,-77.04946639
PM4559564,0066_0078,4559564,Cosmos Club,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2121 MASSACHUSETTS AV NW,COSMOS CLUB,2,2121 Massachusetts Ave. NW,Washington,DC,20008,1900,Other,Other,74710,100000,Not Available,123.4,123.4,273.1,270.1,1210.1,12.1,4192.8,213818,54655.191,,,Whole Building,Whole Building,38.91201457,-77.04768894
PM4854460,0067_0059,4854460,The Fairfax at Embassy Row,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2100 MASSACHUSETTS AVE NW,NOIRO SOUTH LLC,2,2100 Mssachussetts ave nw,Washington,DC,20008,1928,Hotel,Hotel,217507,217504,16,125.2,126.2,259,258.2,2518.1,11.6,124.2,389114,139475.78,,,Whole Building,Whole Building,38.91049727,-77.04702477
PM3524410,0067_0065,3524410,Hotel Palomar DC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2121 P ST NW,SILVER P LLC,2,2121 P Street NW,Washington,DC,20037,2005,Hotel,Hotel,249568,248450,31,132.7,133,241.2,238.9,2729.3,11,22442.3,355295,284.618,,,Whole Building,Whole Building,38.90982104,-77.0474154
PM4369761,0067_0830,4369761,State House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2122 MASSACHUSETTS AV NW,NANCY L ANDRACSEK TRUSTEE,2,2122 Massachusetts Ave. NW,Washington,DC,20008,1951,Multifamily Housing,Multifamily Housing,244904,244904,64,77.9,79.1,123.2,122.6,1404.8,5.7,1268.8,141987,142385.6289,,,Whole Building,Whole Building,38.91073933,-77.04834451
PM4013971,0067_1018,4013971,Dupont West Condominiums,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2141 P ST NW,DUPONT WEST CONDOMINIUM,2,2141 P Street NW,Washington,DC,20057,1980,Multifamily Housing,Multifamily Housing,65008,65008,17,70.9,70.7,193,192,542.6,8.3,249.1,181145,9192.487891,,,Whole Building,Whole Building,38.9099684,-77.0479256
PM2381169,0068_0088,2381169,WestPark Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1421 21ST ST NW,2130 P STREET ASSOCIATES,2,2130 P Street NW,Washington,DC,20006,1975,Multifamily Housing,Multifamily Housing,197259,203712,64,57.8,57.8,125.5,123.8,1135.5,5.6,4982.7,185166,54554.47283,,,Whole Building,Whole Building,38.90949013,-77.04791535
PM3995293,0068_0818,3995293,Brinton Woods Health and Rehabilitation,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2131 O ST NW,MAR-SALLE CENTER ASSOCIATES,2,2131 O Street NW,Washington,DC,20037,1942,Senior Care Community,Senior Care Community,71734,71734,70,98,99.4,242.7,245.6,760.9,10.6,482.1,146786,22287.5131,,,Whole Building,Whole Building,38.90885735,-77.04801464
PM4697233,0070_0188,4697233,Ellington Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2121 WARD PL NW,ELLINGTON BUILDING LLC,2,2121 Ward PL NW,Washington,DC,20037,1960,Office,Office,55474,55474,Not Available,3.4,3.4,10.6,10.6,25,0.4,117,54629.2,,,,Whole Building,Whole Building,38.90640816,-77.04757005
DC00700193,0070_0193,N/A,,,,12/31/2015,Exempt from this year's disclosure,1255 22ND ST NW,1255 22ND STREET LIMITED PARTNERSHIP,2,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
PM1600732,0070_0195,1600732,1200 New Hampshire,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1200 NEW HAMPSHIRE AV NW,N H STREET PARTNERS HOLDINGS LLC,2,1200 New Hampshire Avenue,Washington,DC,20036,1979,Office,Office,284658,386378,22,106.9,106.9,335.7,335.7,4363.9,14.3,1529.5,9554175,,,,Whole Building,Whole Building,38.90605489,-77.04765127
PM3993734,0070_0196,3993734,The Bond,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1230 NEW HAMPSHIRE AV,1230 NEW HAMPSHIRE LLC,2,1230 New Hampshire Avenue NW,Washington,DC,20036,2012,Multifamily Housing,Multifamily Housing,104286,165495,85,28.2,28.6,75.9,76.4,544.1,3.3,193.5,175696,9939.62369,,,Whole Building,Whole Building,38.90614063,-77.04710098
DC00700197,0070_0197,N/A,,,,12/31/2015,Exempt from this year's disclosure,1250 NEW HAMPSHIRE AV,INTERNATIONAL MONETARY FUND,2,,Washington,DC,,,,Not Provided,,,,,,,,,,,,,,,,,,
PM4374861,0070_1038,4374861,The Newport Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1260 21ST ST NW,THE NEWPORT CONDOMINIUM,2,1260 21st NW,Washington,DC,20036,1966,Multifamily Housing,Multifamily Housing,81630,81630,31,100,99.4,189.7,185.1,700.7,8.6,4166.3,968934.1,4868.1123,,,Whole Building,Whole Building,38.9067387,-77.0469768
PM4394168,0070_1040,4394168,The Saint George Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1280 21ST ST NW,THE SAINT GEORGE CONDOMINIUM,2,1280 21st St NW,Washington,DC,20036,1967,Other - Lodging/Residential,Other - Lodging/Residential,68116,68116,Not Available,61.3,61.2,130.6,128.7,396.2,5.8,2818.1,633498.3,2111.63253,,,Whole Building,Whole Building,38.9069943,-77.046662
PM3475570,0071_3159,3475570,22 West A Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1177 22ND ST NW,22 WEST CONDO,2,1177 22nd St NW,Washington,DC,20037,2008,Multifamily Housing,Multifamily Housing,143478,225414,40,73.7,75,160.1,159.7,1602.6,7.1,6662.7,2615655,76796.67215,,,Whole Building,Whole Building,38.904727,-77.048407
PM3351826,0071E_0016,3351826,311dy-Courtyard US Capital,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1325 2ND ST NE,DC CY OWNER LLC,6,1325 2nd Street NE,Washington,DC,20002,2009,Hotel,Hotel,137974,159857,30,81.9,81.3,214.2,211.8,1487.4,9.3,6519,287619,3278.32,,,Whole Building,Whole Building,38.9078803,-77.0031693
PM4021278,0072_0006,4021278,Best Western Georgetown Hotel and Suites,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1121 NEW HAMPSHIRE AVE NW,GEORGETOWN SUITES LLC,2,1121 New Hampshire Avenue Northwest,Washington,DC,20037,1965,Hotel,Hotel,55161,55161,30,66.8,66.1,168,165.7,404.4,7.3,537683.9,75696.2,1143.1928,,,Whole Building,Whole Building,38.90431077,-77.04795405
PM1419790,0072_0007,1419790,Aston,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1129 NEW HAMPSHIRE AVE NW,GEORGE WASHINGTON UNIVERSITY,2,1129 New Hampshire Ave NW,Washington,DC,20052,1960,Residence Hall/Dormitory,Residence Hall/Dormitory,104970,70625,69,74.2,75.2,150.4,151.5,476.2,6.7,447.3,718582.1,27866.25547,,,Whole Building,Whole Building,38.90445719,-77.04788798
PM4000039,0072_0074,4000039,Renaissance Washington Dupont Circle Hotel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1143 NEW HAMPSHIRE AVE NW,WASHINGTON VALUE ADDED I LLC,2,1143 New hampshire Avenue,Washington,DC,20037,1990,Hotel,Hotel,226694,190200,27,123.1,123.6,277.6,274.8,2333.9,12.3,1923.6,3955288,99273.42752,,,Whole Building,Whole Building,38.90473955,-77.04756432
PM3351765,0072_0074,3351765,9673w-Renaissance - Dupont Circle,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1143 NEW HAMPSHIRE AVE NW,WASHINGTON VALUE ADDED I LLC,2,1143 New Hampshire Ave.,Washington,DC,20037,1990,Hotel,Hotel,226694,198000,26,118.1,118.5,266.2,262.9,2330,11.8,194,3946964,99253.53,,,Whole Building,Whole Building,38.90473955,-77.04756432
PM3551424,0072_0075,3551424,02273 - 2100 M Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2100 M ST NW,LIBERTY 2100 M STREET LP,2,2100 M Street NW,Washington,DC,20037,1969,Office,Office,376487,286773,72,65.6,65.6,202.8,202.8,2482.7,8.7,3786.9,5386194,4239.7433,,,Whole Building,Whole Building,38.90487202,-77.0470064
PM0013149,0072_0076,13149,2101 L St NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2101 L ST NW,CESC 2101 L STREET LLC,2,2101 L St NW,Washington,DC,20037,1975,Office,Office,370000,381518,84,67.5,68.3,212.1,214.4,3449.2,9,9784.7,7551528,,,,Whole Building,Whole Building,38.90437577,-77.0468819
PM3672429,0072_0858,3672429,The Savoy Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1101 NEW HAMPSHIRE AV NW,DAVID HORNSTEIN,2,1101 New Hampshire Ave NW,Washington,DC,20037,1964,Multifamily Housing,Multifamily Housing,161623,161623,60,78.9,80.2,132.1,131.6,984.7,6.1,6924,1116365,89392.39848,,,Whole Building,Whole Building,38.90403308,-77.04831761
PM3238385,0073_0079,3238385,2141 K Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2141 K ST NW,SNH MEDICAL OFFICE PROPERTIES TRUST,2,2141 K Street NW,Washington,DC,20037,1966,Medical Office,Medical Office,166176,82592,26,135.9,136.9,352.4,353.4,1265.3,15.3,5389.2,2428266,29414.68112,,,Whole Building,Whole Building,38.90292904,-77.04802991
PM3502512,0073_0080,3502512,Gelman Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2120 L ST NW,GELMAN BUILDING LTD PARTNERSHIP,2,2120 L St NW,Washington,DC,20037,1969,Office,Office,235326,235326,77,58.1,58.5,182.5,183.6,1831.2,7.8,2483.2,49193,,,,Whole Building,Whole Building,38.90342611,-77.04760691
PM3996159,0073_0082,3996159,2131 K Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2131 K ST NW,2131 K STREET NY LLC,2,2131 K Street NW,Washington,DC,20005,1981,Office,Office,89207,89207,67,64,64,200.9,200.9,764.2,8.6,528.7,1673147,,,,Whole Building,Whole Building,38.902928,-77.047664
PM1373989,0073_0084,1373989,2121 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2121 K ST NW,2121 K LLC,2,2121 K Street NW,Washington,DC,20037,1981,Office,Office,235248,193537,80,57.6,57.2,181,179.5,1493.2,7.7,3254.9,3269183,,,,Whole Building,,38.90287198,-77.0472405
PM4018717,0073_0085,4018717,Winston House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2140 L ST NW,WINSTON HOUSE ASSOCIATES LLC,2,2140 L Street NW,Washington,DC,20037,1991,Multifamily Housing,Other - Lodging/Residential,212570,200295,Not Available,31.4,31.8,64.3,64.7,576.1,2.9,6158.8,879536.1,32836.64332,,,Whole Building,Whole Building,38.90359469,-77.04790931
PM2394435,0073_0883,2394435,2175 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2175 K ST NW,DEKA IMMOBILIEN INVESTMENT GMBH,2,2175 K Street NW,Washington,DC,20036,1981,Office,Office,183962,145743,87,49.1,48.7,154.3,152.8,958.5,6.6,4615.6,298464,,,,Whole Building,Whole Building,38.90300486,-77.0484479
PM4941418,0073_1044,4941418,1099 22nd St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1099 22ND ST NW,WEST END PLACE CONDOMINIUM,2,1099 22nd ST NW,Washington,DC,20037,1982,Multifamily Housing,Multifamily Housing,96271,103906,63,39,38.7,122.6,121.5,543.1,5.2,274.9,1188955,,,,Whole Building,Whole Building,38.9033953,-77.0485658
PM1257646,0074_0832,1257646,Professional Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2100 K ST NW,THE PROFESSIONAL ASSOCIATES,2,2100 K Street NW,Washington,DC,20037,1962,Office,Office,98658,71154,56,83.4,83.8,236.3,236.7,738.5,10.4,84.2,1487788,2124.4855,641976,,Whole Building,Whole Building,38.9028193,-77.0494997
PM4539701,0075_0046,4539701,South Building,4539680,North Building,12/31/2015,In Compliance,2150 PENNSYLVANIA AV NW,GEORGE WASHINGTON UNIVERSITY,2,2150 Pennsylvania Avenue N.W.,Washington,DC,20037,1931,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,79531,236469,Not Available,124.6,123.8,277.2,272.1,2914.7,12.3,5.2,485515,12354.7821,552,,Whole Building,Whole Building,38.9011918,-77.048511
PM4539680,0075_0046,4539680,North Building,4539680,North Building,12/31/2015,In Compliance,2150 PENNSYLVANIA AV NW,GEORGE WASHINGTON UNIVERSITY,2,2150 Pennsylvania Avenue N.W.,Washington,DC,20037,1931,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,79531,79186,Not Available,52.7,52.9,165.4,166.1,558.3,7.1,662.4,1222285,,,,Whole Building,Whole Building,38.9011918,-77.048511
PM0020164,0075_0861,20164,2100 Pennsylvania Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2100 PENNSYLVANIA AV NW,GEORGE WASHINGTON UNIVERSITY,2,2100 Pennsylvania Avenue,Washington,DC,20037,1966,Office,Office,219499,322250,81,76.1,77.1,190.9,192,2692.6,8.4,5414.4,519563,7351.1743,353827.6,,Whole Building,,38.9011081,-77.0470223
PM0023441,0075_0864,23441,Rice Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2121 I ST NW,GEORGE WASHINGTON UNIVERSITY,2,2121 Eye St NW,Washington,DC,20052,1967,Office,Office,70308,71543,49,101.4,103.2,220,221.9,699.2,9.8,1354.6,1139125,33683.8166,,,Whole Building,Whole Building,38.9015926,-77.0291221
PM1496039,0076_0083,1496039,2021 K Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2021 K ST NW,2021 K L.L.C,2,2021 K St NW,Washington,DC,20006,1972,Office,Medical Office,258300,148579,80,63.9,63.6,200.4,199.6,1496.1,8.5,4818.8,327472,67.56966693,,,Whole Building,Whole Building,38.90290022,-77.04562821
PM1496224,0076_0083,1496224,2029 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2021 K ST NW,2021 K L.L.C,2,2029 K St,Washington,DC,20006,1972,Office,Office,258300,37916,66,64,63.7,163.7,160.5,252.6,7.1,67.5,479286.2,6338.845533,,,Whole Building,,38.90290022,-77.04562821
PM1071644,0076_0085,1071644,2000L,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2000 L ST NW,2000 L OWNER LLC,2,2000L St N.W,Washington,DC,20036,1968,Office,Office,375360,414931,93,55.8,56.5,142.1,141.7,2583.2,6.2,6456.8,4863144,59488.4313,61962,,Whole Building,Combination of common and tenant areas,38.9068582,-77.0454204
PM1380075,0076_0088,1380075,2033 K Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2033 - 2041 K ST NW,2033 K LP,2,2033 K Street N.W.,Washington,DC,20006,1975,Office,Office,128767,134457,79,68.4,68.3,214.9,214.5,1231.6,9.2,2922.1,2696516,,,,Whole Building,Whole Building,38.90317331,-77.04634227
PM3229557,0076_0091,3229557,2001 K St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2001 K ST NW,2001 K STREET LLC,2,2001 K St NW,Washington,DC,20006,1998,Office,Office,249744,277620,65,80.6,80.6,253,253,2994.5,10.8,3968.1,6556169,,,,Whole Building,,38.9030045,-77.0452476
PM2266081,0077_0059,2266081,Academic Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0801 22ND ST NW,GEORGE WASHINGTON UNIVERSITY,2,801 22nd St NW,Washington,DC,20052,1982,College/University,College/University,186765,249606,Not Available,205.2,204.2,392.5,389.4,4428.1,17.7,11642,6198145,3688.8851,,,Whole Building,Whole Building,38.89999732,-77.04811899
PM3619266,0077_0060,3619266,Marvin Center Group,3619266,Marvin Center Group,12/31/2015,In Compliance,0800 21ST ST NW,GEORGE WASHINGTON UNIVERSITY,2,800 21st St and 2100 I St NW,Washington,DC,20052,1940,College/University,College/University,396467,359258,Not Available,110.2,110.4,229.7,226.8,3700.4,10.3,1679.6,574836,19396.4358,663642,,Whole Building,Whole Building,38.9015926,-77.0291221
PM2265015,0077_0060,2265015,Marvin Center,3619266,Marvin Center Group,12/31/2015,In Compliance,0800 21ST ST NW,GEORGE WASHINGTON UNIVERSITY,2,800 21st St NW,Washington,DC,20052,1940,College/University,College/University,396467,325060,Not Available,117.2,117.4,242.7,239.7,3541.5,10.9,9387.3,546122,187958.9788,663642,,Another configuration,Whole Building,38.9015926,-77.0291221
PM1418352,0077_0060,1418352,Lafayette Hall,3619266,Marvin Center Group,12/31/2015,In Compliance,0800 21ST ST NW,GEORGE WASHINGTON UNIVERSITY,2,2100 Eye St NW,Washington,DC,20052,1940,Residence Hall/Dormitory,Residence Hall/Dormitory,396467,34198,87,43.8,43.8,106.1,106.1,158.9,4.6,1292.4,288238,5137.45738,,,Another configuration,Whole Building,38.9015926,-77.0291221
