Primary Key,DC Real Property ID,PM Property Id,Property Name,PM Parent Property Id,Parent Property Name,Year Ending,Report Status,Address of Record,Owner of Record,Ward,Reported Address,City,State,Postal Code,Year Built,Primary Property Type - Self Selected,Primary Property Type - Calculated,Tax Record Floor Area ,Reported Building Gross Floor Area ,ENERGY STAR Score, Site EUI (kBtu/ft²) , Weather Normalized Site EUI (kBtu/ft²) , Source EUI (kBtu/ft²) ,Weather Normalized Source EUI (kBtu/ft²) ,Total GHG Emissions (Metric Tons CO2e) ,Total GHG Emissions Intensity (kgCO2e/ft²) ,Water Use (All Water Sources) (kgal) ,Electricity Use (kWh) ,Natural Gas Use (therms) ,Fuel Oil & Diesel Fuel Use (kBtu),District Water-Based Energy Use (kBtu) ,Metered Areas (Energy),Metered Areas  (Water),Latitude,Longitude
PM2266039,0056_0030,2266039,Funger Duques and Tompkins Halls,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2201 G ST NW,GEORGE WASHINGTON UNIVERSITY,2,2201 G St and 725 23rd St NW,Washington,DC,20052,1970,College/University,College/University,"399,958","344,663",,105,103.7,263,260,"3,951",12,"5,487","7,376,069","109,572",,,Whole Building,Whole Building,38.898872,-77.049454
PM1032878,0057_0055,1032878,Townhouse Row,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,607 23RD ST,GEORGE WASHINGTON UNIVERSITY,2,607 23rd St NW,Washington,DC,20052,2003,Residence Hall/Dormitory,Residence Hall/Dormitory,"71,224","69,267",54,69,67.6,171,167,516,8,"2,257","958,060","14,834",,,Whole Building,Whole Building,38.89785017,-77.0498593
PM2293694,0057_0056,2293694,Smith Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0600 22ND ST NW,GEORGE WASHINGTON UNIVERSITY,2,600 22nd St NW,Washington,DC,20052,1975,College/University,College/University,"128,763","129,302",,93,92,239,238,"1,344",10,"6,589","2,565,335","32,372",,,Whole Building,,38.89784903,-77.04935553
DC00620020,0062_0020,N/A,American Pharmacist Association,,,12/31/2014,Exempt from this year's disclosure,2215 CONSTITUTION AV,AMERICAN PHARMACISTS ASSOCIATION,2,2215 Consitution Ave NW,Washington,DC,20037,,,Not Provided,"368,289",,,,,,,,,,,,,,,,,
PM4559564,0066_0078,4559564,Cosmos Club,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2121 MASSACHUSETTS AV NW,COSMOS CLUB,2,2121 Massachusetts Ave. NW,Washington,DC,20008,1900,Other,Other,"94,534","100,000",,121,116.2,266,261,"1,180",12,"4,414","1,958,480","53,734",,,Whole Building,Whole Building,38.91201457,-77.04768894
DC00670059,0067_0059,N/A,,,,,No Report Received,2100 MASSACHUSETTS AV,NOIRO SOUTH LLC,2,,Washington,DC,20008,,,Not Provided,"217,507",,,,,,,,,,,,,,,,,
PM4854460,0067_0059,4854460,The Fairfax at Embassy Row,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2100 MASSACHUSETTS AVE NW,NOIRO SOUTH LLC,2,2100 Mssachussetts ave nw,Washington,DC,20008,1928,Hotel,Hotel,217507,217504,16,126.5,126.4,260.9,260.3,2537.8,11.7,12482.2,3905659,141932.9983,,,Whole Building,Whole Building,38.91049727,-77.04702477
PM3524410,0067_0065,3524410,Hotel Palomar DC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2121 P ST,SILVER P LLC,2,2121 P Street NW,Washington,DC,20037,2005,Hotel,Hotel,"249,568","248,450",44,118,117.5,215,215,"2,430",10,"23,017","3,190,129","183,197",,,Whole Building,Whole Building,38.90982104,-77.0474154
PM4369761,0067_0830,4369761,State House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2122 MASSACHUSETTS AV NW,NANCY L ANDRACSEK TRUSTEE,2,2122 Massachusetts Ave. NW,Washington,DC,20008,1951,Multifamily Housing,Multifamily Housing,"244,904","244,904",66,77,75.8,121,120,"1,377",6,"12,989","1,382,057","140,362",,,Whole Building,Whole Building,38.91073933,-77.04834451
PM4013971,0067_1018,4013971,Dupont West Condominiums,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2141 P ST NW,DUPONT WEST CONDOMINIUM,2,2141 P Street NW,Washington,DC,20057,1980,Multifamily Housing,Multifamily Housing,"65,008","65,008",15,72,72,195,195,548,8,"2,479","1,087,342","9,686",,,Whole Building,Whole Building,38.9099684,-77.0479256
PM2381169,0068_0088,2381169,WestPark Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1421 21ST ST NW,2130 P STREET ASSOCIATES,2,2130 P Street NW,Washington,DC,20006,1975,Multifamily Housing,Multifamily Housing,"197,259","203,712",65,61,60.1,124,121,"1,132",6,"6,826","1,705,608","66,354",,,Whole Building,Whole Building,38.90949013,-77.04791535
PM3907904,0068_0095*,3907904,Residence Inn Dupont,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,*Not Matched to Covered Building List,*Not Matched to Covered Building List,2,2120 P Street NW,Washington,DC,20037,,Hotel,Hotel,,81833,58,79,79.2,195,195,699,9,"5,823","1,283,766","21,154",,,Whole Building,Whole Building,,
PM3995293,0068_0818,3995293,Brinton Woods Health and Rehabilitation,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2131 O ST NW,MAR-SALLE CENTER ASSOCIATES,2,2131 O Street NW,Washington,DC,20037,1942,Senior Care Community,Senior Care Community,"71,734","71,734",61,106,103.1,258,250,809,11,"4,349","1,477,506","25,269",,,Whole Building,Whole Building,38.90885735,-77.04801464
DC00700188,0070_0188,N/A,Ellington Building,,,12/31/2014,Exempt from this year's disclosure,2121 WARD PL NW,ELLINGTON BUILDING LLC,2,2121 Ward PL NW,Washington,DC,20037,,,Not Provided,"55,474",,,,,,,,,,,,,,,,,
PM3351519,0070_0190*,3351519,33770-Washington West End Marriott,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,*Not Matched to Covered Building List,*Not Matched to Covered Building List,2,1221 22nd St Nw,Washington,DC,20037,,Hotel,Hotel,,304053,32,91,90.9,253,253,"3,315",11,"19,417","6,703,413","47,676",,,Whole Building,Whole Building,,
DC00700193,0070_0193,N/A,,,,,Exempt from this year's disclosure,1255 22ND ST NW,1255 22ND STREET LIMITED PARTNERSHIP,2,,Washington,DC,20037,,,Not Provided,"176,792",,,,,,,,,,,,,,,,,
PM1600732,0070_0195,1600732,1200 New Hampshire,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1200 NEW HAMPSHIRE AV NW,N H STREET PARTNERS HOLDINGS LLC,2,1200 New Hampshire Avenue,Washington,DC,20036,1979,Office,Office,"284,658","304,871",49,79,78.9,248,248,"3,218",11,"9,987","7,045,650",,,,Whole Building,Whole Building,38.90605489,-77.04765127
PM3993734,0070_0196,3993734,The Bond,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1230 NEW HAMPSHIRE AV,1230 NEW HAMPSHIRE LLC,2,1230 New Hampshire Avenue NW,Washington,DC,20036,2012,Multifamily Housing,Multifamily Housing,"165,495","165,495",99,29,28.6,77,76,551,3,"111,386","1,080,571","10,751",,,Whole Building,Whole Building,38.90614063,-77.04710098
PM4374861,0070_1038,4374861,The Newport Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1260 21ST ST NW,THE NEWPORT CONDOMINIUM,2,1260 21st NW,Washington,DC,20036,1966,Multifamily Housing,Multifamily Housing,"81,630","81,630",23,107,105.9,200,196,742,9,"3,814","1,004,160","53,366",,,Whole Building,Whole Building,38.9067387,-77.0469768
PM4394168,0070_1040,4394168,The Saint George Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1280 21ST ST NW,THE SAINT GEORGE CONDOMINIUM,2,1280 21st St NW,Washington,DC,20036,1967,Other - Lodging/Residential,Other - Lodging/Residential,"68,116","68,116",,59,58.5,129,129,390,6,"2,976","644,034","18,046",,,Whole Building,Whole Building,38.9069943,-77.046662
PM3475570,0071_3159,3475570,22 West A Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1177 22ND ST NW,22 WEST CONDO,2,1177 22nd St NW,Washington,DC,20037,2008,Multifamily Housing,Multifamily Housing,"143,478","225,414",36,77,77,163,163,"1,636",7,"6,922","2,590,503","85,308",,,Whole Building,Whole Building,38.904727,-77.048407
PM4021278,0072_0006,4021278,Best Western Georgetown Hotel and Suites,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1121 NEW HAMPSHIRE AV NW,GEORGETOWN SUITES LLC,2,1121 New Hampshire Avenue Northwest,Washington,DC,20037,1965,Hotel,Hotel,"55,161","55,161",27,72,71.8,173,173,418,8,"3,867,607","752,128","13,965",,,Whole Building,Whole Building,38.90431077,-77.04795405
PM1419790,0072_0007,1419790,Aston,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1129 NEW HAMPSHIRE AV NW,GEORGE WASHINGTON UNIVERSITY,2,1129 New Hampshire Ave NW,Washington,DC,20052,1960,Residence Hall/Dormitory,Residence Hall/Dormitory,"104,970","70,625",61,76,75.3,164,164,515,7,"4,860","838,700","24,787",,,Whole Building,Whole Building,38.90445719,-77.04788798
PM3351765,0072_0074,3351765,9673w-Renaissance - Dupont Circle,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1143 NEW HAMPSHIRE AV NW,WASHINGTON VALUE ADDED I LLC,2,1143 New Hampshire Ave.,Washington,DC,20037,1990,Hotel,Hotel,"226,694","198,000",25,121,120.4,270,267,"2,365",12,"11,554","3,948,886","105,717",,,Whole Building,Whole Building,38.90473955,-77.04756432
PM0013149,0072_0076,13149,2101 L St NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2101 L ST NW,CESC 2101 L STREET LLC,2,2101 L St NW,Washington,DC,20037,1975,Office,Office,"370,000","381,518",82,70,69,219,217,"3,558",9,"11,504","7,790,265",,,,Whole Building,Whole Building,38.90437577,-77.0468819
PM3672429,0072_0858,3672429,The Savoy Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1101 NEW HAMPSHIRE AV NW,DAVID HORNSTEIN,2,1101 New Hampshire Ave NW,Washington,DC,20037,1964,Multifamily Housing,Multifamily Housing,"161,623","161,623",46,69,64.6,122,116,898,6,"5,403","1,126,376","72,221",,,Whole Building,Whole Building,38.90403308,-77.04831761
PM3238385,0073_0079,3238385,2141 K Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2141 K ST NW,SNH MEDICAL OFFICE PROPERTIES TRUST,2,2141 K Street NW,Washington,DC,20037,1966,Medical Office,Medical Office,"166,176","82,592",21,133,131,354,352,"1,268",15,"3,713","2,483,993","25,140",,,Whole Building,Whole Building,38.90292904,-77.04802991
PM3502512,0073_0080,3502512,Gelman Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2120 L ST NW,GELMAN BUILDING LTD,2,2120 L St NW,Washington,DC,20037,1969,Office,Office,"235,326","235,326",73,62,61.7,194,194,"1,944",8,"19,836","4,256,339",,,,Whole Building,Whole Building,38.90342611,-77.04760691
PM3996159,0073_0082,3996159,2131 K Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2131 K ST NW,2131 K STREET NY LLC,2,2131 K Street NW,Washington,DC,20005,1981,Office,Office,"89,207","89,207",64,66,64.7,207,203,787,9,"4,321","1,722,651",,,,Whole Building,Whole Building,38.902928,-77.047664
PM1373989,0073_0084,1373989,2121 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2121 - 2115 K ST NW,2121 K LLC,2,2121 K Street NW,Washington,DC,20037,1981,Office,Office,"235,248","193,537",79,58,57.5,182,180,"1,504",8,"7,477","3,292,403",,,,Whole Building,,38.90287198,-77.0472405
DC00730085,0073_0085,N/A,Winston House,,,12/31/2014,No Report Received,2140 L ST NW,WINSTON HOUSE ASSOCIATES LLC,2,2140 L Street NW,Washington,DC,20037,,,Not Provided,"212,570",,,,,,,,,,,,,,,,,
PM4018717,0073_0085,4018717,Winston House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2140 L ST NW,WINSTON HOUSE ASSOCIATES LLC,2,2140 L Street NW,Washington,DC,20037,1991,Multifamily Housing,Other - Lodging/Residential,212570,200295,,24.8,24.5,51.5,51.2,460.7,2.3,5389.9,716287,25141.50028,,,Whole Building,Whole Building,38.90359469,-77.04790931
PM2394435,0073_0883,2394435,2175 K Street (New),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2175 K ST,DEKA IMMOBILIEN INVESTMENT GMBH,2,2175 K Street NW,Washington,DC,20036,1981,Office,Office,"183,962","145,743",83,54,53.5,168,168,"1,044",7,"2,754","2,284,642",,,,Whole Building,Whole Building,38.90300486,-77.0484479
PM3998855,0073_1044,3998855,West End Place Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,1099 22ND ST NW,WEST END PLACE CONDOMINIUM,2,1099 22nd Street NW,Washington,DC,20037,1982,Multifamily Housing,Multifamily Housing,"96,271","50,000",99,33,32.7,103,103,219,4,"2,732","479,644",,,,Whole Building,Whole Building,,
PM1257646,0074_0832,1257646,Professional Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2100 K ST NW,THE PROFESSIONAL ASSOCIATES,2,2100 K Street NW,Washington,DC,20037,1962,Office,Office,"98,658","71,154",54,87,86.7,242,242,762,11,752,"1,507,560","2,324","819,680",,Whole Building,Whole Building,38.9028193,-77.0494997
DC00750046,0075_0046,N/A,South Building,,,12/31/2014,Exempt from this year's disclosure,2150 PENNSYLVANIA AV NW,GEORGE WASHINGTON UNIVERSITY,2,2150 Pennsylvania Avenue N.W.,Washington,DC,20037,,,Not Provided,"79,531",,,,,,,,,,,,,,,,,
PM0023441,0075_0864,23441,Rice Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2121 I ST NW,GEORGE WASHINGTON UNIVERSITY,2,2121 Eye St NW,Washington,DC,20052,1967,Office,Office,"70,308","71,543",53,88,87,210,210,660,9,"1,670","1,186,111","22,285",,,Whole Building,Whole Building,38.9015926,-77.0291221
PM0020164,00750861; 00750863,20164,2100 Pennsylvania Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2100 PENNSYLVANIA AV NW,GEORGE WASHINGTON UNIVERSITY,2,2100 Pennsylvania Avenue,Washington,DC,20037,1966,Office,Office,"219,499","320,897",77,81,78.8,205,203,"2,861",9,"6,347","5,399,042","74,393",,,Whole Building,,38.9011081,-77.0470223
PM1496224,0076_0083,1496224,2029 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2021 K ST NW,2021 K L.L.C,2,2029 K St,Washington,DC,20006,1967,Office,Office,"258,300","35,430",56,64,61.2,163,159,251,7,648,"476,027","6,401",,,Whole Building,,38.90290022,-77.04562821
PM1071644,0076_0085,1071644,2000L,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2000 L ST NW,2000 L OWNER LLC,2,2000L St N.W,Washington,DC,20036,,Office,Office,"375,360",413802.6,92,60,59.5,155,154,"2,825",7,"7,549","5,361,116","46,781","1,716,707",,Whole Building,Combination of common and tenant areas,38.9068582,-77.0454204
PM1380075,0076_0088,1380075,2033 K Street NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2033 - 2041 K ST NW,2033 K STEET LP,2,2033 K Street N.W.,Washington,DC,20006,1975,Office,Office,"128,767","134,457",78,70,69.5,218,218,"1,252",9,"3,376","2,740,175",,,,Whole Building,Whole Building,38.90317331,-77.04634227
PM3229557,0076_0091,3229557,2001 K St,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2001 K ST NW,2001 K STREET LLC,2,2001 K St NW,Washington,DC,20006,1998,Office,Office,"249,744","277,620",70,81,81.1,255,255,"3,016",11,"2,480","6,602,729",,,,Whole Building,,38.9030045,-77.0452476
PM2266081,0077_0059,2266081,Academic Center,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,0801 22ND ST NW,GEORGE WASHINGTON UNIVERSITY,2,801 22nd St NW,Washington,DC,20052,1982,College/University,College/University,"186,765","249,606",,123,122.3,310,309,"3,375",14,"11,450","6,352,059","89,123",,,Whole Building,Whole Building,38.89999732,-77.04811899
PM1418352,0077_0060,1418352,Lafayette Hall,3619266,Marvin Center Group,12/31/2014,In Compliance,0800 21ST ST NW,GEORGE WASHINGTON UNIVERSITY,2,2100 Eye St NW,Washington,DC,20052,1940,Residence Hall/Dormitory,Residence Hall/Dormitory,"396,467","34,198",90,41,41.1,96,96,145,4,"1,212","253,953","5,374",,,Another configuration,Whole Building,38.9015926,-77.0291221
PM2265015,0077_0060,2265015,Marvin Center,3619266,Marvin Center Group,12/31/2014,In Compliance,0800 21ST ST NW,GEORGE WASHINGTON UNIVERSITY,2,800 21st St NW,Washington,DC,20052,1970,College/University,College/University,"396,467","325,060",,131,130.2,277,275,"4,076",13,"9,961","6,384,286","179,103","2,806,929",,Another configuration,Whole Building,38.9015926,-77.0291221
PM3619266,0077_0060,3619266,Marvin Center Group,3619266,Marvin Center Group,12/31/2014,In Compliance,0800 21ST ST NW,GEORGE WASHINGTON UNIVERSITY,2,800 21st St and 2100 I St NW,Washington,DC,20052,1940,College/University,College/University,"396,467","359,258",,122,121.7,260,258,"4,220",12,"11,172","6,638,239","184,477","2,806,929",,Whole Building,Whole Building,38.9015926,-77.0291221
DC00770845,0077_0845,N/A,,,,,Exempt from this year's disclosure,2124 I ST NW,GEORGE WASHINGTON UNIVERSITY,2,,Washington,DC,,,,Not Provided,"78,728",,,,,,,,,,,,,,,,,
PM3312996,0078_0039,3312996,2000 K,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2000 K ST NW,2000 K LLC,2,2000 K St NW,Washington,DC,20006,1986,Office,Office,"313,330","151,028",72,64,63.7,200,200,"1,288",9,"2,045","2,819,254",,,,Whole Building,,38.9021292,-77.0452259
DC00780040,0078_0040,N/A,,,,,Exempt from this year's disclosure,2001 PENNSYLVANIA AV,BENENSON MUKWONAGE PENN LLC,2,,Washington,DC,,,,Not Provided,"225,792",,,,,,,,,,,,,,,,,
PM1800460,0078_0847,1800460,2020 K Street,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2020 K ST NW,2020 K CORPORATION,2,2020 K Street N.W.,Washington,DC,20006,1976,Office,Office,"504,408","418,749",73,71,70.5,222,222,"3,954",9,"9,713","8,656,263",,,,Whole Building,Whole Building,38.90214936,-77.04602883
PM1423599,0078_0848,1423599,2099 Penn Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2099 PENNSYLVANIA AV NW,2099 OWNER LP,2,2099 Pennsylvania Ave. NW,Washington,DC,20006,2000,Office,Office,"231,809","248,274",,39,39,123,123,"1,298",5,"1,433","2,840,829",,,,Whole Building,Whole Building,38.90164902,-77.04629552
DC00780850,0078_0850,N/A,,,,,Exempt from this year's disclosure,2019 I ST NW,LOMBARDY TOWERS APT HOTEL,2,,Washington,DC,20006,,,Not Provided,"85,163",,,,,,,,,,,,,,,,,
PM3510039,0079_0064,3510039,Gelman Library,3619481,Gelman Library Group,12/31/2014,In Compliance,2130 H ST,GEORGE WASHINGTON UNIVERSITY,2,2130 H St NW,Washington,DC,20052,1973,Library,Library,"209,385","245,953",,58,57.9,182,182,"1,905",8,"6,148","4,170,521",,,,Another configuration,Whole Building,38.89920032,-77.04841947
PM3619481,00790064; 00790853,3619481,Gelman Library Group,3619481,Gelman Library Group,12/31/2014,In Compliance,2130 H ST,GEORGE WASHINGTON UNIVERSITY,2,2130 H St NW,Washington,DC,20052,1965,Library,Library,"209,385","464,993",,94,93.9,220,220,"4,500",10,"15,058","7,895,269","168,266",,,Whole Building,Whole Building,38.89920032,-77.04841947
PM2265130,00790065; 00790853,2265130,Lisner Auditorium Monroe Hall and 714 21st St,3619481,Gelman Library Group,12/31/2014,In Compliance,0714 21ST ST NW,GEORGE WASHINGTON UNIVERSITY,2,714-720 20th St and 2115 G St NW,Washington,DC,20052,1973,College/University,College/University,"71,718","150,372",,74,73.5,215,212,"1,389",9,"8,231","2,884,515","13,496",,,Another configuration,Whole Building,38.89888556,-77.04688511
PM2266003,0080_0056,2266003,South Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2014,In Compliance,2135 F ST,GEORGE WASHINGTON UNIVERSITY,2,2135 F St NW,Washington,DC,20052,2009,Residence Hall/Dormitory,Residence Hall/Dormitory,"184,320","214,829",43,89,88.6,194,193,"1,853",9,"10,553","3,035,429","87,804",,,Whole Building,,38.89753831,-77.0481268
