Condition,Rating,Review,Polarity,Name,label
Hot Flashes,10.0,"""I was given Gabapentin to try for hot flashes. It works at night more than I ever hoped for. Day time it helps quite a bit. Along with the hot flashes it stopped my anxiety and panic attacks. I can now sleep.""",0.333333333333,Gabapentin,0
Restless Legs Syndrome,10.0,"""A must try for RLS Had RLS for 7 years and was always told it was in my head. After that long leaving my RLS it was getting worse and i was showing signs of depression so i booked myself in the docs (thought i would be put on anti-depressents) i was offered to try gabapentin first to get rid of the cause of depression symptoms.
     They made me feel drowsy, tierd and clumsy for about 2 weeks and started getting use to them. But i slowly noticed my legs wasnt driving me insaine! They was relaxing for once when my mind was relaxed my legs was too! I have been on them a few months now and it feels great to be able to sleep and not kick around all the time. I feel happier in myself and great to have my legs and brain comunicating properly""",0.093125,Gabapentin,0
Bipolar Disorder,10.0,"""I have been taking Neurontin 800 mg 4 times a day for several years. I can say it helped me in more ways than one. Been underweight for most of my life, and over the years Neurontin has helped me get an appetite back. Now I am the right weight for my height. Also, after 4 years addicted to Suboxone and Klonopin, I never would have been able to get clean without Neurontin. Overall I feel that Neurontin has saved my life. I haven't attempted suicide since I started on it. But for SEVERE bi-polar like I have, counseling really does help.""",0.195238095238,Gabapentin,0
Restless Legs Syndrome,10.0,"""Was placed on Requip.  It was somewhat effective with breakthroughs.  A neurologist ordered Gabapentin, 1a day for a week, then two a day.  Complete relief, thank God.""",0.35,Gabapentin,0
Peripheral Neuropathy,10.0,"""I have suffered with lumber degenerative disc disease at L5, L4, L3, spinal instability and prolapsed discs at L5 and L4 since being first diagnosed officially in approx 2006 resulting in chronic low back pain and sciatica. I had a discetomy and laminectomy at L5 / L4 but the surgery failed 7 weeks out of surgery. I had nerve impingment at multiple levels including left, right and central prolapses (again) with slight neural compression along with narrowing of the neural foramina and lateral recess on both sides. In plain English = I could not not walk. After trying everything else, they put me on Gabapentin. I am now on 3600mg / day and I went from being unable to walk or stand to walking and being almost pain free after 1 week, Miracle!""",-0.0265567765568,Gabapentin,0
Epilepsy,10.0,"""It is a great medication I've had no seizures and my back pain is little to none""",0.159375,Gabapentin,0
Restless Legs Syndrome,10.0,"""I have suffered with RLS for pretty much my entire life, I'm 55 now. Discovered gabapentin reading blog posts. I have tried all the other meds. My RLS was getting so bad I was having a lot of episodes during the day and not just at night, but worse at night. I could not sit still to even look at a newspaper or magazine. There were time I actually thought I was going to go completely insane. Most night I didn't sleep more than an hour or two. Even then I was not getting a good deep sleep. When I asked my GP about gabapentin, he had no problem prescribing it for me. He even followed recommendation for the dosage. I take 100mg in the morning and at lunch. Before bedtime I take 200 mg.. All I can say is that this has been a godsend for me.""",-0.025,Gabapentin,0
Bipolar Disorder,10.0,"""I have been on gabapentin 600mg three times a day for a while for my fibromyalgia and it works get for that. My psychiatrist just increased it to 800mg three times a day for my bipolar depression and anxiety and it is really helping with that too. I noticed the first day on 800mg that I felt calmer and happier. I am happy""",0.416666666667,Gabapentin,0
Pain,10.0,"""I was prescibed with this prior to needle surgery for my lower back. Now I have been referred by that doctor to a pain center and have been scheduled for that type of ambulatory surgery on my neck. I was in an car accident that I had a crushing injury to my neck. Later I was rammed into by another car and had whiplash. My lower back had Lamitory surgery that left my left leg with a fairly numb left leg that occasionally had shooting pains. The shooting pains have been helped and the feeling of pains and needles feeling has been greatly reduced too in that leg and foot. I am taking 300mg tablets. It does have a side effects of drowsiness, a clumsy effect, but the sleep I get is wonderful. Standard pain reducers where highly ineffective""",0.085,Gabapentin,0
Anxiety,10.0,"""I have GAD stemming from PTSD due to trauma in my past. I've been taking all sorts of medication for it for years, including Klonopin which I did not realize was habit forming until after I started taking it. Then, last year, I switched doctors, and she refuses to prescribe benzos, especially since I had a problem with alcohol abuse. Last month, she prescribed me Neurontin and I thought it wouldn't work, so I put off getting the script filled. But then it got to the point where I couldn't live with the anxiety so I went and got the script filled just to give it a shot and I'm so amazed at the difference it makes. I do not feel anxiety at all anymore and even though it makes me kind of foggy, I can still function. I love this med.""",0.166136363636,Gabapentin,0
Fibromyalgia,10.0,"""This medicine is a wonder drug. I suffer with fibro.
 Anyone who says it doesnt needs to be on 900 a day to start with. Finally pain free no anxiety, i still have to be aware not to roll down hills with my great nephew, it hurts.""",0.258888888889,Gabapentin,0
Migraine,10.0,"""I was starting to go into Migraine Transformation (getting migraine pain almost every day). Starting this medicine shot this down really quick. Now I'm getting about one a week. I'll be increasing the dosage soon (right now I take 300 mg a day). If you get chronic migraines, this may be your answer. I think it's mine.""",0.0926984126984,Gabapentin,0
Anxiety,10.0,"""Best anti-anxiety medicine yet.""",1.0,Gabapentin,0
Anxiety,10.0,"""I've been dealing with anxiety my entire adult life (I'm 29). Finally, after a long period of unemployment, I was able to get insurance, and began seeing a psychiatrist. Despite complaining about panic attacks, he prescribed Wellbutrin (buproprion) for my depression (which I'm realizing is more likely ADHD-PI, so the doc was at least half right in prescribing the bupropion.). This greatly exacerbated my anxiety, to the point I was having more panic attacks in a week than I was previously having in a month.

With gabapentin 3x100mg daily, as needed, that's no longer the case. My quality of life is much improved.""",0.146825396825,Gabapentin,0
Hot Flashes,10.0,"""I've been taking Gabapentin for hot flushes brought on by an anti-hormone aromatase inhibitor pill called Femara. The therapeutic does is 300 mg three times a day. It's working like a charm.""",0.25,Gabapentin,0
Anxiety,10.0,"""I have been on this medicine for a month. I can't believe how much better I feel. My body is not sore anymore. My shouldes were almost frozen. Now I have total usage of them. It's a miracle drug for me""",0.25,Gabapentin,0
Anxiety,10.0,"""In one day I felt so much better! No jitters, nervousness and no pain. I used to shake when anxiety was high, so much I hurt everywhere! I now have fibromyalgia with anxiety, but I feel normal! Eating well, maybe to much snacky stuff due to the neuro meds, working out, cleaning the house. I'm back! It's a stoned feeling at first then you get used to it.""",0.1934375,Gabapentin,0
Pain,10.0,"""I'm a recovering alcoholic/addict with chronic pancreatitis, so having the option to take a non-narcotic to manage chronic pain is critical for me. I have been relatively successful at managing the pancreatitis after it's acute and vicious onset which had me hospitalized and on a diladid drip for seven weeks. Now that after a year the pancreatitis has turned chronic, though I maintain a good diet and exercise often, and so pain management is crucial. However it's pretty dangerous for me to be on narcotics, and it is most certainly not how I want to spend my life. The Gabapentin has truly made the biggest difference for me in both dealing with chronic pain and the anxiety I have about controlled substances. I am relieved and grateful.""",0.109285714286,Gabapentin,0
