Condition,Rating,Review
Restless Legs Syndrome,,"""I started experiencing RLS several years ago and didn't think anything of it until my wife started commenting that it kept her awake (along with my snoring).  Then I discovered that taking 2 alieve (naproxen) when the rls started would stop it.  Eventually I would have to tak another pill around 3 am and then a 4th around 5 am.  When I moved to another city my new doctor prescribed clonazepam 1mg.  However it only worked after I start experiencing the rls (about 1 hour after I went to sleep).  Eventually his did not work and I reverted to the naproxen.  However, after a long day I will take the naproxen  the clonazepan after I wake up again.  That seems to be working... for now."""
Panic Disorder,2.0,"""This generic doesn't work"""
Bipolar Disorder,1.0,"""Horrible side effects."""
Anxiety,7.0,"""My experience using Clonzepam 1-2 mg for anxiety were OK. NO bad side effects but it seemed more suited as a sleeping aid than a anxiety med to help me through the day and remain functioning. Had better anti-anxiety effects from Xanax or Valium. But that's just me."""
Panic Disorder,10,"""Taking for almost 2 years and half...1 mg everyday for anxiety, panic dis order and insomnia: RIVOTRIL!! its wonder medicine!"""
Anxiety,5.0,"""hi all readers
been on clonazepam low dose for 2 months , consultant upped med to 2mg at night to help with sleep  &restless syndrome  ,started to loose short term memory palpitations at night and falling out of bed for some reason.
have reduced med to 1.5 mg  but will take it 3 times a day  less peaks , seeing consultant sept 2016 and may ask for a change ,also taking Pregbalin   200 mg am & PM 1 year.  I
hope consultant can resolve Clonazipam as anxiety is reduced and do  not worry so much .

hope this helps , I think memory problems are common with clonazipam , not sure if this improves  over time or gets worse,"""
Insomnia,,"""I have taken rivotril for 6 months it helps me alot.after 1 and half year I stop using it as I felt I'm already better and I was so happy with the results...after suffering bad turbulence on plane I slowly going back to old situation again...so I decide to go back to my doctor and tell her the whole story and she said my panic and anxiety is back...then I start using again I'm happy with the results because I know it helped me so much.i sleep good every night I run 14 kilometers everyday..I'm glad to my Doctor for prescribing me with  this medication"""
Anxiety,10,"""I am on a maintenance dose of 1 mg 3 times a day along with a different Xanax .5 if I am having a panic attack. I'm agoraphobic and suffer from anxiety because of multiple reasons. I find klonopin is a amazing medication that helps tremendously. I wouldn't have the life I have today."""
Migraine Prevention,8.0,"""I had clonazepam for four years and was told by dr to take as and when I needed it and unknowingly I took as many as four 2mg a day , plus propanonol and naratriptan along side thyroxine125 mg for I had a thyroidectomy , when I realised what they were all doing I eventually weaned myself off two years ago but my head aches are back with a vengeance ,33 days now non stop and now I know the pitfalls do you think I would be silly to start again say o 0.5 as its the only thing that actually has worked , a massive dilemma but I need help"""
Bipolar Disorder,10,"""I am diagnosed with Bipolar I, and I get psychotic and paranoid when manic. I also have severe, debilitating anxiety since I was a young child. Finally, my psychiatrist found the right drug combo, which is seroquel, remeron, klonipin, and temazepam for sleep. I have been in remission for 5 years, hold down two very demanding and stressful jobs. I do not feel over drugged and I am so happy with Klonipin for my anxiety. I take 3 mg daily, 2.5 at night and .5 in the am. No side effects, my mind is sharp as a tack and no mood swings or psychosis for 5 years!! I think everyone's bodies are different and what works for some may not for others. I have not raised my dose in over 5 years and I have no high feeling or any cognitive side effects."""
Panic Disorder,10,"""I had my ovaries removed (out-patient) 5 years ago at age 41. Next day (never fell asleep) I had paralyzing fear, but had no idea why. My husband took me to the ER where my heart rate was 173! I was in the hospital for a week; 3 days no sleep. I was given Klonopin; it was AMAZING! I had been admitted for my first ever panic attack! After leaving the hospital I continued having insomnia and panic attacks. My GP now prescribes 0.5 mg as needed. I have a bottle in my purse and by my bed. I only take HALF a pill, ONLY WHEN NEEDED; and RARELY do I take the other half 30 min later. Just knowing I have a med that works on hand reduced # of attacks. When used RESPONSIBLY, Klonopin is a LIFESAVER! Never take more of any med than you actually need!"""
Anxiety,5.0,"""There are various manufacturer of clonazepam. I always made sure to stay with the same manufacturer. However, a week into taking the pills from my new prescription I started to feel very ill. I still had several pills from my previous refill because I only required  1/2 of the 0.5 mg. It was prescribed for me for chronic neck pain. The manufacturer changed the ingredients and now I have been suffering for months to find a replacement to no avail. It's been working well for years but right now the horrible effects I'm getting I don't think I'd recommended to any one. Please try every option before having to suffer the consequences in the long run."""
