"","listing_id","Renovate1","EatIn1","FeeNo","Prewar1","Dining1","Dishwasher1","Marble1","HighCeiling1","Hardwood1","Deck1","Elevator1","LaundryNone","Cat1"
"981","7158870","1","1","0","0","0","1","0","1","1","0","0","1","0"
"984","7185260","1","0","1","0","0","1","0","1","1","1","1","0","1"
"985","7133320","0","1","1","0","0","0","0","0","0","0","0","1","1"
"987","7134086","1","1","0","1","0","0","0","0","0","0","1","1","1"
"988","7115154","0","0","0","0","0","1","0","0","0","0","1","0","1"
"993","7223279","1","1","1","0","1","1","1","0","1","0","1","0","1"
"997","7135324","1","0","0","0","0","0","0","0","0","0","0","1","0"
"998","7140186","0","1","0","0","0","0","0","0","0","1","1","0","1"
"1002","7208829","0","0","0","0","0","0","0","0","0","0","0","1","0"
"1004","7195591","0","0","0","1","0","0","0","0","1","0","0","1","1"
"1007","7132576","1","1","0","0","0","1","0","0","1","0","0","1","0"
"1010","7128756","0","1","0","0","0","0","0","0","1","0","1","0","1"
"1015","7124104","1","1","1","1","0","1","0","0","0","1","1","0","1"
"1016","7096061","0","1","0","0","0","0","0","0","0","0","1","0","1"
"1017","7152668","0","0","0","0","0","0","0","0","0","0","0","1","0"
"1019","7146106","0","1","0","0","0","0","1","1","1","0","1","0","0"
"1020","7162304","1","1","1","0","1","1","1","0","1","0","1","0","1"
"1021","7138891","0","0","0","1","0","0","0","0","0","0","0","1","0"
"1022","7145131","0","0","0","0","0","1","0","0","0","0","1","0","1"
"1023","7109739","0","1","1","0","0","1","0","0","0","1","0","1","1"
"1024","7121138","0","0","0","1","0","1","0","0","1","0","1","1","1"
"1025","7119893","0","0","0","0","0","0","0","0","1","0","0","1","0"
"1026","7180107","0","1","1","0","1","1","0","0","1","0","1","0","1"
"1027","7197581","0","1","0","0","1","0","0","0","0","0","1","1","1"
"1030","7146503","0","0","1","0","0","0","0","0","0","0","0","1","0"
"1031","7165066","1","1","0","0","0","0","0","1","1","1","1","1","0"
"1036","7126403","0","0","1","0","0","1","1","1","1","0","1","0","0"
"1037","7152179","0","1","0","0","0","1","1","0","1","1","1","0","1"
"1038","7113375","0","0","0","0","0","0","0","0","0","0","0","1","0"
"1039","7228553","0","0","0","1","0","0","0","0","0","0","0","1","0"
"1041","7200224","0","0","1","0","0","1","0","0","1","1","1","0","0"
"1044","7111118","0","1","1","1","0","1","0","0","1","0","0","0","1"
"1045","7159977","1","1","1","1","0","1","1","0","1","0","1","0","1"
"1047","7156707","0","1","0","1","1","1","0","0","1","0","1","0","1"
"1048","7101317","0","0","0","0","0","0","0","0","0","0","1","1","0"
"1053","7225762","0","1","0","0","0","1","0","0","1","0","1","0","0"
"1056","7208269","1","0","0","1","0","0","0","0","1","0","0","1","1"
"1058","7093542","1","1","0","0","0","1","1","0","1","1","1","0","1"
"1060","7165907","1","0","0","1","0","0","0","0","0","0","0","1","1"
"1063","7170729","1","1","0","0","0","1","1","0","1","0","1","0","0"
"1064","7132997","1","1","0","0","0","1","0","0","0","0","1","0","1"
"1065","7118099","0","0","0","1","0","0","0","0","0","0","1","1","1"
"1066","7091365","0","0","0","1","1","1","0","0","1","0","1","0","0"
"1067","7140656","0","0","0","0","0","1","0","0","1","0","1","0","0"
"1071","7158052","1","1","1","1","0","0","0","0","1","0","0","1","1"
"1075","7099910","0","1","0","0","0","0","0","0","0","0","0","1","0"
"1076","7150580","0","0","0","0","0","0","0","0","1","0","0","1","1"
"1078","7098239","0","0","0","0","0","0","0","0","1","0","0","1","0"
"1083","7197078","1","0","0","0","0","1","0","1","1","1","1","1","0"
"1084","7162719","0","1","1","0","1","1","0","0","1","0","0","1","1"
"1087","7211853","1","1","1","0","0","1","1","0","1","0","0","0","1"
"1088","7097605","0","0","0","0","0","0","0","0","0","0","0","1","0"
"1089","7101194","0","1","0","1","0","0","0","0","1","0","0","1","0"
"1090","7133240","1","1","1","1","0","0","0","0","0","0","0","1","1"
"1091","7108891","0","0","0","0","0","0","0","0","0","0","0","1","1"
"1092","7117383","0","0","0","0","0","1","0","0","1","1","1","0","1"
"1093","7093570","0","1","1","0","0","1","1","0","1","1","1","0","0"
"1094","7227943","1","0","0","1","0","0","1","0","0","0","0","0","1"
"1096","7188441","1","1","0","0","0","0","0","0","1","0","1","0","0"
"1097","7123083","1","0","0","0","0","0","0","0","0","0","0","1","0"
"1099","7200547","0","1","0","0","0","1","0","0","1","0","0","1","0"
"1105","7112964","1","1","1","0","0","1","0","0","1","0","0","0","1"
"1107","7196283","0","0","0","0","0","0","0","0","0","0","1","0","0"
"1111","7122998","1","1","0","0","1","0","1","1","0","1","1","1","1"
"1114","7143211","0","0","0","0","1","1","0","0","1","0","1","0","0"
"1115","7096958","0","1","0","0","0","0","0","1","1","0","0","1","1"
"1117","7212066","0","1","0","0","1","0","0","1","1","0","0","1","1"
"1118","7224977","0","0","0","0","0","0","0","0","0","0","0","1","1"
"1119","7164077","0","1","0","0","0","1","0","0","1","0","1","0","1"
"1120","7189663","1","1","0","1","0","0","1","0","0","0","1","0","1"
"1133","7191992","1","1","0","0","0","0","0","0","1","0","0","1","1"
"1135","7096628","0","0","0","0","0","0","0","0","0","0","1","0","0"
"1137","7128513","0","1","0","1","0","1","0","0","1","0","0","1","1"
"1142","7145258","0","0","0","0","0","1","0","0","0","0","1","0","1"
"1144","7121447","0","0","0","1","0","0","0","0","1","0","0","1","0"
"1148","7175233","1","0","0","0","0","0","0","0","0","0","1","0","1"
"1152","7214718","1","0","1","1","1","1","0","0","1","1","1","0","0"
"1159","7097227","0","0","0","0","0","0","0","0","0","0","0","1","0"
"1162","7129717","0","0","0","0","0","0","0","0","0","0","1","0","1"
"1165","7213268","1","1","0","0","0","0","0","0","1","0","0","1","1"
"1167","7215152","0","0","0","1","0","0","0","0","1","0","1","1","1"
"1169","7116433","0","0","0","1","1","1","0","0","1","1","1","0","0"
"1170","7134839","0","0","1","0","1","1","0","0","1","1","1","0","1"
"1171","7132340","0","1","0","1","0","0","0","0","1","0","1","0","0"
"1176","7178261","0","1","1","1","1","1","0","0","1","0","1","0","0"
"1177","7110722","0","0","0","1","0","1","0","0","1","1","1","0","1"
"1179","7117144","1","1","1","1","0","0","1","1","0","0","0","1","1"
"1180","7105336","0","1","1","1","0","1","0","0","0","0","0","1","0"
"1181","7099855","1","1","1","1","0","1","1","0","1","1","1","0","0"
"1182","7230152","0","0","0","1","0","0","0","1","1","0","1","1","1"
"1183","7231519","0","0","0","0","0","0","0","0","0","0","1","1","0"
"1184","7145921","0","1","0","0","0","0","0","0","0","0","0","1","1"
"1185","7110847","0","1","1","0","0","1","0","0","1","1","1","0","1"
"1187","7112314","0","1","0","0","0","1","1","0","0","0","0","0","1"
"1189","7104891","0","0","0","1","0","1","0","0","1","0","1","0","0"
"1190","7172700","1","1","1","1","0","1","1","0","1","0","0","1","1"
"1196","7200298","1","1","1","0","0","1","0","0","1","1","1","0","1"
"1198","7171498","1","1","1","1","0","0","0","0","1","0","0","1","0"
"1200","7154611","0","1","0","0","0","1","0","0","1","0","0","0","1"
"1201","7527148","0","1","0","0","0","0","0","0","1","0","0","1","0"
"1202","7157154","1","1","1","0","1","0","1","1","1","0","1","0","1"
"1204","7137663","1","1","0","0","0","1","0","0","1","0","1","0","0"
"1206","7195515","1","1","0","1","0","1","1","0","1","0","1","0","0"
"1211","7217169","0","0","0","0","0","0","0","0","0","0","0","1","1"
"1212","7209350","0","1","0","1","0","1","0","1","0","1","0","0","0"
"1216","7163306","0","1","0","1","0","0","0","1","1","0","0","1","1"
"1220","7197474","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1221","7231004","1","1","0","0","0","0","1","0","0","0","1","1","1"
"1225","7159380","0","1","1","1","0","1","0","0","1","1","1","0","1"
"1226","7123572","1","1","0","0","0","0","0","0","0","1","1","0","0"
"1228","7191368","1","1","0","0","0","0","0","0","0","1","1","1","1"
"1230","7152555","0","0","0","0","0","0","0","0","0","0","0","1","0"
"1231","7216308","1","0","1","0","0","1","0","0","1","1","0","0","0"
"1232","7089607","0","0","1","0","0","1","0","0","1","1","1","0","1"
"1234","7146576","0","0","0","0","0","0","0","0","0","0","0","1","1"
"1236","7226283","0","1","0","0","0","0","0","1","0","0","0","1","0"
"1241","7154617","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1242","7155290","0","0","0","0","0","0","0","0","0","1","0","1","0"
"1245","7088441","0","0","1","0","1","0","0","0","1","0","1","0","0"
"1250","7193312","0","0","0","0","0","0","0","0","1","1","0","0","0"
"1255","7221535","0","1","1","1","0","1","0","0","1","0","1","0","0"
"1263","7142402","0","0","0","0","0","0","0","0","0","0","0","1","1"
"1267","7135382","1","1","1","0","0","1","0","0","1","0","1","0","1"
"1276","7152982","1","1","0","0","1","1","0","0","0","0","1","1","0"
"1279","7158841","1","1","1","1","0","1","1","0","1","0","0","1","0"
"1280","7106533","0","1","1","0","0","0","0","1","1","0","0","1","1"
"1283","7112395","0","1","1","0","0","0","0","0","1","0","1","1","0"
"1286","7154174","1","1","1","0","0","1","1","0","1","0","1","0","0"
"1290","7091023","0","0","0","0","0","0","0","0","0","0","0","1","0"
"1293","7135662","1","1","1","0","1","0","0","0","1","1","1","1","1"
"1294","7116134","0","0","1","0","0","0","0","0","0","0","1","1","1"
"1298","7234345","0","0","0","0","0","0","0","0","0","1","1","0","1"
"1300","7193206","0","1","0","0","0","1","0","0","1","0","1","1","0"
"1304","7216912","0","0","0","0","0","1","1","0","1","0","0","1","0"
"1305","7095936","0","0","0","0","0","0","0","0","0","0","1","1","0"
"1307","7093169","0","0","1","0","1","1","0","0","1","1","1","0","1"
"1308","7144609","0","0","0","1","0","0","0","0","1","0","0","1","1"
"1316","7167712","0","1","0","0","0","0","0","0","1","0","0","1","0"
"1318","7231483","1","0","1","0","0","1","1","0","1","1","0","0","1"
"1321","7206594","0","0","0","0","0","0","0","0","1","0","1","1","1"
"1323","7202822","0","0","0","1","0","0","0","0","0","0","0","1","0"
"1325","7225587","0","1","0","0","0","0","0","0","0","0","0","1","0"
"1327","7123487","0","0","1","0","0","1","0","0","0","0","0","1","1"
"1328","7211664","0","1","0","1","0","1","0","1","1","0","0","1","0"
"1330","7222295","1","0","1","0","0","0","0","0","0","0","0","0","1"
"1332","7158858","1","0","1","0","1","1","0","0","1","0","1","0","0"
"1336","7167084","0","0","0","0","0","0","0","0","0","0","1","0","1"
"1338","7147023","0","0","0","0","0","0","0","0","0","0","0","1","1"
"1339","7151465","0","0","0","0","0","0","0","0","1","0","0","1","0"
"1340","7222897","0","0","0","1","0","0","0","0","0","1","1","0","1"
"1341","7141466","0","0","1","0","0","1","0","0","1","0","1","0","0"
"1343","7151245","0","0","0","0","0","0","0","0","0","0","0","1","0"
"1346","7092884","0","0","1","0","0","0","0","0","1","0","0","0","0"
"1347","7180533","1","0","1","0","1","1","0","0","1","1","1","0","1"
"1348","7098208","0","0","0","1","1","1","0","0","1","0","1","0","0"
"1353","7205075","0","0","1","0","0","0","0","0","1","0","1","0","0"
"1354","7219170","0","1","1","0","0","1","0","0","1","0","0","0","0"
"1356","7114428","1","0","0","0","0","0","0","0","1","0","1","0","0"
"1357","7167998","0","0","0","0","0","1","0","1","1","0","1","0","1"
"1358","7201569","1","0","0","1","0","1","1","1","1","0","1","0","0"
"1360","7195872","0","0","0","0","0","0","0","0","0","0","0","1","0"
"1366","7116018","0","0","0","0","0","0","0","0","0","0","1","1","1"
"1374","7134452","1","0","0","0","0","1","0","0","0","0","0","1","1"
"1378","7126258","0","0","1","0","0","1","0","1","1","1","0","0","1"
"1379","7159955","0","0","0","0","0","1","0","0","1","1","1","1","0"
"1383","7202040","0","1","0","0","0","0","0","1","1","0","0","1","0"
"1385","7138245","0","1","0","0","0","0","0","0","0","0","0","1","1"
"1388","7131617","0","1","1","1","1","1","0","0","1","0","1","0","1"
"1390","7092359","0","1","1","0","0","0","0","0","1","0","0","1","0"
"1392","7171511","0","1","1","1","0","0","0","0","1","0","0","1","0"
"1393","7221698","0","1","1","0","0","0","0","0","0","0","0","1","1"
"1399","7156581","0","1","1","0","0","0","0","1","1","0","1","0","0"
"1401","7192499","1","1","1","0","1","1","0","0","1","1","1","0","1"
"1402","7135284","0","0","0","0","0","0","0","0","0","0","1","1","1"
"1405","7171847","0","0","0","0","0","0","0","0","0","0","0","1","0"
"1407","7222777","1","1","0","0","0","0","0","0","1","0","0","0","1"
"1408","7171334","0","1","0","0","0","1","0","0","1","0","1","0","0"
"1411","7171255","0","1","0","0","0","1","0","1","1","0","0","1","0"
"1412","7177354","1","1","0","0","0","0","0","0","0","0","1","1","0"
"1414","7168405","0","0","1","0","1","1","0","0","1","0","1","0","1"
"1417","7092661","0","0","0","0","0","1","0","0","1","1","1","0","1"
"1418","7099405","1","1","1","0","0","1","0","0","1","1","1","0","1"
"1420","7137567","1","1","0","0","0","0","1","0","1","0","0","1","0"
"1427","7197379","0","0","1","0","1","1","0","0","1","1","1","0","1"
"1430","7211473","0","1","0","0","0","1","0","1","1","0","1","0","0"
"1432","7206690","0","1","0","0","0","1","0","0","1","0","1","0","0"
"1433","7168685","0","1","1","1","0","0","0","1","1","0","1","0","0"
"1435","7186108","1","1","1","0","1","1","0","0","1","1","1","0","0"
"1436","7233078","1","1","1","0","0","1","0","0","1","0","1","1","0"
"1445","7193452","0","1","0","1","0","1","0","0","0","1","1","0","0"
"1446","7092293","0","1","1","0","1","1","1","0","1","1","1","0","1"
"1450","7154744","0","0","0","0","0","1","0","0","1","0","1","1","1"
"1453","7177795","1","0","1","0","0","1","1","0","1","1","0","0","0"
"1457","7217396","0","0","1","0","0","0","0","0","0","0","0","1","1"
"1461","7099774","0","1","0","1","0","1","1","0","1","0","1","0","0"
"1471","7151829","0","1","0","0","0","0","1","0","0","0","1","0","1"
"1475","7218278","0","0","0","1","0","1","0","0","1","0","0","0","0"
"1478","7096347","0","1","0","0","0","1","0","0","1","0","0","1","0"
"1481","7091265","0","0","1","0","0","1","1","0","1","0","1","0","1"
"1482","7096577","0","0","1","0","0","1","0","0","1","0","1","0","1"
"1485","7205100","0","0","0","0","0","0","0","0","1","0","0","1","0"
"1486","7172104","0","1","0","1","0","1","1","0","1","0","0","1","0"
"1487","7226090","1","1","1","0","1","1","0","0","1","1","1","0","0"
"1493","7120664","0","0","0","1","0","1","1","0","1","0","0","0","0"
"1496","7148368","0","0","0","0","0","0","0","0","0","0","0","1","1"
"1498","7139805","1","1","1","0","0","1","1","1","1","1","1","0","0"
"1499","7114148","0","1","1","0","0","1","0","1","1","1","1","0","0"
"1503","7233179","1","1","1","0","0","1","0","0","0","0","1","0","0"
"1512","7188271","0","1","0","0","0","0","0","0","0","0","0","0","1"
"1514","7207487","0","0","0","0","0","0","0","0","0","0","0","1","1"
"1521","7156246","1","0","0","0","0","1","1","0","0","0","0","1","1"
"1522","7149549","1","1","1","0","0","0","0","0","0","1","1","1","1"
"1523","7167990","0","1","0","0","0","1","0","0","1","0","0","1","1"
"1527","7173161","1","1","0","1","1","0","0","0","0","0","0","1","0"
"1528","7104485","0","0","1","0","0","1","0","0","1","0","1","0","0"
"1531","7105791","1","0","0","0","0","0","0","0","0","0","0","1","0"
"1532","7531296","1","1","0","0","0","1","0","0","1","0","0","1","1"
"1536","7202274","1","1","0","0","1","0","0","0","0","0","0","0","1"
"1538","7233364","1","1","1","0","0","1","0","0","1","1","1","0","1"
"1541","7127434","0","0","0","0","0","0","0","0","0","0","1","0","1"
"1546","7208396","1","1","1","0","0","1","1","0","1","0","0","0","1"
"1550","7223730","0","0","0","0","0","0","0","0","1","0","0","1","0"
"1554","7104340","0","0","1","0","0","0","0","0","1","0","1","1","0"
"1563","7110181","1","1","1","0","0","1","1","0","1","0","0","0","1"
"1567","7148577","1","0","0","0","0","0","0","0","0","0","1","1","0"
"1569","7104852","0","1","0","1","0","0","0","1","1","0","0","1","0"
"1571","7147973","0","0","0","0","0","0","0","0","0","0","1","1","1"
"1574","7230600","1","1","0","0","1","1","1","0","1","0","0","0","1"
"1576","7103439","0","0","0","0","1","0","0","0","1","1","0","1","1"
"1578","7106684","0","0","0","0","0","0","0","0","0","0","1","1","1"
"1580","7172862","0","1","1","0","0","1","1","0","1","0","1","1","0"
"1582","7217259","1","0","0","0","0","0","0","0","0","0","0","1","1"
"1583","7190422","0","0","1","0","1","1","0","0","1","1","1","0","1"
"1585","7221374","1","1","1","0","0","1","0","0","1","0","0","0","0"
"1586","7117955","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1588","7091822","0","0","1","0","0","1","0","0","1","1","1","0","0"
"1590","7099429","1","1","0","0","0","1","1","0","1","0","1","0","0"
"1591","7225137","1","0","0","0","0","1","0","0","1","1","1","0","1"
"1593","7189025","0","1","0","0","0","1","0","1","1","0","1","0","0"
"1595","7219275","0","0","0","0","0","0","0","0","0","0","0","1","1"
"1596","7153520","1","1","0","1","0","0","0","0","1","0","0","1","0"
"1597","7192282","1","1","1","0","1","1","1","0","1","1","1","0","0"
"1603","7088595","0","0","0","0","0","1","0","0","1","0","0","1","0"
"1605","7197846","0","1","1","0","0","1","1","0","1","0","1","0","1"
"1607","7120180","0","1","0","0","0","1","1","0","1","1","1","0","1"
"1608","7144013","0","1","0","0","0","0","0","1","1","0","0","0","0"
"1611","7113436","0","0","0","0","0","1","0","0","1","0","1","0","0"
"1612","7212820","0","1","0","0","0","1","0","0","1","0","1","0","0"
"1620","7233632","0","0","1","0","0","1","0","0","1","1","1","0","1"
"1621","7221200","1","1","1","0","0","1","0","0","1","1","1","0","1"
"1624","7193850","0","0","0","0","0","0","0","0","0","0","0","1","0"
