"","listing_id","interest_level","Positive.Affect","Space.Affect","About.Town.Affect","Character.Count"
"1807",7178393,"low",1,4,2,693
"1809",7152151,"medium",0,3,1,678
"1810",7133679,"low",0,0,0,274
"1811",7127494,"medium",0,2,0,273
"1815",7180433,"medium",2,0,0,244
"1816",7171191,"low",2,6,6,1330
"1818",7161656,"low",0,2,0,611
"1822",7226877,"medium",1,2,0,423
"1828",7090292,"medium",1,3,0,425
"1829",7094544,"medium",1,1,0,568
"1831",7094910,"low",1,2,0,436
"1836",7121351,"low",0,0,0,24
"1837",7179855,"medium",3,1,3,772
"1838",7195199,"low",6,3,1,630
"1842",7102722,"low",0,0,0,342
"1845",7227118,"low",2,1,0,553
"1846",7129556,"low",2,0,0,531
"1851",7098600,"high",4,8,4,1150
"1853",7194252,"low",1,3,0,625
"1854",7214562,"low",1,0,1,485
"1858",7180208,"medium",1,0,0,231
"1861",7103373,"low",3,2,3,696
"1862",7095100,"low",2,0,0,102
"1864",7218881,"low",0,0,0,8
"1866",7146922,"low",4,3,0,899
"1868",7219365,"high",0,1,0,581
"1869",7125512,"medium",4,1,2,1012
"1870",7164149,"low",1,0,0,243
"1871",7160514,"low",2,1,2,1086
"1874",7179227,"low",0,0,0,520
"1875",7203874,"low",3,0,0,727
"1878",7223482,"low",1,0,0,424
"1879",7141700,"low",0,0,1,468
"1880",7133658,"low",4,0,2,546
"1882",7096062,"low",2,1,1,638
"1883",7154891,"medium",0,0,4,972
"1886",7090131,"low",1,0,1,378
"1889",7209280,"low",0,3,0,376
"1890",7229630,"low",2,0,0,468
"1892",7229150,"low",1,2,0,369
"1893",7160090,"low",3,0,4,959
"1896",7114787,"medium",4,2,0,657
"1897",7225088,"low",1,2,1,405
"1901",7120832,"low",0,0,0,24
"1904",7199355,"low",1,0,0,160
"1907",7203330,"medium",4,3,0,1054
"1908",7217357,"high",0,1,2,574
"1910",7136308,"medium",1,0,0,521
"1914",7212079,"high",1,1,0,165
"1915",7104717,"medium",9,4,1,731
"1916",7106879,"low",0,0,0,0
"1918",7195303,"low",5,2,6,1188
"1920",7220712,"low",1,0,4,886
"1921",7096812,"medium",3,4,1,478
"1924",7110082,"low",1,1,3,574
"1925",7180576,"medium",6,2,1,536
"1926",7190760,"low",1,5,5,846
"1928",7178295,"medium",2,1,4,1110
"1932",7165287,"low",6,2,5,971
"1934",7113464,"low",3,0,2,355
"1938",7168542,"low",0,1,0,101
"1940",7116366,"high",0,0,0,0
"1942",7210370,"low",0,0,0,589
"1943",7111503,"medium",1,0,1,419
"1945",7171005,"low",1,6,1,548
"1946",7146803,"low",0,2,2,698
"1949",7134470,"high",2,2,0,602
"1951",7089679,"low",0,0,0,271
"1952",7190748,"low",0,2,3,944
"1954",7175774,"low",0,0,0,216
"1957",7209451,"low",3,1,4,955
"1958",7127644,"high",3,5,1,983
"1963",7110002,"medium",2,2,2,477
"1967",7197480,"medium",2,5,0,1261
"1968",7178275,"medium",1,0,0,805
"1972",7104738,"high",6,3,0,564
"1973",7140332,"low",0,7,1,730
"1978",7102742,"medium",1,1,0,506
"1979",7172510,"medium",8,7,3,1168
"1985",7099863,"medium",3,7,0,890
"1989",7198333,"low",1,4,0,508
"1992",7121390,"low",2,3,2,803
"1993",7119179,"low",8,11,3,1023
"2000",7206743,"low",1,4,0,295
"2004",7211153,"low",4,1,4,2078
"2005",7223339,"low",0,0,2,400
"2009",7231847,"low",4,3,2,826
"2012",7104092,"low",0,1,0,196
"2014",7144358,"medium",0,0,0,1
"2017",7221788,"low",2,2,0,687
"2019",7156138,"low",3,0,0,348
"2028",7087715,"low",2,0,0,292
"2034",7229617,"medium",1,2,2,566
"2043",7195020,"medium",0,0,0,548
"2044",7152018,"low",2,0,0,291
"2047",7206146,"medium",4,2,0,742
"2048",7158998,"high",2,2,4,707
"2056",7127186,"high",4,0,1,437
"2057",7161645,"medium",3,3,1,373
"2058",7118678,"low",1,1,1,150
"2059",7216750,"medium",0,1,1,600
"2060",7226377,"low",8,3,1,978
"2065",7123519,"medium",5,3,1,1098
"2071",7183528,"low",1,0,1,236
"2073",7177622,"medium",1,0,0,268
"2074",7193056,"medium",2,6,2,700
"2075",7159643,"low",0,3,3,738
"2077",7175947,"medium",4,4,4,1340
"2078",7108686,"low",2,2,2,687
"2079",7157712,"high",1,2,0,256
"2080",7123905,"low",0,1,1,536
"2081",7122986,"low",0,1,0,528
"2083",7145497,"medium",0,0,0,145
"2084",7152187,"low",1,2,1,493
"2095",7095077,"low",4,0,2,397
"2101",7144737,"low",2,0,0,234
"2102",7195313,"medium",1,4,3,1705
"2112",7141154,"low",4,1,1,1058
"2113",7099606,"low",0,2,4,1027
"2118",7114252,"low",1,2,1,509
"2119",7232999,"medium",1,1,0,196
"2120",7172413,"low",6,0,1,626
"2123",7103463,"low",0,0,0,399
"2124",7145197,"low",0,1,1,390
"2132",7099538,"medium",6,4,1,705
"2135",7228324,"low",1,0,0,213
"2139",7217438,"low",2,1,3,905
"2144",7208442,"low",6,2,1,713
"2148",7230789,"low",0,1,0,649
"2151",7203070,"low",0,0,0,0
"2156",7212587,"low",2,0,0,311
"2157",7185186,"low",3,3,1,467
"2158",7089006,"low",1,1,2,636
"2160",7211416,"low",2,2,4,1229
"2161",7174497,"low",0,5,1,617
"2165",7114254,"low",1,1,2,537
"2167",7170820,"low",0,0,1,294
"2175",7229280,"medium",1,1,1,759
"2177",7206733,"low",2,2,2,531
"2180",7156647,"low",0,2,2,687
"2181",7106398,"low",1,4,1,642
"2182",7229029,"low",4,6,1,1006
"2184",7107601,"low",3,3,0,649
"2185",7147427,"low",1,4,0,418
"2188",7220582,"low",4,1,0,1218
"2190",7160290,"low",5,0,1,2219
"2191",7219225,"medium",0,3,0,494
"2193",7127597,"medium",2,2,0,222
"2194",7192604,"low",7,3,2,727
"2195",7110780,"low",1,2,1,370
"2197",7149315,"low",0,0,0,8
"2200",7210725,"medium",2,4,3,807
"2201",7104739,"low",3,0,4,879
"2203",7118673,"low",3,2,6,856
"2204",7129064,"low",3,3,1,610
"2205",7154789,"low",0,3,1,298
"2210",7216183,"medium",4,6,1,689
"2212",7161555,"low",1,1,0,471
"2216",7127008,"medium",5,6,7,2377
"2217",7193138,"low",3,0,0,641
"2218",7147776,"high",2,0,0,118
"2219",7181449,"medium",7,1,0,407
"2220",7134123,"low",1,3,0,285
"2223",7122841,"low",0,0,0,1
"2229",7090109,"low",0,0,0,8
"2231",7132724,"low",6,0,0,883
"2232",7192304,"low",9,2,0,1103
"2234",7144212,"medium",2,4,0,705
"2239",7219004,"medium",1,0,0,163
"2240",7229072,"low",0,4,1,1643
"2242",7198453,"low",4,4,3,690
"2243",7179032,"medium",1,2,0,304
"2244",7091560,"medium",4,9,2,812
"2247",7151408,"low",0,0,0,8
"2248",7222127,"medium",0,0,0,155
"2249",7181938,"low",3,0,1,250
"2251",7203282,"low",7,4,2,1435
"2252",7151271,"low",1,0,0,285
"2254",7105294,"medium",7,5,2,901
"2256",7222241,"medium",0,3,1,678
"2259",7178343,"medium",2,2,2,721
"2266",7101131,"low",2,2,0,815
"2267",7136001,"low",2,0,2,289
"2269",7198536,"low",3,6,2,698
"2273",7192261,"low",0,0,0,8
"2280",7210855,"low",2,1,2,574
"2281",7120943,"low",2,2,4,548
"2282",7139557,"low",3,1,0,458
"2285",7135513,"low",0,0,0,8
"2286",7132111,"medium",0,0,0,147
"2291",7156058,"low",5,1,0,494
"2297",7130328,"low",1,0,0,131
"2300",7125324,"low",0,0,0,305
"2306",7189253,"low",0,0,0,8
"2307",7231554,"low",2,1,0,215
"2308",7201827,"low",1,0,0,265
"2312",7216250,"medium",1,3,2,806
"2314",7172380,"low",0,1,2,505
"2315",7213509,"low",0,0,0,803
"2317",7133189,"low",1,1,0,436
"2318",7213251,"low",3,5,0,317
"2320",7169635,"medium",0,1,1,139
"2321",7201634,"medium",3,0,1,464
"2335",7233271,"low",1,2,2,582
"2337",7185019,"low",3,3,2,802
"2338",7158301,"low",2,5,1,774
"2339",7198266,"low",3,4,1,1667
"2341",7181181,"low",0,1,1,436
"2342",7097857,"medium",2,0,0,237
"2343",7231585,"low",3,4,0,387
"2352",7187727,"low",1,1,0,398
"2354",7216246,"high",3,2,1,1121
"2357",7210571,"low",1,2,1,892
"2362",7154633,"low",2,1,1,710
"2364",7204479,"low",2,0,0,880
"2365",7095624,"low",4,5,0,879
"2366",7163111,"low",5,1,1,1020
"2369",7103934,"low",1,2,3,424
"2370",7151488,"medium",0,0,0,8
"2371",7095598,"high",0,1,1,228
"2374",7188211,"low",3,5,3,605
"2377",7147523,"low",0,0,0,8
"2379",7115060,"low",0,0,0,239
"2380",7177943,"low",3,3,2,798
"2381",7145916,"low",3,1,1,514
"2382",7169389,"low",0,0,0,216
"2383",7122387,"low",2,0,0,461
"2384",7132579,"medium",2,5,1,466
"2386",7142404,"low",1,1,2,631
"2387",7168555,"low",3,0,1,1235
"2390",7232667,"low",2,2,2,638
"2391",7149868,"medium",1,2,0,234
"2395",7131830,"high",3,1,1,430
"2396",7116209,"low",2,0,1,639
"2397",7179425,"low",0,0,0,1
"2404",7157622,"low",6,5,3,655
"2407",7200040,"low",0,0,0,8
"2409",7130896,"low",4,0,1,595
"2412",7194262,"low",0,0,0,8
"2414",7171651,"low",1,1,2,390
"2416",7178628,"low",1,1,3,509
"2417",7134238,"low",1,5,2,910
"2418",7159209,"low",2,0,0,548
"2421",7220299,"low",0,3,2,565
"2423",7088214,"medium",1,3,1,684
"2426",7147474,"low",0,0,1,278
"2427",7215444,"low",1,1,1,383
"2428",7093825,"high",2,1,0,813
"2429",7194076,"low",3,0,0,219
"2434",7219940,"low",0,0,0,1
"2435",7146268,"low",0,0,0,379
"2442",7109742,"low",5,3,6,1708
"2443",7088357,"low",4,0,0,404
"2445",7117356,"low",0,0,0,0
"2448",7205897,"high",0,0,0,72
"2449",7206011,"low",0,1,0,426
"2452",7133655,"low",3,1,1,373
"2454",7148862,"low",0,0,0,8
"2455",7215674,"high",1,3,1,1141
"2456",7218936,"low",2,3,3,660
"2460",7151557,"medium",0,0,0,8
"2463",7189526,"low",3,1,0,660
"2467",7171859,"low",1,3,1,561
"2468",7096647,"low",1,1,2,646
"2469",7146553,"low",0,0,0,8
"2470",7210791,"low",2,1,1,364
"2471",7108266,"low",0,0,5,746
"2472",7233657,"low",3,4,3,1137
"2474",7124045,"medium",3,0,0,356
"2478",7176171,"high",2,0,3,571
"2481",7181004,"low",0,2,0,532
"2483",7117652,"medium",1,1,1,399
"2484",7191437,"low",2,0,0,466
"2485",7160383,"low",2,5,5,866
"2489",7200182,"medium",5,6,0,1362
"2490",7166086,"low",1,1,4,1041
"2491",7147370,"low",1,1,2,774
"2492",7132143,"medium",4,3,2,826
"2493",7145938,"low",2,1,0,760
"2495",7155974,"medium",6,3,2,601
"2499",7126560,"medium",4,3,0,510
"2501",7164936,"low",1,1,2,488
"2504",7101154,"low",0,0,0,1
"2505",7107376,"low",0,4,3,905
"2506",7210186,"medium",3,4,0,959
"2508",7232168,"medium",2,1,4,1045
"2511",7201136,"medium",2,2,0,551
"2512",7201779,"medium",2,4,3,397
"2513",7116412,"low",1,5,3,1084
"2514",7091485,"low",0,0,0,449
"2515",7213739,"low",3,1,2,560
"2516",7203474,"low",0,1,0,318
"2518",7190720,"low",4,4,2,912
"2522",7132225,"low",1,1,2,847
"2523",7180286,"low",0,1,0,461
"2527",7220586,"low",2,3,1,837
"2528",7147345,"low",0,0,0,8
"2534",7231293,"low",1,0,0,322
"2535",7191537,"medium",5,1,0,1315
"2536",7186936,"low",2,2,3,1132
"2542",7171736,"low",0,0,3,589
"2543",7095480,"low",1,0,4,497
"2544",7195863,"low",0,1,1,537
"2549",7136585,"medium",1,5,2,742
"2555",7198434,"low",5,1,1,461
"2556",7136417,"medium",3,4,1,621
"2557",7154049,"low",2,1,0,527
"2560",7091805,"high",5,1,0,542
"2561",7189340,"low",0,2,1,583
"2562",7135519,"low",3,5,2,831
"2563",7159804,"low",2,1,0,495
"2570",7145125,"medium",1,2,0,771
"2574",7231275,"low",0,0,0,0
"2576",7150077,"low",0,0,0,8
"2577",7158698,"low",5,2,2,1007
"2578",7113092,"medium",1,0,6,739
"2580",7155728,"low",3,2,0,786
"2583",7216409,"medium",5,3,4,902
"2587",7113787,"medium",4,0,0,496
"2588",7190859,"low",2,4,2,648
"2591",7174207,"medium",2,3,0,427
"2594",7156031,"low",5,1,0,399
"2596",7099327,"low",4,4,0,632
"2601",7185203,"low",2,1,2,947
"2603",7100191,"high",2,0,0,425
"2606",7139746,"low",1,4,0,821
"2607",7158001,"low",3,2,0,369
"2610",7233532,"low",9,5,2,1812
"2613",7101719,"low",2,1,0,442
"2614",7165098,"medium",1,0,4,626
"2615",7131652,"medium",1,0,0,550
"2622",7129707,"medium",3,3,1,553
"2625",7164477,"low",0,2,1,1119
"2627",7189598,"medium",2,3,1,484
"2628",7184204,"low",1,1,3,574
"2629",7199414,"low",0,0,0,8
"2632",7098019,"low",3,1,1,377
"2634",7201524,"low",2,8,1,599
"2635",7093682,"low",4,0,1,562
"2637",7140318,"low",4,2,3,820
"2654",7147346,"low",0,0,0,8
"2655",7233429,"low",2,4,3,1238
"2661",7104647,"low",2,1,3,1284
"2662",7179967,"medium",3,1,1,509
"2663",7135603,"low",4,2,1,315
"2672",7169339,"low",2,0,0,496
"2673",7137152,"low",4,6,4,1683
"2676",7162674,"low",0,1,3,630
"2677",7168738,"medium",3,1,0,528
"2678",7193714,"low",0,0,0,8
"2680",7132258,"medium",3,1,1,753
"2683",7226488,"low",2,4,1,468
"2684",7128129,"low",0,1,0,117
"2686",7098311,"low",2,1,2,580
"2690",7211462,"low",4,1,2,893
"2692",7207803,"low",0,0,0,8
"2695",7146684,"medium",1,0,0,67
"2698",7169087,"high",1,0,0,312
"2700",7108605,"low",3,0,2,808
"2701",7169661,"low",2,1,2,614
"2702",7187995,"low",0,2,1,682
"2707",7124093,"low",1,1,1,845
"2708",7191404,"low",1,0,0,205
"2709",7102634,"low",3,4,2,731
"2710",7162023,"medium",0,0,0,173
"2713",7107792,"medium",2,2,0,884
"2715",7144895,"medium",1,2,1,671
"2716",7201731,"low",5,6,0,1370
"2727",7189449,"low",2,0,1,672
"2728",7222579,"low",0,0,2,489
"2729",7232424,"low",1,2,2,1041
"2731",7216660,"low",2,2,3,792
"2732",7092616,"low",2,1,1,653
"2733",7201302,"high",1,7,4,661
"2740",7143681,"medium",0,0,0,8
"2746",7214469,"medium",3,4,2,1322
"2748",7213348,"low",5,3,0,547
"2750",7229948,"medium",3,0,1,613
"2752",7153512,"low",2,2,0,734
"2754",7199976,"low",6,3,4,2472
"2757",7219714,"low",0,0,0,108
"2760",7111716,"low",1,3,0,143
"2765",7110476,"medium",0,2,0,789
"2766",7150395,"low",0,0,0,8
"2768",7168927,"medium",0,0,0,257
"2771",7125190,"medium",0,0,0,57
"2772",7147867,"low",0,0,0,8
"2776",7168800,"medium",1,1,0,76
"2778",7103961,"low",0,0,0,0
"2779",7206820,"low",1,0,0,396
"2786",7231588,"medium",1,1,1,617
"2787",7167969,"medium",0,0,2,930
"2791",7177875,"low",1,0,3,925
"2792",7148930,"low",0,0,0,8
"2794",7140980,"medium",3,2,1,445
"2798",7223463,"low",0,1,0,357
"2801",7191267,"low",1,2,0,522
"2803",7168637,"medium",2,0,1,438
"2804",7095457,"low",0,0,0,1
"2805",7222625,"low",0,0,1,169
"2806",7104744,"low",3,3,2,572
"2809",7170187,"low",1,0,2,556
"2812",7161527,"high",0,0,0,281
"2813",7155985,"high",5,0,0,380
"2814",7132320,"low",0,1,0,365
"2815",7194893,"medium",3,2,1,1046
"2816",7232459,"medium",4,6,2,770
"2817",7226480,"low",5,5,3,1080
"2819",7172139,"medium",0,2,0,285
"2820",7098284,"low",3,6,4,738
"2822",7165858,"low",4,0,0,411
"2823",7104420,"medium",0,5,4,1128
"2830",7172660,"low",1,1,0,180
"2833",7168651,"low",1,1,1,342
"2835",7098059,"medium",1,2,1,514
"2837",7151276,"low",4,1,2,423
"2838",7167512,"medium",2,11,2,1763
"2842",7191845,"medium",0,1,0,194
"2845",7185895,"low",3,1,4,761
"2847",7159790,"low",7,2,1,1400
"2850",7220943,"low",2,2,0,592
"2852",7219461,"high",0,0,1,31
"2858",7142040,"low",0,0,0,0
"2860",7113593,"medium",1,2,3,476
"2861",7224584,"low",1,0,2,528
"2867",7139725,"low",0,0,0,332
"2870",7091846,"medium",4,5,3,739
"2871",7125946,"low",0,1,0,244
"2883",7093771,"low",0,0,2,657
"2884",7095485,"high",2,1,2,424
"2886",7117105,"low",2,4,0,531
"2888",7194078,"low",0,0,0,8
"2890",7176491,"low",0,0,0,8
"2892",7102689,"low",4,0,0,383
"2893",7223024,"low",2,3,0,743
"2894",7117676,"medium",0,0,0,105
"2896",7119657,"low",1,2,2,946
"2897",7218200,"low",2,0,0,268
"2903",7109785,"medium",1,1,1,487
"2905",7224167,"medium",4,3,0,989
"2908",7216520,"medium",0,1,1,781
"2915",7192311,"medium",1,2,0,782
"2921",7113874,"medium",1,4,1,485
"2925",7147825,"medium",0,3,0,524
"2928",7217618,"medium",4,2,0,1113
"2929",7157755,"medium",0,1,0,225
"2930",7129401,"low",0,0,1,545
"2932",7124480,"low",0,0,0,486
"2934",7126863,"low",1,1,0,299
"2937",7144673,"low",2,2,4,677
"2939",7195436,"low",2,5,1,487
"2945",7087876,"low",1,0,1,145
"2952",7141028,"low",0,0,0,8
"2953",7187334,"low",2,0,1,263
"2957",7219072,"low",0,0,0,8
"2958",7189462,"low",3,1,4,1154
"2963",7108037,"low",3,0,0,442
"2966",7115519,"low",4,1,0,546
"2967",7172555,"low",0,0,0,360
"2969",7110548,"medium",0,3,1,362
"2970",7137600,"medium",6,0,6,918
"2971",7154579,"low",5,2,1,708
"2976",7148871,"low",1,4,0,833
"2980",7139253,"high",1,2,2,825
"2981",7230412,"low",2,0,1,764
"2986",7216119,"low",0,0,0,0
"2988",7224324,"low",1,0,0,57
"2989",7160074,"high",3,4,1,549
"2990",7134446,"low",1,0,3,805
"3000",7108243,"medium",6,4,2,861
"3003",7204263,"low",3,3,0,575
"3008",7164637,"low",4,2,0,737
"3009",7221904,"low",1,0,0,145
"3010",7220298,"low",1,6,1,545
"3012",7113817,"high",1,0,1,761
"3013",7102170,"low",3,2,3,832
"3014",7133633,"low",2,0,0,404
"3019",7195365,"low",2,1,4,1044
"3021",7209755,"medium",0,2,0,529
"3025",7169331,"low",0,0,0,8
"3029",7133480,"low",0,1,3,274
"3032",7094296,"medium",2,2,0,497
"3034",7152695,"low",0,0,0,8
"3037",7204925,"low",4,1,0,573
"3056",7136085,"high",4,5,3,721
"3057",7231870,"high",4,3,2,1429
"3058",7122962,"low",3,2,3,1048
"3059",7232464,"low",2,4,2,788
"3064",7214136,"low",1,0,1,764
"3066",7223282,"low",1,0,2,851
"3070",7121751,"low",0,3,1,510
"3071",7224779,"low",0,0,0,8
"3072",7155248,"medium",2,3,2,660
"3075",7116066,"low",1,0,0,684
"3078",7229479,"low",4,2,2,1466
"3089",7188976,"low",3,0,2,1002
"3091",7158337,"low",1,0,1,914
"3092",7105836,"low",0,1,0,369
"3094",7118625,"low",0,0,0,270
"3095",7123528,"low",3,1,1,415
"3096",7113387,"low",0,3,0,1043
"3097",7220851,"low",3,1,1,480
"3099",7225833,"low",3,0,1,599
"3100",7104851,"low",2,0,2,971
"3103",7152431,"medium",0,4,0,243
"3109",7171802,"medium",1,6,3,1577
"3110",7168509,"low",2,3,0,1767
"3111",7171933,"low",3,3,0,495
"3124",7106980,"low",0,0,0,0
"3127",7139964,"medium",1,4,0,715
"3128",7191927,"low",5,2,0,577
"3130",7106587,"low",0,2,0,266
"3137",7147130,"low",0,0,0,8
"3138",7145852,"low",3,1,1,631
"3141",7187729,"low",3,3,2,801
"3143",7091796,"medium",1,0,3,488
"3144",7104918,"low",4,2,1,797
"3148",7216886,"low",4,2,0,566
"3151",7176753,"low",0,0,0,0
"3157",7198554,"low",6,2,0,512
"3158",7156122,"low",0,0,0,1
"3159",7104828,"high",4,1,1,744
"3160",7134069,"low",5,3,2,1290
"3161",7139316,"low",6,3,1,1377
"3162",7210874,"low",0,0,0,320
"3163",7163630,"medium",1,4,0,1033
"3164",7145132,"low",1,0,2,879
"3166",7100980,"low",0,0,0,133
"3167",7199939,"low",0,0,0,0
"3172",7102570,"low",3,4,0,816
"3174",7203865,"low",1,1,3,788
"3177",7231993,"medium",0,0,0,1009
"3179",7148912,"medium",0,4,4,1216
"3181",7192749,"low",2,5,0,633
"3183",7185191,"low",4,2,0,742
"3188",7126373,"low",1,2,1,725
"3190",7233819,"low",3,1,1,700
"3192",7108373,"medium",0,0,1,401
"3193",7164690,"low",0,0,3,662
"3194",7227635,"low",0,0,0,313
"3197",7109874,"low",0,0,0,0
"3201",7106434,"low",2,0,0,615
"3205",7136053,"low",2,1,2,1007
"3207",7093274,"high",7,4,4,1075
"3208",7202306,"low",1,4,1,674
"3211",7149132,"low",0,0,0,8
"3212",7186932,"medium",0,0,0,90
"3213",7203512,"low",4,1,0,387
"3214",7216272,"medium",2,4,0,461
"3218",7100818,"low",0,0,1,245
"3222",7175540,"low",6,4,2,707
"3223",7198625,"low",0,0,1,432
"3227",7189667,"low",0,0,0,282
"3230",7112757,"medium",1,4,1,482
"3234",7164742,"low",0,1,1,706
"3236",7210345,"medium",0,5,3,324
"3242",7224457,"low",3,4,3,931
"3251",7139824,"medium",2,3,2,521
"3252",7095489,"low",2,2,1,477
"3253",7230296,"medium",0,0,5,648
"3254",7145232,"low",0,0,0,207
"3255",7159752,"low",4,3,2,995
"3257",7179462,"low",1,2,0,277
"3260",7128831,"low",2,1,2,424
"3262",7217203,"low",3,1,3,349
"3263",7164561,"low",1,3,0,460
"3264",7155701,"low",1,1,0,299
"3265",7167668,"low",0,2,2,784
"3269",7189067,"medium",4,3,3,691
"3270",7142189,"low",4,1,4,2081
"3272",7154520,"low",3,0,0,546
"3273",7119532,"low",0,4,3,1318
"3275",7130895,"low",3,0,2,355
"3277",7233106,"low",5,6,0,1365
"3278",7199593,"low",1,2,1,728
"3279",7171810,"medium",2,4,1,965
"3282",7140024,"medium",1,0,2,402
"3283",7196607,"low",1,0,1,417
"3285",7171622,"low",4,2,4,946
"3289",7196830,"low",1,4,0,522
"3290",7190271,"low",1,0,1,330
"3292",7196215,"low",2,4,0,1205
"3294",7233461,"low",6,1,1,957
"3295",7184867,"low",3,2,4,770
"3296",7201249,"medium",1,0,0,534
"3302",7137230,"medium",3,0,0,559
"3304",7209644,"low",6,4,2,1388
"3305",7119364,"low",0,2,0,535
"3310",7186755,"low",2,1,0,237
"3320",7206902,"low",1,2,0,472
"3326",7112040,"medium",2,2,0,448
"3327",7143386,"high",3,0,1,393
"3328",7118104,"low",1,0,1,788
"3332",7109651,"low",2,1,0,312
"3338",7192775,"low",1,0,2,629
"3342",7162095,"low",4,5,1,621
"3347",7223918,"medium",4,2,1,663
"3351",7131231,"medium",0,1,1,1022
"3353",7088937,"low",1,6,4,882
"3356",7132182,"low",0,2,0,1129
"3358",7224563,"medium",1,3,3,938
"3360",7231197,"low",0,0,0,8
"3363",7169081,"high",1,1,2,475
"3364",7138633,"low",1,0,0,234
"3369",7159482,"medium",1,2,0,467
"3380",7097646,"low",0,0,1,946
"3384",7210606,"low",1,2,1,652
"3391",7144565,"low",3,2,0,922
"3393",7161450,"low",0,0,0,96
"3394",7104659,"low",0,4,0,625
"3395",7186053,"low",5,6,0,1370
"3399",7157388,"low",4,0,0,624
"3400",7196752,"low",2,2,0,404
"3401",7189331,"low",0,1,0,570
"3402",7131432,"medium",1,3,4,581
"3403",7175179,"low",2,0,0,466
"3408",7181956,"medium",1,4,3,1705
"3411",7188920,"low",5,6,5,1649
"3414",7206150,"low",0,0,0,389
"3415",7120251,"medium",1,0,1,416
"3416",7214551,"low",0,0,0,635
"3418",7197868,"low",1,0,0,613
"3423",7142456,"low",0,0,0,8
"3427",7217022,"low",7,2,3,1026
"3428",7130675,"medium",1,0,0,371
"3429",7158246,"medium",4,2,2,513
"3430",7154201,"medium",3,3,2,705
"3431",7121534,"low",4,6,2,770
"3432",7226031,"low",3,1,4,991
"3433",7137743,"low",5,5,3,1051
"3436",7163572,"low",1,4,1,987
"3438",7197131,"medium",2,2,1,1388
"3441",7188135,"high",1,1,1,332
"3442",7210031,"high",4,2,1,763
"3445",7181632,"low",0,0,0,36
"3449",7164323,"low",0,0,0,24
"3450",7199851,"low",2,3,2,527
"3451",7117753,"low",2,2,4,1006
"3452",7216478,"low",2,1,2,329
"3453",7191977,"low",2,1,0,519
"3454",7184339,"low",1,5,2,905
"3457",7126469,"medium",1,0,1,1845
"3458",7139282,"low",2,2,6,1048
"3460",7126918,"low",3,4,1,735
"3461",7128740,"low",1,1,3,741
"3462",7227870,"low",6,0,0,483
"3464",7132327,"low",2,3,2,498
"3467",7230526,"low",0,0,0,250
"3468",7098491,"high",1,1,4,790
"3469",7090453,"low",1,1,1,566
"3471",7164068,"high",1,2,3,923
"3472",7097867,"low",0,1,0,457
"3473",7118687,"low",0,0,1,191
"3476",7229007,"low",1,0,2,733
"3479",7196953,"low",1,2,0,474
"3480",7093481,"high",3,1,2,771
"3483",7149802,"low",0,0,1,885
"3485",7128731,"low",1,4,0,619
"3487",7147905,"low",0,0,0,8
"3490",7147989,"low",3,0,3,1153
"3491",7232730,"low",4,0,3,1035
"3492",7195245,"low",0,1,2,418
"3496",7088856,"low",3,2,2,1091
"3509",7124783,"low",0,1,1,328
"3510",7096183,"low",2,1,1,559
"3511",7090526,"low",0,2,0,381
"3512",7187467,"low",0,2,0,249
"3516",7099969,"low",2,4,4,863
"3518",7096027,"medium",3,0,1,1145
"3522",7141199,"low",1,3,0,248
"3523",7101386,"low",0,0,1,199
"3526",7145751,"low",1,4,0,492
"3529",7232525,"low",2,1,4,1047
"3534",7134383,"low",1,0,2,893
"3541",7207436,"low",0,0,2,293
"3545",7140748,"medium",0,0,0,11
"3547",7137180,"low",0,1,1,415
"3555",7113106,"low",0,0,0,24
"3556",7202345,"low",0,0,0,75
"3557",7194930,"low",5,5,1,1477
"3561",7159088,"low",3,2,0,490
"3562",7145022,"low",0,1,0,324
"3564",7153603,"low",0,0,0,1
"3565",7130642,"low",4,4,2,1022
"3571",7112610,"medium",1,1,3,501
"3581",7162535,"low",0,1,1,335
"3582",7148995,"low",0,0,0,8
"3587",7111781,"low",3,2,2,547
"3589",7171150,"medium",2,2,2,662
"3591",7156846,"low",2,1,2,844
