category,upcoming_meeting_date,group_reviews,group_members,upcoming_meetings,upcoming_address,past_meetings,upcoming_meeting_time,group_name
Sci-Fi & Games,Sat Feb 18,12,747,2,"140 EAST 27TH ST. (3rd / Lex), New York, NY",255,4:00 PM,"NEW YORK COSPLAYER NETWORK! - New York, NY"
Sci-Fi & Games,Tue Mar 7,25,"1,104",6,,275,7:00 PM,"The New York City Sci-Fi/Fantasy Meetup Group - New York, NY"
Sci-Fi & Games,Tue Feb 28,2,37,7,,1,6:30 PM,"Chess NYC - New York, NY"
Sci-Fi & Games,Sat Feb 25,1,90,1,"88 Liberty View Drive, Jersey City, NJ",2,2:00 PM,"Jersey City Friendly Gamers - Jersey City, NJ"
Sci-Fi & Games,None,1,27,18,None,None,None,"NYC Mah Jongg Lovers SUPERVISED PLAY - New York, NY"
Sci-Fi & Games,Wed Feb 15,4,232,16,"1244 Middle Country Road, Selden, NY",109,6:00 PM,"EMPIRE LEAGUE OF GAMERS - New York, NY"
Sci-Fi & Games,Tue Feb 14,10,157,10,"808 Columbus Avenue (@97th St.), New York, NY",321,6:30 PM,"NYC Cribbage Meetup Group - New York, NY"
Sci-Fi & Games,None,36,"1,463",116,None,None,None,"NYC Comics and Graphic Novels - New York, NY"
Sci-Fi & Games,None,10,None,None,None,None,None,"New York City Poker Group - New York, NY"
Sci-Fi & Games,Sun Feb 12,1,44,3,,None,2:00 PM,"Brooklyn Hearthstone Bar Brawl - Brooklyn, NY"
Sci-Fi & Games,Sat Mar 4,3,391,1,"34th Street, New York, NY",44,2:00 PM,"Genre Book Club (Sci-Fi, Fantasy, Horror) - Brooklyn, NY"
Sci-Fi & Games,Sun Feb 26,1,33,1,"1776 Broadway, New York, NY",1,3:00 PM,"Comic & Graphic Novel Makers NYC - New York, NY"
Sci-Fi & Games,None,None,None,None,None,None,None,"Girl Geek Book Club - New York, NY"
Sci-Fi & Games,Tue Feb 14,2,193,60,"274 Fourth Avenue (Corner of Garfield), Brooklyn, NY",None,6:00 PM,"Play All Gaming Social Group - New York, NY"
Sci-Fi & Games,None,4,69,158,None,None,None,"Doppelkopf NYC - New York, NY"
Sci-Fi & Games,Sun Feb 12,3,68,4,"85 E 4th Street , New York City, NY",None,7:00 PM,"NYC Doctor Who Meetup - Brooklyn, NY"
Sci-Fi & Games,Sat Feb 11,21,755,216,"333 Court Street, Brooklyn, NY",None,7:00 PM,"Brooklyn Strategist Saturday Evening Games Meetup - Brooklyn, NY"
Sci-Fi & Games,Sat Feb 25,3,140,25,"Seaman & Isham Street in Inwood (Manhattan), New York, NY",None,9:30 AM,"Vanguard LARP - New York, NY"
Sci-Fi & Games,Mon Feb 13,1,451,20,"292 Graham Ave, Brooklyn, NY",107,6:00 PM,"Super Smash Bros Tournaments - Melee - Wii U - Brawl - NYC - Brooklyn, NY"
Sci-Fi & Games,None,2,None,None,None,None,None,"Upper West Side board gamers club - New York, NY"
Sci-Fi & Games,Tue Feb 14,1,287,20,"245 Fifth Ave, Corner 28th Street, New York, NY",101,6:30 PM,"Story/Indie RPG Group - New York, NY"
Sci-Fi & Games,Sat Feb 25,1,85,1,"55-59 Chrystie St, Ground Floor #106, New York, NY",None,4:00 PM,"New York Escape Rooms Meetup - New York, NY"
Sci-Fi & Games,Sat Mar 25,21,283,1,"Ave. of the Americas at 10th St., New York, NY",71,2:15 PM,"NYC Area  Friends of JRR Tolkien & Fantasy - New York, NY"
Sci-Fi & Games,None,18,None,None,None,None,None,"NYC Spades & More - New York, NY"
Sci-Fi & Games,None,3,None,None,None,None,None,"Dungeon Crawl Classics RPG and Mutant Crawl Classics RPG NYC - New York, NY"
Sci-Fi & Games,Sun Feb 12,5,64,20,"247 Varet Street, Bushwick Brooklyn, NY",422,2:00 PM,"I'd Tap That - NYC Chapter (Casual Magic the Gathering) - Brooklyn, NY"
Sci-Fi & Games,None,13,None,None,None,None,None,"NYC Fantasy and Sci-Fi Book Club - New York, NY"
Sci-Fi & Games,None,32,"1,082",174,None,None,None,"NYC Friendly People Games - New York, NY"
Sci-Fi & Games,None,7,381,28,None,None,None,"Mafia party game -- of logic and persuasion - New York, NY"
Sci-Fi & Games,Sat Feb 11,21,367,1,"461 Park Avenue South, New York, NY",121,2:00 PM,"NYC Trivia Board Games - New York, NY"
Sci-Fi & Games,Sat Feb 11,2,53,15,"902 E 58 St., Brooklyn, NY",None,1:00 PM,"New York City Poker Home Games Meetup - Brooklyn, NY"
Sci-Fi & Games,Mon Feb 13,51,885,330,"292 Graham Ave, Brooklyn, NY",None,4:00 PM,"Anime, Cosplay, Food, Super Smash Bros & Karaoke Fans NYC - Brooklyn, NY"
Sci-Fi & Games,Fri Feb 10,22,447,1,"1123 Broadway, New York, NY",125,6:30 PM,"NYC Bogglers and Scrabblers - New York, NY"
Sci-Fi & Games,Sun May 7,44,"3,018",4,"1000 5th Avenue, New York, NY",453,12:00 PM,"New York City Geek Adventure Group - Long Island City, NY"
Sci-Fi & Games,Thu Feb 16,5,378,4,"434 HUMBOLDT STREET  , Brooklyn, NY",108,7:30 PM,"North Brooklyn Comic Book Club - Brooklyn, NY"
Sci-Fi & Games,Sun Mar 5,11,409,6,"230 Thompson Street, New York, NY",115,11:00 AM,"US Professional Mahjong League - New York, NY"
Sci-Fi & Games,Tue Feb 28,52,"1,203",7,"181 E Boston Post Rd, Mamaroneck, NY",292,6:00 PM,"New York City Backgammon - New York, NY"
Sci-Fi & Games,Sat Feb 11,31,500,121,"519 Washington St, Hoboken, NJ",None,6:00 PM,"Hoboken Boardgame Shindig - Hoboken, NJ"
Sci-Fi & Games,Fri Feb 17,7,644,31,"3 Speedwell Ave , Morristown, NJ",280,12:00 PM,"Manhattan Gamers Guild - New York, NY"
Sci-Fi & Games,Tue Feb 14,22,"1,620",12,"303 5th Avenue, New York, NY",152,6:30 PM,"New York LGBT Board games Meetup Group - New York, NY"
Sci-Fi & Games,None,12,None,None,None,None,None,"MAH JONGG LOVERS,  Manhattan and Beyond! - New York, NY"
Sci-Fi & Games,Sun Feb 12,25,916,32,"75 Christopher St (at 7th Ave), New York, NY",690,12:30 PM,"NY Mostly Go Club - New York, NY"
Sci-Fi & Games,Sat Feb 18,32,745,7,"140 East 27th Street, New York, NY",254,4:00 PM,"The New York City Star Trek Meetup Group - New York, NY"
Sci-Fi & Games,Tue Mar 14,5,180,1,"425 6th Avenue, New York, NY",6,6:30 PM,"Gay Sci-Fi Book Crew - New York, NY"
Sci-Fi & Games,Sat Feb 11,18,512,5,"165 West 4th Street, New York, NY",580,4:00 PM,"Brooklyn/ NYC Euchre Club - New York, NY"
Sci-Fi & Games,Wed Feb 22,21,"2,171",6,,349,7:00 PM,"The New York City Manga & Comics Group - New York, NY"
Sci-Fi & Games,Fri Feb 10,10,"1,554",7,,388,7:00 PM,"-The City Board (boardgames NYC) - New York, NY"
Sci-Fi & Games,Thu Feb 16,15,802,6,,79,7:00 PM,"The New York Aspiring Comic Creators Club - New York, NY"
Sci-Fi & Games,Wed Feb 15,3,"1,456",10,"899 Bergen Street, Brooklyn, NY",90,6:00 PM,"Victory Pints: Board Games and Beer - Brooklyn, NY"
Sci-Fi & Games,Thu Feb 16,30,"1,321",12,Coming soon,668,7:00 PM,"NYC Girl Geek Adventure Club - Long Island City, NY"
Sci-Fi & Games,Thu Apr 27,84,"4,680",18,"11 Times Square (42nd St @ 8th Avenue), New York, NY",409,6:00 PM,"Playcrafting NYC Meetup - New York, NY"
Sci-Fi & Games,Sat Feb 11,37,"1,313",18,"498 Seventh Ave, New York, NY",383,1:00 PM,"NYC Settlers of Catan Meetup Group - New York, NY"
Sci-Fi & Games,Mon Feb 13,33,"2,925",10,"11 Waverly Place, 10003, New York, NY",353,6:00 PM,"Nyeek - New York, NY"
Sci-Fi & Games,Sat Feb 11,7,"2,749",2,"181 Lexington Avenue, New York, NY 10016-, Manhattan, NY",62,5:00 PM,"NYC Social - New York, NY"
Sci-Fi & Games,Sat Feb 25,106,"2,950",5,"430 Amsterdam Avenue, New York, NY",555,7:00 PM,"Harry Potter NYC - The Group that Shall Not be Named - New York, NY"
Sci-Fi & Games,Sun Feb 12,2,786,2,"209 W Houston St, New York, NY",38,3:15 PM,"Black Geek Society & Nerds of Color - New York, NY"
Sci-Fi & Games,Thu Feb 16,67,"4,238",8,,454,7:00 PM,"The New York City Anime Group - New York, NY"
Sci-Fi & Games,Sat Feb 11,8,188,17,"11 West 32nd Street, New York, NY",None,12:45 PM,"Board and Hungry Asians - New York, NY"
Sci-Fi & Games,Sat Feb 11,105,"2,758",87,"226 E 57th St, New York, NY","1,232",1:00 PM,"The NYC Dungeons & Dragons Meetup Group - New York, NY"
Sci-Fi & Games,None,None,None,None,None,None,None,None
Sci-Fi & Games,None,3,658,6,None,None,None,"NYC Amazon Alexa Meetup - New York, NY"
Sci-Fi & Games,Sun Feb 12,12,"1,949",21,"808 Columbus Ave, New York, NY",111,5:00 PM,"Uptown NYC Board Gamers - New York, NY"
Sci-Fi & Games,None,94,None,None,None,None,None,"New York City Boardgames & Cardgames Group - New York, NY"
Sci-Fi & Games,Tue Feb 14,7,577,28,"3525 Steinway St, Long Island City, NY",213,6:30 PM,"Astoria Geek & Sundry - Astoria, NY"
Beliefs,Fri Feb 10,3,418,1,"49 Grove Street, New York, NY",201,6:30 PM,"The Catholic Fellowship of Northern NJ - Hoboken, NJ"
Beliefs,None,1,35,None,None,None,None,"Emerald Gem Exchange Meditation Crystal and Sound Healing - Brooklyn, NY"
Beliefs,Wed Feb 15,1,97,6,"257 W 39th , New York, NY",None,6:00 PM,"Feminine Powers: Opening The Gates To Love And Success - New York, NY"
Beliefs,Thu Feb 16,1,516,1,"123 4th Ave, 2nd FL (between 12th & 13th streets), New York, NY",6,7:30 PM,"Conscious Connections NYC - New York, NY"
Beliefs,Sat Feb 18,1,82,1,"10 Grand Army Plaza, Meeting Room 7, Brooklyn, NY",4,3:00 PM,"Starseed Nation - New York, NY"
Beliefs,Sun Feb 12,4,412,7,,46,2:00 PM,"Sound Healing Circle NYC - New York, NY"
Beliefs,None,4,None,None,None,None,None,"Friday Night Midtown Tarot Meetup - New York, NY"
Beliefs,None,1,None,None,None,None,None,"New York Buddhist Church - New York, NY"
Beliefs,Mon Feb 13,2,359,15,"7th & Washington Street , Hoboken , NJ",83,7:00 PM,"Shamanic Drum-Sound-Healing Circle - Hoboken, NJ"
Beliefs,Fri Feb 10,8,527,42,"4 West 43rd St. Suite 503, New York, NY",840,7:00 PM,"Past Lives, Dreams, Soul Travel throughout New York - New York, NY"
Beliefs,Sat Feb 11,10,379,10,"26 2nd Ave, New York, NY 10003, New York, NY",297,5:30 PM,"Kirtan Yoga & Bhagavad Gita As It Is Discourses -- NYC - New York, NY"
Beliefs,Tue Feb 14,15,"1,178",10,"123 4th Ave, 2nd FL (between 12th & 13th streets), New York, NY",520,6:30 PM,"ACIM-Based Guided Meditation - New York, NY"
Beliefs,None,None,None,None,None,None,None,"The Real Christian Ladies of New York - New York, NY"
Beliefs,None,6,178,None,None,None,None,"Reiki Healing Lights - New York, NY"
Beliefs,Mon Feb 13,31,123,31,"118 West 95th Street, New York, NY",None,7:15 PM,"Center for Jewish Renewal - New York, NY"
Beliefs,Sat Feb 11,1,87,1,,19,3:00 PM,"Raymond's Paranormal Group New York - New York, NY"
Beliefs,Fri Feb 10,1,149,3,"567 7th Avenue, New York, NY",16,7:00 PM,"NYC Metaphysical Den - New York, NY"
Beliefs,None,7,None,None,None,None,None,"The Work of Byron Katie NYC - New York, NY"
Beliefs,Sun Feb 12,3,108,20,"131 WEST 72ND STREET, New York City, NY",102,3:30 PM,"Bible Discussion Group NYC - New York, NY"
Beliefs,None,2,None,None,None,None,None,"Brooklyn Awakening Meditation and Dharma Center - Brooklyn, NY"
Beliefs,Sat Feb 11,3,164,9,"33 East 17th Street, The Cafe on the 3rd Floor, New York, NY",186,10:00 AM,"New York Tarot Tarotology Meetup - New York, NY"
Beliefs,None,5,"1,049",149,None,None,None,"Love-Works: Connecting Christians in NYC - New York, NY"
Beliefs,Wed Feb 15,21,412,6,,72,7:00 PM,"Intuitive Soul Group - New York, NY"
Beliefs,None,3,246,83,None,None,None,"Lectorium Rosicrucianum - New York City - New York, NY"
Beliefs,Wed Mar 15,1,76,None,"TBD, TBD, NY",None,7:00 PM,"METAPHYSICS MEET UP MINDS - New York, NY"
Beliefs,Wed Feb 15,10,279,71,"28 East 35th Street (red door), Manhattan, NY",None,7:00 PM,"Heartfulness Guided Meditation Meetup -  NYC - New York, NY"
Beliefs,Tue Feb 14,3,866,6,"444 Amsterdam Ave, New York, NY",83,5:00 PM,"Manifest Your Reality NYC! - New York, NY"
Beliefs,None,4,499,69,None,None,None,"Humanist Society of Metropolitan New York - New York, NY"
Beliefs,Mon Feb 13,20,306,16,"Address provided when you RSVP to The Tarot School at tarotschool.com, or call them at 800-804-2184., Forest Hills, NY",339,6:00 PM,"Murray Hill & Forest Hills Tarot Meetup~ Tarot Community - New York, NY"
Beliefs,None,1,84,None,None,None,None,"New York Yoga & meditation - New York, NY"
Beliefs,Tue Feb 21,9,32,2,Coming soon,None,7:00 PM,"MORE - Mastering Our Resourceful Energy - New York, NY"
Beliefs,Tue Feb 14,1,83,10,"452 Fifth Avenue, NYC , NY",18,7:30 PM,"Word Pro Quo : Bible Discussion - New York, NY"
Beliefs,Sat Feb 11,3,128,31,"875 Mamaroneck Avenue, Mamaroneck, NY",227,11:00 AM,"Theosophy Hall - New York, NY"
Beliefs,Sun Feb 19,1,570,18,"80 Fifth Avenue Suite 1104, New York, NY",182,2:00 PM,"Namaste Bookshop & Healing Center Meetup Group NYC - New York, NY"
Beliefs,None,1,None,None,None,None,None,"NYC Catholic Families - New York, NY"
Beliefs,Sun Feb 19,14,328,1,"18 W. 18th St., 6th floor, (Between 5th & 6th Aves., New York, NY",172,2:00 PM,"UFO - DISCLOSURE NETWORK NEW YORK - New York, NY"
Beliefs,Sun Feb 12,7,197,4,"240 E 53rd St, New York, NY",97,12:00 PM,"GnosticNYC - New York, NY"
Beliefs,Sat Feb 11,6,960,3,"Adelphi University - Manhattan Center, 75 Varick Street, New York, NY",209,1:00 PM,"NY Christians & Friends - New York, NY"
Beliefs,Mon Feb 13,1,959,20,"123 4th Ave, 2nd FL (between 12th & 13th streets), New York, NY",387,8:00 PM,"A Course in Miracles ongoing class - New York, NY"
Beliefs,Sat Feb 11,51,"1,769",17,"425  6th  Ave  (x 10th St), New York, NY",725,3:00 PM,"Center for Inquiry-New York City - New York, NY"
Beliefs,Sat Feb 11,13,522,7,"122 East 57th St, Suite 5F, New York, NY",330,12:00 PM,"The NYC Out-of-Body Experience Meetup - New York, NY"
Beliefs,Sat Feb 11,12,"1,056",7,"123 4th Ave, 2nd FL (between 12th & 13th streets), New York, NY",211,10:00 AM,"New York Shamanic Circle - New York, NY"
Beliefs,Mon Feb 20,17,719,2,,558,7:00 PM,"The Quran Discussion Group - New York, NY"
Beliefs,Sat Feb 11,1,127,10,"Central Library, Brooklyn, NY",50,4:00 PM,"Brooklyn Bible Studies - Brooklyn, NY"
Beliefs,Mon Feb 13,11,334,10,"34 west 28th Street, 3rd Floor, New York, NY",122,6:45 PM,"Psychic Development and Spirit Contact - New York, NY"
Beliefs,Wed Feb 15,1,86,None,,None,7:30 PM,"Shamanic Reiki Circle and Oneness Meditation - Brooklyn, NY"
Beliefs,None,1,None,None,None,None,None,"Plants of God - New York, NY"
Beliefs,None,2,482,1,None,19,None,"New York Self-Exploration: How to Be Your Own Psychologist - New York, NY"
Beliefs,Wed Feb 15,6,983,8,"419 Park Avenue South , New York, NY",51,7:00 PM,"Exploring New Ideas in Morality, Politics, and Culture NYC - New York, NY"
Beliefs,Wed Apr 19,8,706,2,"315 BROADWAY, NEW YORK, NY",40,6:30 PM,"The New York Spirituality Meetup Group - New York, NY"
Beliefs,Mon Feb 13,9,826,26,"230 Lexington Ave, New York, NY",227,7:30 PM,"Authentic Relating New York - New York, NY"
Beliefs,Fri Feb 10,4,314,164,"153 W 27th St, 7th Fl, New York, NY","2,216",2:00 PM,"Edgar Cayce's A.R.E. of New York -- Official Meetup Group - New York, NY"
Beliefs,Fri Feb 10,4,773,20,"150 W 46, New York, NY","1,125",6:00 PM,"NYC Psychic Training & Opening to Spirit Guidance - New York, NY"
Beliefs,None,49,None,None,None,None,None,"The NYC Paranormal Meetup - New York, NY"
Beliefs,Fri Feb 10,2,46,2,"12 St. Marks Place, New York, NY",None,6:00 PM,"Divine transmission through open eye meditation - New York, NY"
Beliefs,None,11,None,None,None,None,None,"Manhattan Psychic Meetup - New York, NY"
Beliefs,Sat Feb 11,32,883,7,"425 Avenue of the Americas, Manhattan, NY",207,3:00 PM,"The New York City Skeptics Meetup Group - New York, NY"
Beliefs,None,3,None,None,None,None,None,"AYAM Healing with Plants - New York, NY"
Beliefs,None,None,None,None,None,None,None,"Christian Young Professionals (NYC) Meetup - New York, NY"
Beliefs,Sat Feb 11,6,114,11,"23-35 Broadway (at Crescent St.), Astoria, NY",None,10:00 AM,"Malkhut - Astoria, NY"
Beliefs,Thu Feb 16,10,327,10,,182,7:00 PM,"Rupert Spira NY Non-Duality Group - New York, NY"
Beliefs,Sun Feb 12,15,"1,078",19,"213 West 82nd, New York, NY",885,4:00 PM,"Holy Trinity Parish - Community of Roman Catholics - NYC - New York, NY"
Beliefs,Sat Feb 11,6,"1,670",28,"134 West 29th Street (2nd FL), New York, NY",777,3:00 PM,"""Self Empowerment NYC - Achieving Your Greatness"" - New York, NY"
Beliefs,Sat Mar 4,4,201,2,,12,5:30 PM,"New York Church and a Pub - New York, NY"
Beliefs,Wed Mar 1,26,"1,642",2,"550 MADISON AVE, NYC, NY",504,5:30 PM,"The New York City Witches Meetup Group - New York, NY"
Beliefs,Wed Feb 15,26,645,10,,243,7:00 PM,"Seance in The City - New York, NY"
Beliefs,None,1,158,None,None,None,None,"New York Law of Attraction Meetup - New York, NY"
Beliefs,Sat Feb 11,5,"1,482",9,"440 9th Ave, New York, NY",411,7:30 PM,"The Jewish Social Group - New York, NY"
Beliefs,Mon Feb 13,6,"1,739",20,"123 4th Ave, 2nd FL (between 12th & 13th streets), New York, NY",621,7:00 PM,"Walk-In Spiritual Healing Clinic - New York, NY"
Beliefs,Fri Feb 10,53,"1,646",26,"18 Bleecker St, (entrance on Elizabeth), downstairs, New York, NY",915,7:00 PM,"Charmed By Starr Witches of New York Meetup Group - New York, NY"
Beliefs,Fri Feb 10,3,"1,158",10,"37 West 17th Street, 6th Floor, New York, NY",241,8:00 PM,"Wake Up New York - Meditation and Mindfulness - New York, NY"
Beliefs,Sat Feb 11,45,663,5,"384, 3rd Avenue, New York, NY",566,5:30 PM,"Secular Humanist Society of New York - New York, NY"
Beliefs,Tue Feb 21,5,734,1,"2 West 64th Street, New York, Ne",65,6:30 PM,"Feminist Freethinkers of NY - New York, NY"
Beliefs,Sat Feb 11,5,922,9,"enter at 70 St and Fifth Avenue, New York, NY",256,3:00 PM,"Empowered Christian Singles - New York, NY"
Beliefs,Sat Feb 11,11,"1,956",28,"134 West 29th Street (2nd FL), New York, NY",660,3:00 PM,"""Law of Attraction NYC - Awaken Your Genie"" - New York, NY"
Beliefs,Fri Feb 10,5,106,11,"12 St. Marks Place, New York, NY",None,6:00 PM,"Oneness Meditation and events in NYC, Conn,Penn,New Jersey - New York, NY"
Beliefs,None,4,None,None,None,None,None,"New York Millennial Muslims Meetup Group - New York, NY"
Beliefs,Fri Feb 10,13,"1,913",1,"49 Grove Street, New York, NY",187,6:30 PM,"The NYC Christian Social Group - New York, NY"
Beliefs,Fri Feb 10,64,"1,577",10,,"1,330",8:00 PM,"Gotham Atheists - New York, NY"
Beliefs,Sun Feb 12,15,"1,495",119,"2 West 64th Street, New York, NY","2,319",11:00 AM,"New York Society for Ethical Culture - New York, NY"
Beliefs,None,14,None,None,None,None,None,"Jews and Brews NYC - New York, NY"
Beliefs,Fri Feb 10,49,"1,718",1,"49 Grove Street, New York, NY",326,6:30 PM,"The Catholic Fellowship of NYC - New York, NY"
Beliefs,Fri Mar 3,69,"1,560",12,,204,7:00 PM,"The New York City Astrology Meetup - New York, NY"
Beliefs,None,1,250,2,None,None,None,"Happiness Adventure NYC - New York, NY"
Beliefs,None,10,"2,204",25,None,None,None,"Consciousness Hacking NYC - New York, NY"
Beliefs,None,45,53,None,None,None,None,"Autoconocimiento Interior - Woodside, NY"
Beliefs,None,3,220,1,"65 Jumel Terrace, New York, NY",17,None,"NYC ENTITY INVESTIGATIONS - Astoria, NY"
Beliefs,Thu Feb 16,1,176,1,"3232 steinway st, Astoria, NY",6,8:00 PM,"Sound Healing with the Pyradym - Astoria, NY"
Beliefs,Sun Feb 12,10,39,59,"182 First Street, Mineola, NY",None,3:00 PM,"Astoria Bible Fellowship - Astoria, NY"
