"company","pro"
"Crestron Electronics",",Free coffee all day"
"DuPont","very professional"
"DuPont",",Hot"
"DuPont",",People"
"DuPont",",caffa"
"DuPont",",Food on site, activities like ping pong and pool table. Friday afternoon social"
"DuPont",",Good pay, benefits, work"
"DuPont",",I loved working with a diverse group of people."
"DuPont",",They care about you & your family when there is an emergency"
"DuPont",",Wonderful training in chemical engineering, safety culture a foundational core value, always had interesting and challenging work experiences, was never bored!"
"DuPont",",free lunch"
"DuPont",",unlimited sickdays, 3 weeks vacation, flexible hours"
"Leidos","Decent pay"
"Leidos",",management support, training"
"Leidos",",Decent Pay, job security"
"Leidos",",Great people, great environment."
"Leidos",",Located in the heart of Reston Town Center"
"Leidos",",Being my own boss"
"Johns Hopkins University/Applied Physics Lab","Job security, 40 hour work weeks, insurance, 401k plans"
"Johns Hopkins University/Applied Physics Lab",",overtime"
"Johns Hopkins University/Applied Physics Lab",",Long employment possible"
"Johns Hopkins University/Applied Physics Lab",",Steady work, good work/life balance, good salary"
"Johns Hopkins University/Applied Physics Lab",",better than average retirement plan (403b), good commute location for the Baltimore/Washington area, convenient on-site cafeterias (overpriced)"
"Johns Hopkins University/Applied Physics Lab",",Working there/had its on softball league"
"Johns Hopkins University/Applied Physics Lab",",Free Flu shots, PPE's Safety-oriented;"
"Johns Hopkins University/Applied Physics Lab",",Cafeteria on site, great pay, well funded labs"
"Aetna","flexible schedule"
"Aetna",",Salary, employees, flexible schedules"
"Aetna",",Company provided lunches for busier times"
"Aetna",",The experiences"
"Aetna",",Great work/life balance"
"Aetna",",Good Benefits and Telework opportunities"
"Aetna",",Professional atmosphere"
"Aetna",",Mentoring, Work flexibility"
"Aetna",",work at home"
"Aetna",",great opportunities"
"Aetna",",401k, raises, paid time off."
"Aetna",",good pay"
"Aetna",",people very nice"
"Aetna",",401 is good salary competitive"
"The Henry M. Jackson Foundation","Early in and early out"
"LexisNexis","great work life balance"
"LexisNexis",",Free drinks and occasional meals"
"LexisNexis",",Great colleagues to work with in all departments."
"LexisNexis",",Cafeteria and gym access within the building"
"LexisNexis",",Lunch and breaks"
"LexisNexis",",Many dedicated smart colleagues working towards good products for customers' satisfaction."
"LexisNexis",",people"
"LexisNexis",",Family friendly, embrace my nerdy side"
"LexisNexis",",Office events, nationwide/global company, diversity, decent pay, range of benefits, smart/educated employees"
"LexisNexis",",Still some good benefits and flexibility"
"LexisNexis",",Huge campus with lots of ammenities, wonderful people, fun engaging work"
"Cargill","support continuing education, internal advancement"
"Cargill",",Good retirement"
"Cargill",",Opportunities for advancement, great leadership, team spirit"
"Cargill",",good health insurance, 401 k"
"Cargill",",good atmosphere and good people"
"Cargill",",opportunities to learn and be awarded certifications"
"Cargill",",good pay"
"Cargill",",Free Ham and Turkey on Thanksging and Christmas"
"Cargill",",Well paid, decent benefits, not to difficult work, great learning g experience"
"Cargill",",Great benefits"
"Cargill",",Excellent guiding Principals"
"Rent the Runway","Everything was great!"
"Rent the Runway",",Free lunch"
"Rent the Runway",",No stress work environment"
"Rent the Runway",",snacks"
"Rent the Runway",",Great Staff"
"Rent the Runway",",fast paced and fun"
"Rent the Runway",",Decent benefits"
"Rent the Runway",",Meeting new people, learning about the dry cleaning business"
"Rent the Runway",",Bagels on Friday"
"Rent the Runway",",its a job"
"Rent the Runway",",Amazing co-workers and free dress rentals"
"Rent the Runway",",Nice people"
"Rent the Runway",",Kind staff, very fun work environment"
"Rent the Runway",",Free Cofee"
"Lam Research","Excellent salary, friendly colleagues, nice perks."
"Lam Research",",Develop great skills"
"Lam Research",",Results orientated"
"Lam Research",",company's future is promising"
"Lam Research",",regular reviews, raises, and bonus checks"
"Lam Research",",Safety"
"Lam Research",",training in Semiconductors"
"The Nielsen Company","benefits, and all expenses cover, car provided."
"The Nielsen Company",",Free meals, lots of prizes!"
"The Nielsen Company",",Career building"
"The Nielsen Company",",Friendly Flexible working enviornment"
"The Nielsen Company",",The coworkers"
"The Nielsen Company",",Work from home"
"The Nielsen Company",",let you feel your way"
"The Nielsen Company",",Overtime"
"The Nielsen Company",",good salary, good environment"
"The Nielsen Company",",fun, nice"
"The Nielsen Company",",Great hours"
"The Nielsen Company",",nothing"
"The Nielsen Company",",great hours"
"Fractal Analytics","Highly ethical and transparent senior leadership"
"SAP","Able to work when I wanted."
"SAP",",Flexible scheduling, company culture"
"SAP",",Free lunch card to be used for breakfast or lunch"
"SAP",",work life balance"
"SAP",",free lunches, pink berry t-th, stocked fridge, events"
"SAP",",Discounted food when working"
"SAP",",management was teriffic."
"SAP",",Good Benefits, Good Pay, Good Work Environment, Well Respected Company by clients and Partners."
"SAP",",Excellent benefits!!!"
"SAP",",Personal & professional growth"
"Travelport","Work/life balance"
"Travelport",",Great Culture"
"Travelport",",flexible work life balance"
"Travelport",",Good people, fun and interesting projects"
"Travelport",",Work life balance is very good"
"Travelport",",Compensation is good."
"Travelport",",on the job training, healthy work environment"
"Apple","Team effort"
"Apple",",Gift Cards for any occasions"
"Apple",",Amazing break room/ team building"
"Apple",",Discounts, great on-campus services"
"Apple",",Busy"
"Apple",",Outstanding customer Care"
"Apple",",Work life balance and constant learning, Store Leader was very supportive"
"Pilot Flying J","Good overall teamwork"
"Pilot Flying J",",Awsome support given with great rewards."
"Pilot Flying J",",None"
"Pilot Flying J",",employee meal discount"
"Pilot Flying J",",Zero"
"Pilot Flying J",",discounted meals, decent benifits."
"Pilot Flying J",",family"
"Pilot Flying J",",Discount on lunches, easy to get hired, store discounts at Christmas, bonus structure for upper management"
"Pilot Flying J",",Good people, good hours"
"Pilot Flying J",",Some of the employees"
"Pilot Flying J",",good benefits. friendly environment. good pay."
"Pilot Flying J",",Fresh coffee, excellent rewards system"
"Pilot Flying J",",50% meal discount"
"Workday","Culture, comp, unlimited PTO, free healthy snacks, gym reimbursement, advancement"
"Workday",",Culture"
"Workday",",Top level management, employee focus"
"Workday",",Very exciting growth initiative"
"Workday",",Use of Agile development methodology, DEV/QA team members"
"Workday",",Great working environment"
"Workday",",Free fruit and nuts in the kitchen."
"Workday",",workday is built for technology of the 21st century, definitely recommend Workday HCM products, definitely on the right technology platform and headed in the right direction, intuitive, easy to navigate, multiple paths of navigation, Object/Action oriented approach gives another dimension to personnel data management, not an antiquated relational database"
"Workday",",Free bagels and coffee"
"Workday",",Free snacks, drinks, and catered lunches"
"Workday",",everything"
"Workday",",pays well."
"Micron Technology, Inc.","worked with good people."
"Micron Technology, Inc.",",Worked with a diverse group who made the shifts exciting especially during the holidays"
"Micron Technology, Inc.",",Incentive for reached production goals"
"Micron Technology, Inc.",",Good work ethics good benifits good place to work"
"Micron Technology, Inc.",",Some very good people"
"Micron Technology, Inc.",",Free coffee, competative pay, good healthcare"
"Micron Technology, Inc.",",Benefits and vacation time"
"Micron Technology, Inc.",",Pay"
"Micron Technology, Inc.",",long hours, short work weeks, overtime"
"Micron Technology, Inc.",",Boise, salaries, global"
"Intuit","All of them"
"Intuit",",Team building environment"
"Intuit",",Lunches every friday"
"Intuit",",cafeteria on site, ample parking, and an area to have down time in"
"Intuit",",Great benefits (medical, dental, vision, etc.), employee recognition, nice gym, etc."
"Intuit",",commission"
"Intuit",",Corporate culture, great technology"
"Intuit",",excellent pay, bonuses based on performance, great facility, great benefits"
"Epsilon","Work from home available 2 days, pay"
"Epsilon",",Most management is not at this location"
"Epsilon",",see the projects complete"
"Epsilon",",exceptional training and culture"
"Epsilon",",Work From Home"
"Epsilon",",Snacks"
"Epsilon",",Free lunch every other Friday, Great Team"
"Epsilon",",work-life must be balanced"
"Epsilon",",Work life balance."
"Epsilon",",Great location"
"Epsilon",",Benefits"
"Epsilon",",Flexible schedules, telecommuting"
"Epsilon",",easy job"
"Epsilon",",Great people, fast-paced, good benefits, free soda"
"Danone","flexibility"
"Danone",",Large World Wide Company"
"Danone",",Stront company with proven products in the market"
"Danone",",None"
"Danone",",free yogurt"
"Danone",",independence"
"Danone",",Great pay and benefits"
"Danone",",Pay"
"Danone",",free yogurt, smart and passionate people, fast-paced organization"
"Hudl","Unlimited Vacation, Paid Lunches"
"Johnson Controls","Pay is better than average."
"Johnson Controls",",training"
"Johnson Controls",",Smart and capable team members"
"Johnson Controls",",off on weekends"
"Johnson Controls",",free lunch"
"Johnson Controls",",Good pay"
"Johnson Controls",",non"
"Johnson Controls",",PAY"
"Johnson Controls",",Provided activitites at the workplace"
"Johnson Controls",",Learned alot about production, assembly and quality"
"Johnson Controls",",Good envoronment"
"University of New Mexico","Flexible"
"University of New Mexico",",The people were great and I miss them."
"University of New Mexico",",innovation and encouragement for excellence"
"University of New Mexico",",Good people"
"University of New Mexico",",Tuition Remission"
"University of New Mexico",",Meals where had on half hour break time"
"University of New Mexico",",Everything about New Mexico and UNM was fantastic"
"University of New Mexico",",Small close knit staff that worked well together"
"University of New Mexico",",The worked directly with the UNM Hospitals."
"Parker Hannifin","Benefits, Work Culture"
"Parker Hannifin",",Benefits were very good"
"Parker Hannifin",",You get to work with companies that run their business better and treat their employees with respect"
"Parker Hannifin",",Huge company"
"Parker Hannifin",",pay, benifits"
"Parker Hannifin",",Fast pace work shift goes by fast"
"Parker Hannifin",",none"
"Parker Hannifin",",Travel Budget, Expense Account, Company Car"
"Parker Hannifin",",Everyone on the production floor was a nice friendly person."
"Parker Hannifin",",Professional environment"
"Parker Hannifin",",pay benifits"
"Parker Hannifin",",Benefits - work balance"
