"company","con"
"Aetna",",Would've liked to make more money"
"Aetna",",Not much opportunity for advancement"
"Aetna",",Due to location of office, I have to pay for parking that is non reimbursable by company"
"Aetna",",Little advancement opportunities, lack of healthcare"
"Aetna",",insurance was not the best"
"Aetna",",do more with less....hard to have work/life balance"
"Aetna",",Car broke down and did not have transportation."
"Aetna",",supervisors in certain areas"
"Aetna",",strict guidelines for quality/quantity for processing"
"Aetna",",No life work balance"
"The Henry M. Jackson Foundation","Sometimes folks are slow submitting paperwork for clearances"
"LexisNexis","company direction"
"LexisNexis",",Unstable, out sourcing work."
"LexisNexis",",Benefits are expensive"
"LexisNexis",",Team leads slow making decisions"
"LexisNexis",",Too many changes and re-org within the company."
"LexisNexis",",job security"
"LexisNexis",",Management being pulled in different directions can cause confusion for individual contributors"
"LexisNexis",",Lack of promotion opportunities, cliques, not close to equal work/life balance, extremely high level of perfection required"
"LexisNexis",",Terrible senior management and unstable"
"LexisNexis",",Poor job security"
"Cargill","lower pay than comparable companies"
"Cargill",",Lots of overtime"
"Cargill",",Politics, can be high pressure environment"
"Cargill",",required weekends sometimes"
"Cargill",",dangerous"
"Cargill",",keeping track of your 401K investment"
"Cargill",",very unsafe"
"Cargill",",Short breaks"
"Cargill",",Higher management didn't communicate well with employees"
"Cargill",",Training ground for managers"
"Cargill",",Dealing with overzealous individuals who did not respect the guiding principles"
"Rent the Runway","no discounts for employees"
"Rent the Runway",",The long hours"
"Rent the Runway",",to many young people without the experience are moved up"
"Rent the Runway",",long hours, low pay, weekend shifts"
"Rent the Runway",",Slow days"
"Rent the Runway",",not enough hours.. looking for 30+weekly"
"Rent the Runway",",no lunch when busy"
"Rent the Runway",",None"
"Rent the Runway",",Communication issues with upper mangament"
"Rent the Runway",",they barelygive you 20 hrs"
"Rent the Runway",",""Interesting Management, "" Irate Customers, Low Inventory in the stores, Customer Service telling customers the wrong information, etc."
"Rent the Runway",",Bad pay, bad business practice"
"Rent the Runway",",More interaction from management"
"Lam Research","12 hour shifts, you work every weekend, you're a temp."
"Lam Research",",Always seem to be in a rush or ""crisis"""
"Lam Research",",demanding work environment"
"Lam Research",",to many contractors"
"Lam Research",",bad low level management"
"Lam Research",",2 yr temporary contract with no job security"
"The Nielsen Company","the places you have to visit some times very dangerous."
"The Nielsen Company",",Just part-time with no benefits."
"The Nielsen Company",",High attrittion"
"The Nielsen Company",",Were set in doing things in a certain way - not willing to change."
"The Nielsen Company",",Management"
"The Nielsen Company",",Healthcare options not great"
"The Nielsen Company",",no office space"
"The Nielsen Company",",short breaks"
"The Nielsen Company",",no benefits for part time employees"
"The Nielsen Company",",part time, evening"
"The Nielsen Company",",No benefits"
"The Nielsen Company",",nothing"
"The Nielsen Company",",hard to get full time"
"Fractal Analytics","Slowing organic growth, needs stronger management"
"SAP","No bennies as a freelancer."
"SAP",",Maybe you travel too much"
"SAP",",non"
"SAP",",Getting stuck outside during any event"
"SAP",",travel and the amount of classes you were required to learn and teach"
"SAP",",Not a single one."
"SAP",",Too much work. Ate lunch at my desk everyday."
"SAP",",Long hours"
"Travelport","Not a lot of growth opportunities"
"Travelport",",awful PTO packages, little training or direction"
"Travelport",",Repeated aquisitions and workforce reductions"
"Travelport",",Team Memeber and Technology"
"Travelport",",Training funds are low."
"Travelport",",pay not that great"
"Apple","Commute was far"
"Apple",",N/A"
"Apple",",Some times stressful and mixed signals from multiple managers"
"Apple",",Life/work balance"
"Apple",",Short lunch and breaks"
"Apple",",none"
"Apple",",Store was experiencing major changes in all roles across the board."
"Pilot Flying J","Not enough hours"
"Pilot Flying J",",Always on call"
"Pilot Flying J",",worked to death"
"Pilot Flying J",",envirnoment, staffing issue, some of thr managment"
"Pilot Flying J",",Very hostile enviorment"
"Pilot Flying J",",can barely take full breaks, lazy employees, hire anyone off the streets, no background check or drug test."
"Pilot Flying J",",crazy days"
"Pilot Flying J",",Stressful and overwhelming, pay can be low for the demands and expectations required of team members, inconsistency between corporate management and store level management"
"Pilot Flying J",",Gets real crazy sometimes"
"Pilot Flying J",",Management, Attitudes, and Negative response to substantial issues."
"Pilot Flying J",",open 24/7."
"Pilot Flying J",",Pay, Hours, Communications, Gossip"
"Pilot Flying J",",Poor management"
"Workday","None"
"Workday",",Answering to Wall Street Quarterly"
"Workday",",Poor junior and middle level managers"
"Workday",",Many shifts in departments keeping up with growth and some instability"
"Workday",",Poor people management"
"Workday",",Long Sales Cycles"
"Workday",",very disappointing experience, a lot of emphasis goes into the nurturing of the Grad Programs/Millennials, never at any given time felt the “employee friendly” environment that is boasted, definitely NOT the same (or better) ""employee friendly"" family from the old PEOPLESOFT days"
"Workday",",Management"
"Workday",",They are located in Pleasanton, CA"
"Workday",",none"
"Workday",",nothing"
"Workday",",hamster on wheels style projects."
"Micron Technology, Inc.","The hum"
"Micron Technology, Inc.",",shorts breaks"
"Micron Technology, Inc.",",Worked a lot of 12 hour days"
"Micron Technology, Inc.",",Highly stressfull work environment."
"Micron Technology, Inc.",",Micro management"
"Micron Technology, Inc.",",Difficult working environment a great deal of the time"
"Micron Technology, Inc.",",no cons.. I loved working there"
"Micron Technology, Inc.",",Vision and story can be nebulous, tough industry cycles, leadership is very variable"
"Intuit","They moved the Las Vegas office to Arizona"
"Intuit",",None"
"Intuit",",A lot of micromanaging"
"Intuit",",A ton of calls, little room for growth if you are temporary or seasonal."
"Intuit",",long hours no parking"
"Intuit",",job security"
"Epsilon","Long hours, no life balance, poor leadership"
"Epsilon",",Short staff."
"Epsilon",",having to correct poor drawings from the shipyard/planning yard"
"Epsilon",",job security"
"Epsilon",",Losing my job"
"Epsilon",",Company culture, growth opportunity, management"
"Epsilon",",Pay not equal to skills or title"
"Epsilon",",books, training, and tools and growth opportunities"
"Epsilon",",A lot of downsizing."
"Epsilon",",cost of healthcare, upward mobility hard to obtain"
"Epsilon",",management and job insecurity. 3 layoffs in 2016"
"Epsilon",",Very little opportunity to make improvements to the environment or your skill set"
"Epsilon",",unpaid holidays"
"Epsilon",",Low compensation, inflated titles, high offshoring, anti-LGBT"
"Danone","Food Service Frozen- Knew to the company as a whole"
"Danone",",Seeking growth with poor item launches"
"Danone",",On call 24/7"
"Danone",",jerk managers"
"Danone",",mileage"
"Danone",",Demand for extra hours and little home life balance."
"Danone",",Everything else"
"Danone",",poor work life balance, inexperienced managers, cut-throat culture"
"Hudl","Stressful"
"Johnson Controls","Human resources are not allocated as well as they could be."
"Johnson Controls",",hard work"
"Johnson Controls",",New Management"
"Johnson Controls",",hot work area"
"Johnson Controls",",break not longer"
"Johnson Controls",",7 days a week"
"Johnson Controls",",Very poor leadership"
"Johnson Controls",",long hours"
"Johnson Controls",",HOURS"
"Johnson Controls",",Breaks were too short"
"Johnson Controls",",Too much overtime at times"
"Johnson Controls",",No Cons"
"University of New Mexico","Communication is somewhat weak"
"University of New Mexico",",The job finally ended."
"University of New Mexico",",The lack of endowments for long term research."
"University of New Mexico",",Distance to campus"
"University of New Mexico",",No pay rises"
"University of New Mexico",",No breaks included on tours."
"University of New Mexico",",No cons to mention"
"University of New Mexico",",We were a satellite facility to the main hospital, and felt removed from administration"
"University of New Mexico",",Some of the hospitals were in other areas of town."
"Parker Hannifin","Working at newly acquired division involves culture shocks"
"Parker Hannifin",",Left the country"
"Parker Hannifin",",All benefits are being taken away, management is out of touch, job security is nonexistent, and they treat the employees horribly."
"Parker Hannifin",",Many layoffs, no job security"
"Parker Hannifin",",management"
"Parker Hannifin",",Not enough hire in position available"
"Parker Hannifin",",none"
"Parker Hannifin",",Management, Future, Little Opportunity for Advancement"
"Parker Hannifin",",Upper management is terrible."
"Parker Hannifin",",Age discrimination is common at this company!"
"Parker Hannifin",",management"
"Parker Hannifin",",Management style"
"Virginia Tech","Management picks favorites, too much to learn, often short-staffed"
"Virginia Tech",",You might not always get classroom locations and the work schedules you request"
"Virginia Tech",",Term-to-term contract"
"Virginia Tech",",It was a long daily drive for me."
"Virginia Tech",",none"
"Measured Progress, Inc.","management"
"Measured Progress, Inc.",",Nasty rumor mill"
