"company","position","salary","worklife","compensation","jobsecurity","management","culture","company.x","review","company.y","position","company.x.1","pro","company.y.1","con"
"Adobe","Marketing Associate",44000,4.1,4.2,3.7,3.6,4,"Adecco: USA",",a typical workday 8-12 hrs. Learned a lot about production and warehouse. Management was very motivated and helpful. Hardest part of the job was starting very early mornings. Most enjoyable part of the job was the work environment and the people.",NA,NA,NA,NA,NA,NA
"Advent Health Partners",NA,NA,3.5,2.5,2,2,2,"JPMorgan Chase",",Job Culture","Blizzard Entertainment",",GAME MASTER","City and County of Denver",",Located on Roslyn St., free parking, free water","CDPHP",",Healthcare"
"Aetna","Account Executive",76417,3.7,3.7,3.3,3.4,3.6,"Diverse Lynx",",good place to start for freshers, but you can only go so far. No issues with getting paid. that is the biggest advantage when compared to other desi consultants","Florida Blue",",PRODUCT SPECIALIST","Sabre",",Great development oportunities","HMS",",half hour break"
"Aetna","Claims Processor",32287,3.7,3.7,3.3,3.4,3.6,"Adecco: USA",",I like that they give u benefits as a temporary employee....",NA,NA,NA,NA,NA,NA
"Aetna","Customer Service Representative",27623,3.7,3.7,3.3,3.4,3.6,"Adecco: USA",",11.00 an hour ain't bad if u don't have many bills and live within means...",NA,NA,NA,NA,NA,NA
"Aetna","Senior Customer Service Representative",37319,3.7,3.7,3.3,3.4,3.6,"Adecco: USA",",They pretty good...",NA,NA,NA,NA,NA,NA
"Aetna","Member Services Representative",34447,3.7,3.7,3.3,3.4,3.6,"Adecco: USA",",Got hired permanent today...",NA,NA,NA,NA,NA,NA
"Aetna","Sales Support Representative",48098,3.7,3.7,3.3,3.4,3.6,"Adecco: USA",",11.95 hr now....",NA,NA,NA,NA,NA,NA
"Aetna","Customer Support Representative",28448,3.7,3.7,3.3,3.4,3.6,"Adecco: USA",",Pick pack and pay ",NA,NA,NA,NA,NA,NA
"Aetna","Consultant",53876,3.7,3.7,3.3,3.4,3.6,"Adecco: USA",",Being in charge of conducting your own time sheet ",NA,NA,NA,NA,NA,NA
"Aetna","Senior Consultant",71459,3.7,3.7,3.3,3.4,3.6,"Adecco: USA",",Lifting heavy items at times ",NA,NA,NA,NA,NA,NA
"Aetna","Underwriter",46289,3.7,3.7,3.3,3.4,3.6,"Adecco: USA",",Very ""hardworking job"" ",NA,NA,NA,NA,NA,NA
"Aetna","Claims Specialist",32599,3.7,3.7,3.3,3.4,3.6,"Adecco: USA",",Some locations very enthusiastic people some do not",NA,NA,NA,NA,NA,NA
"Aetna","Claims Analyst",38493,3.7,3.7,3.3,3.4,3.6,"Cox Media Group","The people here is mainly the only reason to stay. Great place to start and make connections. Get your work experience and then move on,","Wells Fargo","Bank Teller","Sabre",",Location, green building, excellent benefits, many employees are young, young at heart, and open minded people","HMS",",The pay was very low for me and the co-workers could be a challenge at best."
"Aetna","Claims Examiner",37414,3.7,3.7,3.3,3.4,3.6,"Adecco: USA",",Overall it is not a bad company to work for. The management team could be a little more eager to help with problems you may have. Although when they do get around to helping you problem is usually solved",NA,NA,NA,NA,NA,NA
"Aetna","Data Entry Clerk",16.12,3.7,3.7,3.3,3.4,3.6,"Adecco: USA",",The job was okay. Job culture could have been much better and organized. I enjoyed the job security there, you are guaranteed to get  plenty of hours (which I enjoyed).",NA,NA,NA,NA,NA,NA
"Aetna","Insurance Specialist",84601,3.7,3.7,3.3,3.4,3.6,"Adecco: USA",",I would work for this company again if I had the opportunity. I would love to have been given a permanent position with this company . I would love to have been in a different vertical though but other than that I really had a wonderful experience working for this company.",NA,NA,NA,NA,NA,NA
"Aetna","Office Assistant",20.46,3.7,3.7,3.3,3.4,3.6,"Adecco: USA",",quality control inspector",NA,NA,NA,NA,NA,NA
"Aetna","Administrative Officer",48.06,3.7,3.7,3.3,3.4,3.6,"Adecco: USA",",shipping",NA,NA,NA,NA,NA,NA
"Aetna","Insurance Agent",96216,3.7,3.7,3.3,3.4,3.6,"Adecco: USA",",8am to 4pm",NA,NA,NA,NA,NA,NA
"Aetna","Service Consultant",43033,3.7,3.7,3.3,3.4,3.6,"Adecco: USA",",management was not good was not balanced right.",NA,NA,NA,NA,NA,NA
"Aetna","Sales Executive",55663,3.7,3.7,3.3,3.4,3.6,"Adecco: USA",",co workers was friendly",NA,NA,NA,NA,NA,NA
"Aetna","Account Manager",71449,3.7,3.7,3.3,3.4,3.6,"Adecco: USA",",i learned shipping",NA,NA,NA,NA,NA,NA
"Aetna","Administrative Assistant",19.34,3.7,3.7,3.3,3.4,3.6,"Adecco: USA",",My experience was ok. There was sometimes a lack of communication between managers which can make things a little disorganized in the work place.",NA,NA,NA,NA,NA,NA
"Aetna","Management Associate",40920,3.7,3.7,3.3,3.4,3.6,"Cox Media Group",",I loved going to work every day. Too bad it was just a contract. I liked the interactions with the team and employees, it was a great atmosphere to work in.","Wells Fargo",",Customer Service Specialist III","Sabre",",Easy job","Salesforce","I wish I was hired"
"Aetna","Engagement Manager",16,3.7,3.7,3.3,3.4,3.6,"Design Strategy","I joined Design Strategy in 2004 as a Account Executive selling IT consulting services and IT staffing services.  This position has changed my career for the better as well as my family's lifestyle!   Management provides excellent support for our efforts ranging from a top notch recruiting team, hard working support staff, great tools ranging from the recruiting and CRM software system to Surface laptops and smartphones.  Our team helps me consistently place ",NA,NA,NA,NA,NA,NA
"Aetna","Manager",47999,3.7,3.7,3.3,3.4,3.6,"Design Strategy",",20-30 new technology professionals on an annual basis.  The strong performance of our resources leads to repeat business.  Long hours are necessary to be successful - this business can be stressful at times but well worth it overall!",NA,NA,NA,NA,NA,NA
"Affinion Group",NA,NA,3.3,3.4,2.8,2.9,3.1,"Design Strategy",",Sales and Recruiters work well together and have fun while making money!  It's a great group of people and a good work environment.",NA,NA,NA,NA,NA,NA
"Akamai Technologies","Practice Manager",137657,4,4.1,3.5,3.6,3.9,"Design Strategy",",The requirements are direct client relationships and the screening process is more in-depth than your average staffing firm which in turn creates a quality over quantity environment. ",NA,NA,NA,NA,NA,NA
"Akamai Technologies","Senior Application Engineer",117158,4,4.1,3.5,3.6,3.9,"Design Strategy",",The commission plan for Recruiters and Sales is the best I've seen in the business (for both contract and full-time). ",NA,NA,NA,NA,NA,NA
"Akamai Technologies","Software Test Engineer",104793,4,4.1,3.5,3.6,3.9,"Design Strategy",",The hours can be long at times but most days it is  8:30am to 6pm with some nights and weekend work when needed (hopefully it pays off with a placement though). ",NA,NA,NA,NA,NA,NA
"Akamai Technologies","Senior Software Engineer",122479,4,4.1,3.5,3.6,3.9,"Design Strategy",",Management is always available and in tune with day to day successes and issues. They have created a team environment where you feel comfortable bouncing ideas off of each other. ",NA,NA,NA,NA,NA,NA
"Akamai Technologies","Software Architect",98168,4,4.1,3.5,3.6,3.9,"Design Strategy",",The Sales & Recruiter Coordinator is helpful and always available to assist Sales & Recruiting with entering jobs and assisting clients and  formatting resumes (it's nice that they have someone like this b/c a lot of companies don't have a good support staff).",NA,NA,NA,NA,NA,NA
"Akamai Technologies","Senior Quality Assurance Engineer",112568,4,4.1,3.5,3.6,3.9,"Design Strategy",",The most challenging part of the job is finding qualified talent in a tight market, however the company does try to provide the recruiters with all the necessary tools to recruit and is open to ideas on how to improve sourcing. ",NA,NA,NA,NA,NA,NA
"Akamai Technologies","Senior System Engineer",122599,4,4.1,3.5,3.6,3.9,"Design Strategy",",The company offers ongoing training and mentorship to both junior and senior level staff and encourages communication between Recruiting and Sales.",NA,NA,NA,NA,NA,NA
"Akamai Technologies","System Engineer",105153,4,4.1,3.5,3.6,3.9,"Cox Media Group",",Cox media has been a good place to work after I graduated from college. I have learned quite a bit during my time there and they have treated me very well.","Reed Elsevier",",Project Coordinator","Bloomberg",",You'll meet and work with some great people","Humana",",Very profesional and diversity"
"Akamai Technologies","Performance Engineer",124192,4,4.1,3.5,3.6,3.9,"The Jackson Laboratory","Room for job growth and advancement.  ",NA,NA,NA,NA,NA,NA
"Akamai Technologies","Technical Support",74287,4,4.1,3.5,3.6,3.9,"The Jackson Laboratory",",Everyone is helpful and readdy to assist if extra work is given.",NA,NA,NA,NA,NA,NA
"Akamai Technologies","Senior Technical Support",98372,4,4.1,3.5,3.6,3.9,"The Jackson Laboratory",",Lifting and and some heacy pushing of cages is required.",NA,NA,NA,NA,NA,NA
"Akamai Technologies","Engagement Manager",127828,4,4.1,3.5,3.6,3.9,"The Jackson Laboratory",",Gym on campus",NA,NA,NA,NA,NA,NA
"Akamai Technologies","Senior Engagement Manager",140302,4,4.1,3.5,3.6,3.9,"The Jackson Laboratory",",Independent work ",NA,NA,NA,NA,NA,NA
"Akamai Technologies","Senior Operations Analyst",92626,4,4.1,3.5,3.6,3.9,"The Jackson Laboratory",",Teamwork ",NA,NA,NA,NA,NA,NA
"Akamai Technologies","Program Manager",99181,4,4.1,3.5,3.6,3.9,"The Jackson Laboratory",",Goals ",NA,NA,NA,NA,NA,NA
"Akamai Technologies","Learning and Development Manager",114420,4,4.1,3.5,3.6,3.9,"The Jackson Laboratory",",Great lunch time ",NA,NA,NA,NA,NA,NA
"Akamai Technologies","Senior Program Manager",101599,4,4.1,3.5,3.6,3.9,"The Jackson Laboratory",",Campus cafe ",NA,NA,NA,NA,NA,NA
"Akamai Technologies","Business Systems Analyst",103070,4,4.1,3.5,3.6,3.9,"The Jackson Laboratory",",Get leave time ",NA,NA,NA,NA,NA,NA
"Akamai Technologies","Systems Analyst",92389,4,4.1,3.5,3.6,3.9,"Cox Media Group",",Great people; poor management and HR department. ","Wells Fargo",",Manager","Sabre",",New technology","Salesforce",",Non"
"Akamai Technologies","Operations Analyst",89802,4,4.1,3.5,3.6,3.9,"The Jackson Laboratory",",Work 7-3:30 shift ",NA,NA,NA,NA,NA,NA
"Akamai Technologies","Senior Logistics Specialist",78342,4,4.1,3.5,3.6,3.9,"The Jackson Laboratory",",Have buses from Bangor Ellsworth and cherry field",NA,NA,NA,NA,NA,NA
"Akvelon, Inc.","Senior Software Developer",88542,4,4,4,3,3.5,"The Jackson Laboratory",",I agree with the other post on how bad on how terrible management and integrity of scientific values are. Some principal investigator",NA,NA,NA,NA,NA,NA
"Akvelon, Inc.","Software Developer",87000,4,4,4,3,3.5,"The Jackson Laboratory",",treatment of employees really bad, not tearm work. Demanding the impossible in work, and overwhelming stressful workplace (physically and mentally, as a result so many injuries are happening). Over working hour in the weekend and they believe in favoritism and quantity over quality.",NA,NA,NA,NA,NA,NA
"Akvelon, Inc.","Software Engineer",85642,4,4,4,3,3.5,"The Jackson Laboratory",",I agree with the other post on how bad on how terrible management and integrity of scientific values are.",NA,NA,NA,NA,NA,NA
"Alion Science and Technology","Lead Analyst",26.24,3.8,3.7,3,3.3,3.5,"The Jackson Laboratory",",Terrible treatment of employees (really bad), customer service skills lacking (everyday making new rules in all departments) Demanding the impossible in work, and overwhelming stressful workplace (physically and mentally, as a result so many injuries are happening). They believe in favoritism and quantity over quality. Mostly all coworkers believe the have received the one over and are unhappy ( not just 2 or 3, a LOT like 40 or 50)",NA,NA,NA,NA,NA,NA
