,Source,gMag,gSent,gentity1,gentity1salience,gentity1type,gentity2,gentity2salience,gentity2type,gentity3,gentity3salience,gentity3type,gentity4,gentity4salience,gentity4type,gentity5,gentity5salience,gentity5type,gtopic1,gtopic2,gtopic3,gtopic4,gtopic5,id,lenArticle,lenGoogleAPIentities,lenGoogleAPItokens,lenTextRazorAPIcoarseTopics,lenTextrazorAPIentailments,lenTextrazorAPIentities,lenTextrazorAPIproperties,lenTextrazorAPIrelations,lenTextrazorAPIsentences,lenTextrazorAPItopics,tentity1,tentity1salience,tentity1type,tentity2,tentity2salience,tentity2type,tentity3,tentity3salience,tentity3type,tentity4,tentity4salience,tentity4type,tentity5,tentity5salience,tentity5type
53,reutersbasic,3.9,-0.1,Tom Price,0.40700364,PERSON,Affordable Care Act,0.20070675,PERSON,Donald Trump,0.088143215,PERSON,Department of Health and Human Services,0.051952973,PERSON,secretary,0.02787094,PERSON,Patient Protection and Affordable Care Act,Tom Price (U.S. politician),Politics of the United States,Public sphere,Government of the United States,-1687297639,2615,4307,5230,651,976148,59525,4755,157179,157179,33140,Patient Protection and Affordable Care Act,1.0,,Medicare (United States),0.8491,Agent,United States Department of Health and Human Services,0.7205,Agent,Paul Ryan,0.7175,Agent,Planned Parenthood,0.6809,Agent
54,reutersbasic,4.8,0.1,Lady Gaga,0.22576351,PERSON,Donald Trump,0.10185108,PERSON,Piya Sinha-Roy Standing,0.07344283,PERSON,Super Bowl,0.0592174,PERSON,unity,0.026106542,PERSON,Lady Gaga,Performing arts,Pledge of Allegiance,Donald Trump,Born This Way (song),-1692040389,2761,5052,5522,648,857759,51187,5071,173549,173549,33016,Lady Gaga,0.553,MusicalArtist,Bad Romance,0.5082,Work,God Bless America,0.4229,Work,Poker Face (Lady Gaga song),0.4223,Work,Donald Trump,0.3754,Agent
55,foxbasic,3.0,0.1,Donald Trump,0.61268437,PERSON,executive order,0.13051282,PERSON,things,0.03877511,PERSON,presidency,0.018939514,PERSON,start,0.016429478,PERSON,Donald Trump,Elon Musk,Tesla Motors,Politics,SpaceX,-1706674593,1870,3238,3740,659,804263,35540,4134,111582,111582,35926,Elon Musk,0.5464,Agent,Facebook,0.3979,Work,SpaceX,0.3828,Agent,Spotify,0.3597,Work,Intel,0.3514,Agent
56,foxbasic,5.3,-0.2,84 Lumber,0.25349024,ORGANIZATION,politician,0.08584905,ORGANIZATION,United States,0.052275103,ORGANIZATION,commercial,0.04774429,ORGANIZATION,Super Bowl,0.044386238,ORGANIZATION,Advertising,Super Bowl commercials,Donald Trump,Brand,United States,-1707965675,4029,5487,8058,656,1773100,59434,9391,267623,267623,26356,Donald Trump,0.588,Agent,Budweiser,0.493,Food,The New York Times,0.4808,Work,Anheuser-Busch,0.4368,Agent,Republican Party (United States),0.4272,Agent
57,reutersbasic,3.2,0.0,Betsy DeVos,0.37011066,PERSON,Donald Trump,0.1659699,PERSON,U.S. Senate,0.084588505,PERSON,Mike Pence,0.080268,PERSON,DeVos,0.06108662,PERSON,United States Senate,Donald Trump,Democratic Party (United States),Republican Party (United States),President of the United States,-1709683916,3873,6475,7746,657,1035225,86932,8339,218766,218766,30338,Mitch McConnell,0.6947,Agent,Mike Pence,0.6672,Agent,Chuck Schumer,0.6282,Agent,Republican Party (United States),0.6271,Agent,Susan Collins,0.625,Agent
58,foxbasic,4.3,0.1,Todd Starnes,0.3823535,PERSON,American,0.051763684,PERSON,culture,0.049772907,PERSON,values,0.040231913,PERSON,basket,0.029262174,PERSON,Politics,Politics of the United States,Mike Huckabee,United States,American political people,-172021211,1618,3086,3236,649,449666,21710,4428,101113,101113,26970,Mike Huckabee,0.4612,Agent,Donald Trump,0.4476,Agent,Republican Party (United States),0.4184,Agent,Hillary Clinton,0.4161,Agent,United States,0.3793,Place
59,cnnbasic,4.4,0.2,Indian,0.47125632,LOCATION,Boeing,0.14116722,LOCATION,aviation giant,0.036371868,LOCATION,U.S.,0.035135053,LOCATION,company,0.028739568,LOCATION,Boeing,Make in India,Military aviation,Aeronautics,Aircraft,-1727571997,2152,3797,4304,666,845796,55272,4237,132315,132315,25769,Boeing,0.7202,Agent,Boeing F/A-18E/F Super Hornet,0.7157,Product,Lockheed Martin,0.6193,Agent,Boeing CH-47 Chinook,0.5369,Product,Fighter aircraft,0.5307,
60,cnnbasic,5.7,-0.1,Elizabeth Warren,0.5046756,PERSON,Donald Trump,0.3523854,PERSON,Democratic Party,0.012042602,PERSON,meeting,0.0067017633,PERSON,sources,0.0067017633,PERSON,Donald Trump,Democratic Party (United States),Jeff Sessions,Politics of the United States,Presidency of the United States,-1727886587,3021,4473,6042,652,913151,50313,7507,188468,188468,25996,"United States presidential election, 2016",0.6529,Event,Elizabeth Warren,0.6467,Agent,Donald Trump,0.6191,Agent,Kelly Ayotte,0.5895,Agent,Hillary Clinton,0.587,Agent
61,reutersbasic,10.3,-0.2,Donald Trump,0.4491206,PERSON,election,0.047600534,PERSON,election,0.032741375,PERSON,Reuters,0.014352951,PERSON,Ipsos,0.014352951,PERSON,Donald Trump,Democratic Party (United States),Opinion poll,Hillary Clinton,Republican Party (United States),-1750394822,6663,8551,13326,649,2098757,87311,15021,426953,426953,32282,Hillary Clinton,0.7988,Agent,Bernie Sanders,0.6488,Agent,Republican Party (United States),0.6473,Agent,Donald Trump,0.5873,Agent,Newt Gingrich,0.5838,Agent
62,cnnbasic,1.6,0.2,Afghanistan,0.27485552,LOCATION,United States,0.18622355,LOCATION,coalition,0.09595122,LOCATION,NATO,0.055475853,LOCATION,John Nicholson,0.04164672,LOCATION,Afghanistan,Taliban,Politics of Afghanistan,NATO,Afghan National Army,-175181874,2709,3934,5418,652,1091121,63972,5695,157414,157414,44715,Taliban insurgency,0.7115,Event,Taliban,0.7056,,John McCain,0.62,Agent,NATO,0.5924,Agent,Afghanistan,0.5676,Place
63,cnnbasic,13.7,0.2,David Attenborough,0.49396637,PERSON,voice,0.06687191,PERSON,Christiane Amanpour,0.049708985,PERSON,world,0.0402819,PERSON,Zoo Quest,0.017328577,PERSON,David Attenborough,Extinction,Life on Earth (TV series),Climate change,Zoo Quest,-1752070732,3938,6021,7876,653,1376029,58304,8552,251339,251339,33151,David Attenborough,0.8653,Agent,Charles Darwin,0.5488,Agent,Thomas Henry Huxley,0.5183,Agent,Extinction,0.483,,Endangered species,0.4473,
64,reutersbasic,5.3,0.3,Directors Guild of America,0.21709487,ORGANIZATION,Oscars,0.06915746,ORGANIZATION,documentary maker,0.064911835,ORGANIZATION,Chazelle,0.06394312,ORGANIZATION,feature film award winners,0.047580805,ORGANIZATION,Academy Awards,Directors Guild of America,La La Land (film),Film,Cinema of Southern California,-1772926605,2133,4374,4266,662,657402,41922,4927,122438,122438,33230,Emma Stone,0.638,Agent,Golden Globe Award,0.616,Award,Academy Awards,0.6139,Award,Directors Guild of America,0.4888,Agent,Ridley Scott,0.449,Agent
65,reutersbasic,1.4,-0.7,Kanye West,0.56085724,PERSON,meeting,0.07335722,PERSON,Donald Trump,0.06970739,PERSON,teachers,0.06474043,PERSON,celebrity supporters,0.04201878,PERSON,Donald Trump,Twitter,Politics,Kanye West,Social media,-179695725,1540,2430,3080,659,535364,26357,3810,96075,96075,28459,Twitter,0.5379,Work,Kanye West,0.5187,MusicalArtist,Donald Trump,0.469,Agent,Chicago,0.2807,Place,Muslim,0.07698,
66,foxbasic,6.6,-0.1,Republicans,0.16629727,ORGANIZATION,New Hampshire,0.041753937,ORGANIZATION,movement,0.038155496,ORGANIZATION,Eric Greitens,0.0320369,ORGANIZATION,way,0.031225348,ORGANIZATION,Right-to-work law,Republican Party (United States),Union (American Civil War),Trade union,New Hampshire,-1800767657,4166,6552,8332,652,1903861,81004,6784,298386,298386,30838,Republican Party (United States),0.8159,Agent,Right-to-work law,0.7403,,Trade union,0.6541,,United States Congress,0.6409,Place,Barack Obama,0.5932,Agent
67,cnnbasic,4.9,0.0,Tiffany,0.43708035,ORGANIZATION,Frederic Cumenal,0.12775439,ORGANIZATION,Trump,0.06380503,ORGANIZATION,results,0.040658753,ORGANIZATION,Privacy Policy,0.031932708,ORGANIZATION,Tiffany & Co.,Economy,Politics,Trump Tower (New York City),New York City,-1805960912,1626,2510,3252,659,564086,26375,3548,94251,94251,22270,,,,,,,,,,,,,,,
68,cnnbasic,10.0,0.0,Chinese,0.22248338,LOCATION,policy,0.22208588,LOCATION,Donald Trump,0.12495474,LOCATION,American,0.029012626,LOCATION,Taiwan,0.024862304,LOCATION,Donald Trump,China,Trade,One-China policy,Taiwan,-1806498708,3377,4564,6754,650,1377018,86097,6741,226958,226958,30069,Protectionism,0.5553,,Donald Trump,0.5347,Agent,Xi Jinping,0.5228,Agent,China,0.5124,Place,Taiwan,0.4739,Place
69,foxbasic,3.0,0.0,singer,0.12570474,PERSON,halftime show,0.07948167,PERSON,spirit,0.0623858,PERSON,equality,0.0623858,PERSON,hit songs,0.059955087,PERSON,Lady Gaga,The Edge of Glory,Singles (music),Song recordings,American musicians,-1833069065,1668,3091,3336,652,536066,29761,3395,110750,110750,32302,Bad Romance,0.7059,Work,Lady Gaga,0.6418,MusicalArtist,Poker Face (Lady Gaga song),0.599,Work,Donald Trump,0.3881,Agent,NRG Stadium,0.3317,Place
70,cnnbasic,26.2,-0.2,Affordable Care Act.,0.77324015,OTHER,Bernie Sanders,0.03867984,OTHER,Republicans,0.02150412,OTHER,Ted Cruz,0.014112646,OTHER,name,0.009018116,OTHER,Patient Protection and Affordable Care Act,Republican Party (United States),Democratic Party (United States),Health insurance,Medicaid,-1840898682,9590,9910,19180,651,4104438,138306,18304,589811,589811,33306,Patient Protection and Affordable Care Act,1.0,,Medicare (United States),0.9287,Agent,Health insurance,0.8982,,Ted Cruz,0.8429,Agent,Barack Obama,0.8399,Agent
71,foxbasic,7.3,0.2,Neil Gorsuch,0.67744714,PERSON,Donald J. Trump,0.08917639,PERSON,Senator Schumer,0.039228633,PERSON,Barack Obama,0.01749073,PERSON,Democrats,0.013375467,PERSON,United States Senate,Supreme Court of the United States,Barack Obama,Donald Trump,Antonin Scalia,-184587711,3834,6278,7668,651,1148606,79566,8620,215246,215246,36141,Supreme Court of the United States,0.8214,Place,Antonin Scalia,0.7023,Agent,Joe Biden,0.698,Agent,Hillary Clinton,0.6935,Agent,Barack Obama,0.6716,Agent
72,foxbasic,2.4,-0.2,Trump,0.14638314,PERSON,ban,0.127204,PERSON,Islamic State,0.11801367,PERSON,The Blessed Ban,0.08146714,PERSON,fighters,0.07464101,PERSON,Islamic State of Iraq and the Levant,Iraq,Politics,Conflicts,Middle East,-1849582140,1106,2236,2212,652,329520,21037,1571,65352,65352,42381,Islamic State of Iraq and the Levant,0.9603,Place,Mosul,0.5281,Place,Iraq,0.4253,Place,Syria,0.39,Place,Libya,0.3567,Place
73,cnnbasic,16.3,0.0,Elizabeth Warren,0.5443163,PERSON,Mitch McConnell,0.03890533,PERSON,skill,0.027257873,PERSON,kind,0.022202052,PERSON,executive,0.019910596,PERSON,Coretta Scott King,Elizabeth Warren,Mitch McConnell,Lindsey Graham,Mike Huckabee,-186253078,5276,5932,10552,648,2480632,22082,9070,341215,341215,25020,Lindsey Graham,0.5695,Agent,Mike Huckabee,0.5604,Agent,Donald Trump,0.5453,Agent,Mitch McConnell,0.4813,Agent,Civil disobedience,0.4658,
74,reutersbasic,10.4,0.0,Ricky Gervais,0.6278234,PERSON,The Office,0.05830974,PERSON,man,0.025021724,PERSON,Donald Trump,0.02082473,PERSON,British,0.020219948,PERSON,David Brent,Ricky Gervais,Entertainment,David Brent: Life on the Road,Creative works,-1876322685,2405,3012,4810,649,990905,28489,5378,171586,171586,24770,Ricky Gervais,0.6318,Agent,Donald Trump,0.3246,Agent,United Kingdom,0.2348,Place,Stand-up comedy,0.2236,,,,
75,reutersbasic,9.2,0.0,Robart,0.4505182,PERSON,Douglas Adkins,0.05816281,PERSON,Trump,0.04883245,PERSON,reaction,0.03168129,PERSON,Justice Department,0.021237379,PERSON,Donald Trump,President of the United States,George W. Bush,Judge,Federal government of the United States,-1891635098,4286,6335,8572,650,1583129,69199,8717,251352,251352,37213,United States Congress,0.6712,Place,George W. Bush,0.6551,Agent,Separation of powers,0.5646,,Judiciary,0.5551,,Republican Party (United States),0.5199,Agent
76,foxbasic,1.6,-0.1,Donald Trump,0.40676177,PERSON,Chinese,0.26550865,PERSON,Xi Jinping,0.08517179,PERSON,Lunar New Year,0.02985256,PERSON,relationship,0.026580058,PERSON,China,Donald Trump,Xi Jinping,Foreign policy,Politics,-1926415818,2666,3644,5332,659,752945,66558,6239,154404,154404,25847,Taiwan,0.5683,Place,China,0.5236,Place,Xi Jinping,0.5021,Agent,North Korea,0.4904,Place,Donald Trump,0.4127,Agent
77,reutersbasic,1.7,0.3,Richard Branson,0.46543866,PERSON,Barack,0.07100308,PERSON,president,0.030845761,PERSON,island,0.030845761,PERSON,sport,0.029618265,PERSON,Kitesurfing,Barack Obama,Surfing,2016 Summer Olympics,Richard Branson,-1933107551,1583,2433,3166,649,382880,30828,2527,94020,94020,22557,Richard Branson,0.3661,Agent,Rio de Janeiro,0.2328,Place,British Virgin Islands,0.1583,Place,Virgin Group,0.1447,Agent,,,
78,cnnbasic,12.0,0.0,Canada,0.26105425,LOCATION,Mexican,0.12935188,LOCATION,United States,0.120231114,LOCATION,Trump,0.09743926,LOCATION,NAFTA,0.09740666,LOCATION,North American Free Trade Agreement,Donald Trump,United States,Canada,Mexico,-1943720251,3962,4344,7924,658,1441145,104219,7669,243695,243695,25185,North American Free Trade Agreement,0.7474,Agent,Justin Trudeau,0.5016,Agent,Ronald Reagan,0.4948,Agent,Mexico,0.3514,Place,,,
79,reutersbasic,5.5,0.0,Trump,0.20475602,PERSON,Elon Musk,0.19295444,PERSON,United States,0.07759517,PERSON,Uber Technologies Inc's,0.04755902,PERSON,brief,0.0320733,PERSON,United States,Donald Trump,Uber (company),Immigration,Facebook,-1973996944,3808,5828,7616,656,1457246,80648,7932,213696,213696,37829,Uber (company),0.6513,Agent,Donald Trump,0.6216,Agent,United States,0.6094,Place,Facebook,0.6051,Work,Elon Musk,0.5914,Agent
80,cnnbasic,13.9,0.0,Donald Trump,0.36726198,PERSON,stretch,0.050612908,PERSON,LPL,0.035455,PERSON,Dow,0.027581306,PERSON,Privacy Policy,0.024492817,PERSON,Donald Trump,Dow Jones Industrial Average,Investor,China,Wall Street,-1984747486,3930,5439,7860,659,1638690,53696,7720,256114,256114,28069,Citigroup,0.5141,Agent,Donald Trump,0.4907,Agent,Hillary Clinton,0.4885,Agent,United States,0.4495,Place,Mexico,0.3758,Place
81,reutersbasic,4.5,-0.1,Malcolm Turnbull,0.7155298,PERSON,member,0.022042554,PERSON,right,0.022042554,PERSON,conservative party,0.01633364,PERSON,One Nation,0.016034504,PERSON,Malcolm Turnbull,Pauline Hanson's One Nation,Coalition (Australia),Conservatism,Politics,-1992501047,2794,4187,5588,653,973883,45717,6419,164307,164307,26001,Tony Abbott,0.7997,Agent,Malcolm Turnbull,0.7574,Agent,Liberal Party of Australia,0.7432,Agent,Pauline Hanson,0.6516,Agent,Newspoll,0.5776,Agent
82,reutersbasic,5.4,0.0,stocks,0.1741776,OTHER,options market,0.04304617,OTHER,stock market volatility,0.041635234,OTHER,slump,0.041085344,OTHER,shares,0.032657985,OTHER,Option (finance),Stock,Stock market,Economic institutions,Equity securities,-2006882990,3109,4182,6218,663,1593175,41826,6074,197835,197835,21147,Stock market,0.7358,,S&P 500 Index,0.6715,,Merrill Lynch,0.3766,Agent,Thomson Reuters,0.355,Agent,BNP Paribas,0.3458,Agent
83,foxbasic,4.6,-0.1,Luther Strange,0.44227427,PERSON,Alabama,0.07040689,PERSON,Bentley,0.069023915,PERSON,U.S. Senate,0.05386323,PERSON,Strange,0.049698673,PERSON,Jeff Sessions,United States Senate,Attorney general,Politics of the United States,United States,-2013717908,3135,4491,6270,652,1175054,60216,6381,188135,188135,33068,Jeff Sessions,0.7943,Agent,Barack Obama,0.5975,Agent,Deepwater Horizon oil spill,0.4995,,Republican Party (United States),0.4977,Agent,Donald Trump,0.4813,Agent
84,cnnbasic,12.0,0.1,Domino,0.13747841,ORGANIZATION,Chipotle,0.11289449,ORGANIZATION,Papa John's,0.06793494,ORGANIZATION,Donald Trump,0.055701256,ORGANIZATION,Peyton Manning,0.031142721,ORGANIZATION,Domino's Pizza,Papa John's Pizza,Chipotle Mexican Grill,Pizza Hut,McDonald's,-201610543,3348,5163,6696,662,1148165,57495,8618,208541,208541,28550,Yum! Brands,0.6861,Agent,KFC,0.6178,Agent,Peyton Manning,0.5575,Agent,McDonald's,0.5379,Agent,Pizza Hut,0.5163,Agent
85,reutersbasic,3.0,-0.2,Scott Pruitt,0.23785634,PERSON,Donald Trump,0.16758762,PERSON,U.S. Environmental Protection Agency,0.13026388,PERSON,Oklahoma,0.046626512,PERSON,agency,0.03829002,PERSON,United States Environmental Protection Agency,Donald Trump,Scott Pruitt,Public sphere,United States,-2018983137,2046,3196,4092,655,808505,40217,3986,128684,128684,31323,United States Environmental Protection Agency,0.8737,Agent,Republican Party (United States),0.6161,Agent,Environmentalism,0.6066,,Donald Trump,0.5683,Agent,United States,0.5019,Place
86,cnnbasic,55.9,0.0,Hass,0.745883,PERSON,American,0.025108267,PERSON,Arab Spring,0.024660442,PERSON,people,0.0065921373,PERSON,Libya,0.0061307526,PERSON,Refugee,United States,Permanent residence (United States),Donald Trump,Libya,-2031526263,12789,13822,25578,657,5498559,149065,17789,904006,904006,38618,Refugee,0.7008,EthnicGroup,Donald Trump,0.6639,Agent,Lebanon,0.5767,Place,Homosexuality,0.571,,Statue of Liberty,0.4988,Place
87,foxbasic,12.5,0.1,Severino Gonzalez,0.190893,PERSON,Jeffrey Loria,0.15234406,PERSON,Joshua Kushner,0.07980908,PERSON,Miami Marlins,0.07808632,PERSON,fan,0.033295926,PERSON,Marlins Park,Miami Marlins,Donald Trump,David Samson (baseball),Jeffrey Loria,-2051418324,3716,4999,7432,648,1143686,50927,8771,221881,221881,17588,Marlins Park,0.8178,Place,Donald Trump,0.5315,Agent,Miami Marlins,0.4139,Agent,Florida,0.283,Place,Baseball,0.2791,Activity
88,cnnbasic,11.6,0.2,Katie Danziger,0.22335956,PERSON,Lisa Abrams,0.083578944,PERSON,college senior,0.06212745,PERSON,Carolyn Munson,0.044354673,PERSON,kids,0.03779132,PERSON,Empathy,Abortion-rights movements,Parenting,Politics,Activism,-2083955470,7326,7923,14652,646,4135004,52235,11389,498526,498526,30669,Donald Trump,0.5598,Agent,Barack Obama,0.5141,Agent,Facebook,0.5085,Work,Abortion-rights movements,0.4999,,Planned Parenthood,0.4919,Agent
89,foxbasic,3.9,0.0,Trump,0.64297044,PERSON,Democratic Party,0.06667107,PERSON,David Brock,0.056697663,PERSON,United States,0.02129128,PERSON,agenda,0.018883863,PERSON,Donald Trump,Media Matters for America,David Brock,Social institutions,Government information,-209131636,2561,3547,5122,652,1096688,34147,5334,164485,164485,28947,David Brock,0.7046,Agent,Sean Hannity,0.4273,Agent,United States,0.3564,Place,Politico,0.3232,Work,,,
90,foxbasic,1.9,0.0,Sean Spicer,0.6276097,PERSON,Melissa McCarthy,0.1253408,PERSON,issues,0.07339185,PERSON,much,0.051781233,PERSON,Saturday Night Live,0.033957224,PERSON,Saturday Night Live,Television series,Television episodes,Television programs,NBC network shows,-2092240862,1052,1123,2104,651,289209,12329,1614,61292,61292,20604,Saturday Night Live,0.534,Work,NBC,0.3346,Agent,Donald Trump,0.3162,Agent,,,,,,
91,foxbasic,20.4,-0.1,Donald Trump,0.11541626,PERSON,Super Bowl,0.05851054,PERSON,Haircare,0.05320096,PERSON,America,0.030504653,PERSON,ad,0.02484098,PERSON,Advertising,Super Bowl commercials,Pepsi,Budweiser,Super Bowl,-2097358300,6405,10536,12810,662,2295891,129636,13334,450740,450740,27433,Super Bowl commercials,0.8117,,Budweiser,0.655,Food,Pepsi,0.6067,Food,Twitter,0.5567,Work,Anheuser-Busch,0.5508,Agent
92,cnnbasic,13.6,0.0,John Roberts,0.5638992,PERSON,Donald Trump,0.10406757,PERSON,Neil Gorsuch,0.04737338,PERSON,Judge,0.011470262,PERSON,judges,0.011037445,PERSON,Donald Trump,Elena Kagan,Judge,Judicial disqualification,Judiciary,-2109887437,5045,6769,10090,652,1984298,61315,9378,316580,316580,33525,Antonin Scalia,0.8356,Agent,Elena Kagan,0.8212,Agent,Clarence Thomas,0.8094,Agent,John Roberts,0.7893,Agent,Donald Trump,0.76,Agent
93,reutersbasic,4.0,-0.3,China,0.27531734,ORGANIZATION,Chinese,0.14195636,ORGANIZATION,United States,0.09035966,ORGANIZATION,Iran,0.044535574,ORGANIZATION,companies,0.042107757,ORGANIZATION,China,United States,Iran,National security,Public sphere,-2114559828,1673,2526,3346,659,630499,40770,3416,95441,95441,26996,China,0.5702,Place,North Korea,0.4749,Place,Iran,0.407,Place,Ballistic missile,0.1826,,,,
94,cnnbasic,5.6,-0.1,84 Lumber,0.12061468,ORGANIZATION,commercial,0.119407974,ORGANIZATION,mother,0.062965155,ORGANIZATION,ad,0.05021176,ORGANIZATION,door,0.043278784,ORGANIZATION,Super Bowl commercials,Donald Trump,Social media,Super Bowl,YouTube,-2123880905,2129,3143,4258,657,846301,27277,3628,138823,138823,26817,Donald Trump,0.5264,Agent,YouTube,0.4925,Work,Super Bowl,0.453,Event,United States,0.3762,Place,Lady Gaga,0.3719,MusicalArtist
95,foxbasic,9.0,0.0,Sunday.Trump,0.404398,PERSON,United States,0.032049548,PERSON,president,0.02383686,PERSON,Dianne Feinstein,0.023175811,PERSON,chief executive,0.021078236,PERSON,Supreme Court of the United States,Donald Trump,President of the United States,United States Senate,Democratic Party (United States),-2132034644,6016,9811,12032,660,2577254,118528,11711,379363,379363,35146,United States Senate,0.8823,Agent,Antonin Scalia,0.871,Agent,United States Congress,0.8173,Place,Donald Trump,0.8054,Agent,Chuck Schumer,0.7931,Agent
96,reutersbasic,4.5,-0.2,Donald Trump,0.30148467,PERSON,voter fraud,0.2618431,PERSON,Mike Pence,0.15087996,PERSON,election,0.042490296,PERSON,commission,0.031655833,PERSON,Donald Trump,Electoral fraud,President of the United States,Democratic Party (United States),Mitch McConnell,-229258879,1482,2814,2964,653,665727,35525,2640,89155,89155,26862,Mitch McConnell,0.7227,Agent,Mike Pence,0.6839,Agent,Donald Trump,0.6724,Agent,Democratic Party (United States),0.6226,Agent,Hillary Clinton,0.5864,Agent
