Product_Dimensions,Shipping_Weight,avg_rating,reviews_url,ASIN,product_title,2_star,3_star,list_price,1_star,in_stock,Customer_Reviews,category,description,num_reviews,shipping,5_star,num_questions,sale_price,url,4_star,Item_model_number
,Item can be shipped within U.S.,4.2 out of 5 stars,https://www.amazon.com/Stanley-J5C09-1000-Starter-Compressor/product-reviews/B002X6VXL4/ref=cm_cr_dp_qt_see_all_top/162-0614368-9303404?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,B002X6VXL4,Stanley J5C09 1000 Peak Amp Jump Starter with Compressor,5%,5%,$99.99,13%,In Stock.,4.2 out of 5 stars,Automotive,. . 500 Instant Starting Amps/ 1000 PEAK Battery Amps. Offers both 12-volt and USB outlets to charge personal electronics. High-powered LED light that rotates 270 degrees. 120 PSI Compressor with Backlight Gauge. Reverse polarity alarm to alert when there is an improper connection. ,"3,079",,62%,843 answered questions,$69.98,https://www.amazon.com/Stanley-J5C09-1000-Starter-Compressor/dp/B002X6VXL4?_encoding=UTF8&psc=1,15%,
,,4.3 out of 5 stars,https://www.amazon.com/Chemical-Guys-WAC_303-Wheel-Sealant/product-reviews/B001THV9D0,,Chemical Guys WAC_303 Wheel Guard Rim and Wheel Sealant (8 oz),5%,13%,$24.95,4%,,,Automotive,,141,"Fast, FREE Shipping",63%,16 answered questions,$16.95,https://www.amazon.com/Chemical-Guys-WAC_303-Wheel-Sealant/dp/B001THV9D0,15%,
,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",4.5 out of 5 stars,https://www.amazon.com/Carrand-97372AS-AutoSpa-Interior-Detail/product-reviews/B006H34BUY/ref=cm_cr_dp_qt_see_all_top/153-2137502-8044610?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,B006H34BUY,Carrand 97372AS AutoSpa Interior Car Detail Duster,3%,7%,,3%,In Stock.,4.5 out of 5 stars,Automotive,. . Long chenille microfiber. Grabs dust from all sides. Ideal for cup holders and pockets. Comfortable molded handle. Preferred by car collectors and professional detailers. ,990,FREE Shipping,71%,10 answered questions,$4.58,https://www.amazon.com/Carrand-97372AS-AutoSpa-Interior-Detail/dp/B006H34BUY?_encoding=UTF8&psc=1,16%,
,,4.3 out of 5 stars,https://www.amazon.com/Pure-Body-Naturals-Dead-Sea/product-reviews/B00XTAFYKY/ref=cm_cr_dp_qt_see_all_top/164-2975165-0503938?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"Pure Body Naturals Beauty Dead Sea Mud Mask for Facial Treatment, 250g / 8.8 fl.oz",4%,7%,$29.95,7%,,,Beauty & Personal Care,,"6,340","Fast, FREE Shipping",68%,572 answered questions,$17.95,https://www.amazon.com/Pure-Body-Naturals-Dead-Sea/dp/B00XTAFYKY?_encoding=UTF8&psc=1,14%,
,"June 15, 2015",4.5 out of 5 stars,https://www.amazon.com/shade-Maximum-protection-Extra-large-20-sunshades/product-reviews/B00ZOKJVAG/ref=cm_cr_dp_qt_see_all_top/166-7792395-4029622?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,B00ZOKJVAG,"Car Sun shade(3px)-80 GSM for Maximum UV protection-Extra large-20""x12""sunshades",3%,5%,,3%,In Stock.,4.5 out of 5 stars,Automotive,". . Bigger Size- This car sun shade comes in a bigger size than others for best coverage and sun protection (20x12) And fits most vehicles .. Bigger Quantity – Kinder Fluff sunshade set has 1 extra shade than other car sunshades out there to keep in your bag for travel giving you the best value for your money.. High Quality- our car sunshade has 2 sides. One side is made of premium Static cling material and the other side, the 80 GSM (Highest possible) protective mesh that blocks up to 98% of damaging UV rays.. Compact Design- It comes with a free compact travel pouch. Installs and folds in seconds without any suction cups or adhesives.. The Perfect Gift- This sunshade for car will make the best of baby gifts to match the baby infant car seats , the best of car gifts for anyone who loves car accessories or has children or pets that need sun protection.. ","1,584","Fast, FREE Shipping",70%,45 answered questions,,https://www.amazon.com/shade-Maximum-protection-Extra-large-20-sunshades/dp/B00ZOKJVAG?_encoding=UTF8&psc=1,19%,
,"Amazon only ships this item within the contiguous 48 United States. Other Sellers on Amazon may ship this item to Alaska, Hawaii and US Territories.",4.3 out of 5 stars,https://www.amazon.com/Bosch-24A-ICON-Wiper-Blade/product-reviews/B005JU5VUK/ref=cm_cr_dp_qt_see_all_top/158-0384309-6436653?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,B005JU5VUK,"Bosch 24A ICON Wiper Blade - 24"" (Pack of 1)",5%,4%,$25.76,10%,In Stock.,4.3 out of 5 stars,Automotive,. . Exclusive fx dual rubber resists heat and ozone deterioration and proven to last up to 40% longer than other premium wiper blades. Patented beam design with shielded connector optimizes visibility even under extreme weather conditions. Flexible asymmetric spoiler distributes uniform downward force along the entire blade to hold it firmly to the windshield at higher speeds. Exclusive tension spring arcing technology creates a fit that’s custom-contoured to the curvature of each side of the windshield. Easy installation with original equipment-quality adapter. ,"3,976","Fast, FREE Shipping",72%,229 answered questions,$18.28,https://www.amazon.com/Bosch-24A-ICON-Wiper-Blade/dp/B005JU5VUK?_encoding=UTF8&psc=1,9%,
,,4.7 out of 5 stars,https://www.amazon.com/HanZa-Bath-Bombs-Gift-Set/product-reviews/B018MU5FN6/ref=cm_cr_dp_qt_see_all_top/156-2277717-0619657?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"HanZa Bath Bombs Gift Set, 2.1 oz., Set of 8",2%,3%,$48.99,2%,,,Beauty & Personal Care,,"2,890","Fast, FREE Shipping",86%,50 answered questions,$24.99,https://www.amazon.com/HanZa-Bath-Bombs-Gift-Set/dp/B018MU5FN6?_encoding=UTF8&psc=1,7%,
,,4.5 out of 5 stars,https://www.amazon.com/Gillette-Fusion-Manual-Razor-Refills/product-reviews/B004B8AZH0/ref=cm_cr_dp_qt_see_all_top/154-6654404-2315968?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"Gillette Fusion Manual Men’s Razor Blade Refills, 12 Count",3%,4%,$47.99,6%,,,Beauty & Personal Care,,"3,430",FREE Shipping,74%,50 answered questions,$33.98,https://www.amazon.com/Gillette-Fusion-Manual-Razor-Refills/dp/B004B8AZH0?_encoding=UTF8&psc=1,13%,
,,4.2 out of 5 stars,https://www.amazon.com/Natural-Whitening-Activated-Charcoal-Cinnamint/product-reviews/B00EZ6TUXS/ref=cm_cr_dp_qt_see_all_top/154-2938804-9086963?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,Natural Whitening Tooth & Gum Powder with Activated Charcoal (2.75 oz Cinnamint),6%,11%,,5%,,,Beauty & Personal Care,,"1,731",,60%,181 answered questions,$11.95,https://www.amazon.com/Natural-Whitening-Activated-Charcoal-Spearmint/dp/B011A3T0Y2?_encoding=UTF8&psc=1,18%,
,,4.7 out of 5 stars,https://www.amazon.com/Organic-Castor-Sky-Organics-16oz/product-reviews/B0186U9736/ref=cm_cr_dp_qt_see_all_top/154-4788862-3278761?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"Organic Castor Oil By Sky Organics 16oz: Unrefined, 100% Pure, Hexane-Free Castor Oil - Moisturizing & Healing, For Dry Skin, Hair Growth - For Skin, Hair Care, Eyelashes - Caster Oil",1%,3%,$19.95,1%,,,Beauty & Personal Care,,"1,586","Fast, FREE Shipping",85%,91 answered questions,$14.95,https://www.amazon.com/Organic-Castor-Sky-Organics-16oz/dp/B0186U9736?_encoding=UTF8&psc=1,10%,
,,,,,,,,,,,,,,,,,,,https://www.amazon.com/Baebody-Dark-Circles-Puffiness-Wrinkles/dp/B01K2UMMI0?_encoding=UTF8&psc=1,,
,,4.4 out of 5 stars,https://www.amazon.com/Philips-Sonicare-Electric-Rechargeable-Toothbrush/product-reviews/B00QZ67ODE/ref=cm_cr_dp_qt_see_all_top/156-2857499-0447155?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"Philips Sonicare Essence Sonic Electric Rechargeable Toothbrush, White",4%,5%,$49.99,6%,,,Beauty & Personal Care,,"3,182","Fast, FREE Shipping",71%,248 answered questions,$19.95,https://www.amazon.com/Philips-Sonicare-Electric-Rechargeable-Toothbrush/dp/B00QZ67ODE?_encoding=UTF8&psc=1,14%,
,,3.4 out of 5 stars,https://www.amazon.com/Elizavecca-milkypiggy-Hell-Pore-Clean-liquid/product-reviews/B011YRJ31O/ref=cm_cr_dp_qt_see_all_top/155-1581616-3454067?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"Elizavecca milkypiggy Hell-Pore Clean Up nose Mask, liquid type nose pack (100ml)",11%,17%,,17%,,,Beauty & Personal Care,,"1,099",,36%,54 answered questions,$9.50,https://www.amazon.com/Elizavecca-milkypiggy-Hell-Pore-Clean-liquid/dp/B011YRJ31O?_encoding=UTF8&psc=1,19%,
,Item can be shipped within U.S.,3.9 out of 5 stars,https://www.amazon.com/Koolatron-KWC-4-Coca-Cola-Personal-Fridge/product-reviews/B000JLNBW4/ref=cm_cr_dp_qt_see_all_top/164-5777426-7037313?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,B000JLNBW4,Koolatron KWC-4 Coca-Cola Personal 6-Can Mini Fridge,8%,13%,$49.99,12%,In Stock.,3.9 out of 5 stars,Home & Kitchen,. . 4-Liter mini fridge holds up to six 12-ounce cans of soda. Cools up to 32-degrees below ambient temperature. Self-locking recessed door handle. Vibrant red exterior with white Coca-Cola trademark. Measures 11 by 8 by 11-inch. ,"1,310","Fast, FREE Shipping",47%,196 answered questions,$39.71,https://www.amazon.com/Koolatron-KWC-4-Coca-Cola-Personal-Fridge/dp/B000JLNBW4?_encoding=UTF8&psc=1,20%,
2.4 x 5.9 x 9.7 inches,12.8 ounces (,4.3 out of 5 stars,https://www.amazon.com/Philips-Norelco-Multigroom-attachments-QG3330/product-reviews/B00ARF42H0/ref=cm_cr_dp_qt_see_all_top/152-4326646-9743300?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,B00ARF42H0,"Philips Norelco Multigroom Series 3100, 5 attachments, QG3330",4%,7%,$19.99,7%,In Stock.,4.3 out of 5 stars,Beauty & Personal Care,". . 5 tools for all-in-one styling,  5 attachments for complete trimming and styling of facial hair including a full trimmer, detail trimmer, nose trimmer, beard and mustache trimmer and stubble comb.. Chromium steel self-sharpening blades ensures long-lasting performance, while rounded blade tips and combs prevent skin irritation.. 18 built-in length settings. Rechargeable battery provides 35 minutes of cordless use /10h charge. ","6,480","Fast, FREE Shipping",61%,361 answered questions,$16.95,https://www.amazon.com/Philips-Norelco-Multigroom-attachments-QG3330/dp/B00ARF42H0?_encoding=UTF8&psc=1,21%,QG3330
,,4.6 out of 5 stars,https://www.amazon.com/Aveeno-Daily-Moisturizing-Lotion-Fl/product-reviews/B001459IEE/ref=cm_cr_dp_qt_see_all_top/155-2527247-1212825?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"Aveeno Daily Moisturizing Lotion, 18 Fl. Oz",2%,5%,$8.97,3%,,,Beauty & Personal Care,,"1,257",FREE Shipping,78%,49 answered questions,$8.97,https://www.amazon.com/Aveeno-Daily-Moisturizing-Lotion-Fl/dp/B001459IEE?_encoding=UTF8&psc=1,12%,
,,3.7 out of 5 stars,https://www.amazon.com/Mens-Rogaine-Three-Month-Supply/product-reviews/B0012BNVE8/ref=cm_cr_dp_qt_see_all_top/153-3844363-1933153?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"Men's Rogaine Foam, Three Month Supply",8%,12%,$37.47,16%,,,Beauty & Personal Care,,"1,561",FREE Shipping,44%,153 answered questions,$37.47,https://www.amazon.com/Mens-Rogaine-Three-Month-Supply/dp/B0012BNVE8?_encoding=UTF8&psc=1,20%,
,,4.7 out of 5 stars,https://www.amazon.com/Braun-Cartridge-Replacement-Cleaning-Solution/product-reviews/B007SNGSFS/ref=cm_cr_dp_qt_see_all_top/168-9424098-0295550?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"Braun Clean and Renew 4 Pack, Cartridge, Refill, Replacement Cleaner, Cleaning Solution",1%,4%,$19.99,2%,,,Beauty & Personal Care,,"5,329",FREE Shipping,77%,109 answered questions,$19.99,https://www.amazon.com/Braun-Cartridge-Replacement-Cleaning-Solution/dp/B007SNGSFS?_encoding=UTF8&psc=1,16%,
,,4.1 out of 5 stars,https://www.amazon.com/l-f-Makeup-Mist-Clear-Ounce/product-reviews/B004X1QY20/ref=cm_cr_dp_qt_see_all_top/152-0085147-2459752?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"e.l.f. Makeup Mist and Set, Clear, 2.02 Ounce",6%,12%,$6.00,7%,,,Beauty & Personal Care,,"1,633",FREE Shipping,56%,52 answered questions,$2.99,https://www.amazon.com/e-l-f-Makeup-Mist-Clear-Ounce/dp/B004X1QY20?_encoding=UTF8&psc=1,19%,
5.2 x 1.4 x 1.3 inches,4.5 ounces (,4.1 out of 5 stars,https://www.amazon.com/Panasonic-ER-GN30-K-Nose-Hair-Trimmer/product-reviews/B0049LUI9O,B0049LUI9O,"Panasonic ER-GN30-K Nose Ear & Hair Trimmer, Wet/Dry",5%,6%,$19.99,9%,In Stock.,4.1 out of 5 stars,Beauty & Personal Care,". . Panasonic personal groomer for men comfortably trims nose and ear hair, details eyebrows, beards and mustaches and works as a body and facial hair trimmer.. An immersible Panasonic Vortex Cleaning System draws in water from all sides and spins through the trimmer for easy nasal hair trimmer cleaning in seconds.. The ERGN30 nose clipper's dual-edge, hypoallergenic blades are curved to trim from top and sides, and retain a proper volume of hairs for natural filtering.. Wet/dry convenient nosehair trimmer, easily and comfortably trims in the shower or trims dry anytime, anywhere.. Lightweight and compact nose and ear clipper design, fully powered with one AA-size battery, includes protective nose trimmer cap and cleaning brush for quick maintenance.. ","10,715","Fast, FREE Shipping",62%,152 answered questions,$9.99,https://www.amazon.com/Panasonic-ER-GN30-K-Nose-Hair-Trimmer/dp/B0049LUI9O,18%,ER-GN30-K
,"September 19, 2016",4.1 out of 5 stars,https://www.amazon.com/Whirlpool-Refrigerator-W10295370A-EDR1RXD1-CERTIFIED/product-reviews/B01MU322SW/ref=cm_cr_dp_qt_see_all_top/168-4700130-0889703?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,B01MU322SW,Whirlpool Filter 1 Pur Kenmore Push Button Refrigerator Water Filter W10295370A EDR1RXD1 46-9930 NSF CERTIFIED!,3%,5%,,11%,Available from these sellers.,4.1 out of 5 stars,Appliances,". . ACTIVATED CARBON Block Removes chlorine, taste and odor; does not remove beneficial minerals; Reduces sediment, dirt and rust Reduces lead, mercury, cysts and turbidity Eco-friendly coconut shell carbon block. WHIRLPOOL W10295370 Replacement filter fits with Whirlpool, Kenmore, Jenn-Air, Maytag Amana, Sears, PUR refrigerators and ice makers, Compatible with W10295370, W10295370A, FILTER1, WRL767SIAM, WRS322FDAB, WRS325FDAB, WRS526SIAH, WRS537SIAB, P4RFWB, P5WB2L, W10276924, W10291030, PS2378001; KENNMORE 46-9930; 9930. NO TOOLS Required for our easy filter install in minutes for anyone. NSF certified refrigerator water filter retains beneficial fluoride in water while reducing chlorine taste and odor. 100% Satisfaction Guarantee with 30 days money back policy if you not happy with quality, Extremely Superior Quality with Competitive price. ",36,,67%,,,https://www.amazon.com/Whirlpool-Refrigerator-W10295370A-EDR1RXD1-CERTIFIED/dp/B01MU322SW?_encoding=UTF8&psc=1,14%,
,,4.2 out of 5 stars,https://www.amazon.com/ArtNaturals-Aromatherapy-Peppermint-Frankincense-Therapeutic/product-reviews/B01161IL20/ref=cm_cr_dp_qt_see_all_top/154-0856507-7783712?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"ArtNaturals Aromatherapy Top 8 Essential Oils, 100% Pure of The Highest Quality, Peppermint/Tee Tree/Rosemary/Orange/Lemongrass/Lavender/Eucalyptus/Frankincense, Therapeutic Grade",6%,8%,$20.00,9%,,,Beauty & Personal Care,,"2,094",FREE Shipping,63%,94 answered questions,$15.95,https://www.amazon.com/ArtNaturals-Aromatherapy-Peppermint-Frankincense-Therapeutic/dp/B01161IL20?_encoding=UTF8&psc=1,14%,
,"March 27, 2014",4.5 out of 5 stars,https://www.amazon.com/SmartWater-Comparable-Refrigerator-Water-Filter/product-reviews/B00JGVY910/ref=cm_cr_dp_qt_see_all_top/156-9028290-0863465?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,B00JGVY910,GE MWF SmartWater MWFP Comparable Refrigerator Water Filter 2 Pack,4%,5%,,7%,Only 16 left in stock.,4.5 out of 5 stars,Appliances,". . New Design - Model newly redesigned to increase performance and usability. NSF/ANSI Standard 42 Certified by NSF International. Fits GE and Hotpoint refrigerators with a round white plastic filter mounted inside the refrigerator compartment above the top shelf. Cost-effective alternative to the expensive OEM filter. Replacement for GE filters MWFP, MWFA, HWF, FXRT, MXRC, HXRT, FXRC, WF287, WSG-1, EFF-6013A & more. ",103,"Fast, FREE Shipping",70%,,$20.48,https://www.amazon.com/SmartWater-Comparable-Refrigerator-Water-Filter/dp/B00JGVY910?_encoding=UTF8&psc=1,14%,
,,4.2 out of 5 stars,https://www.amazon.com/Crest-Professional-Whitestrips-Whitening-Treatments/product-reviews/B00336EUTK/ref=cm_cr_dp_qt_see_all_top/164-3826383-2274527?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"Crest 3D White Professional Effects Whitestrips Dental Whitening Kit, 20 Treatments - Packaging May Vary",5%,9%,,7%,,,Industrial & Scientific,,"6,457","Fast, FREE Shipping",60%,363 answered questions,$36.10,https://www.amazon.com/Crest-Professional-Whitestrips-Whitening-Treatments/dp/B00336EUTK?_encoding=UTF8&psc=1,19%,
,,4.6 out of 5 stars,https://www.amazon.com/Oral-B-Action-Electric-Toothbrush-Replacement/product-reviews/B000AUIFCA/ref=cm_cr_dp_qt_see_all_top/165-8646705-0568225?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,,"Oral-B Floss Action Electric Toothbrush Replacement Brush Heads Refill, 3 Count",2%,4%,$16.49,5%,,,Beauty & Personal Care,,"3,094","Fast, FREE Shipping",74%,133 answered questions,$16.49,https://www.amazon.com/Oral-B-Action-Electric-Toothbrush-Replacement/dp/B000AUIFCA?_encoding=UTF8&psc=1,15%,
,"October 28, 2009",3.9 out of 5 stars,https://www.amazon.com/Granite-Grabbers-Dishwasher-Mounting-Brackets/product-reviews/B002UQ107O/ref=cm_cr_dp_qt_see_all_top/156-4374912-1434321?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,B002UQ107O,Granite Grabbers Dishwasher Mounting Brackets,9%,7%,,14%,In Stock.,3.9 out of 5 stars,Electronics,. . Detailed FULL page instruction sheet provided to Kraydad's Cables and Parts Customers in addition to manufacturer's instructions included in the packet.. Kraydad's Cables and Parts is the Authorized Amazon Retailer.. Attach Dishwashers Underneath Granite and Solid Surface Countertops Quickly and Easily. Each Package Comes With 2 Brackets and Screws. ,545,"Fast, FREE Shipping",61%,24 answered questions,$11.18,https://www.amazon.com/Granite-Grabbers-Dishwasher-Mounting-Brackets/dp/B002UQ107O?_encoding=UTF8&psc=1,9%,
,"June 9, 2014",4.2 out of 5 stars,https://www.amazon.com/Maytag-UKF8001-Compatible-Water-Filter/product-reviews/B00KV0SKQK/ref=cm_cr_dp_qt_see_all_top/162-1193704-1917661?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,B00KV0SKQK,Maytag UKF8001 Pur Compatible Water Filter - Refrigerators Model No WFC1801,3%,4%,,14%,In Stock.,4.2 out of 5 stars,Appliances,". . Very easy to install with clear instructions.. Costs less than Maytag without compromising quality or flow rate.. Replaces Maytag UKF8001 & UKF-8001P & UKF8001AXXT & UKF8001AXX-750, Kenmore 469006 & 469992 & 469030. Tastes great by leaving potentially beneficial minerals while removing chlorine, other chemicals and contaminants.. The quality of the filter is the same as the branded filter but costs less.. ",610,FREE Shipping,67%,8 answered questions,$18.99,https://www.amazon.com/Maytag-UKF8001-Compatible-Water-Filter/dp/B00KV0SKQK?_encoding=UTF8&psc=1,12%,
